"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Research of Control Methods for Axial Field Flux-Switching Permanent Magnet Machine","X. Yuan; W. Z. School of Electrical Engineering; X. L. School of Computer Science; L. Hao; Y. Liang","Nantong University, School of Electrical Engineering, Nantong, China; Nantong University, School of Electrical Engineering, Nantong, China; Nantong University, School of Electrical Engineering, Nantong, China; Nantong University, School of Electrical Engineering, Nantong, China; Nantong University, School of Electrical Engineering, Nantong, China","2018 21st International Conference on Electrical Machines and Systems (ICEMS)","","2018","","","1218","1222","A new type of 6/13-pole axial field flux-switching permanent magnet (AFFSPM) machine is proposed in this paper, which has the advantages of compact structure, large torque density, high efficiency and good fault tolerance. The topology structure of AFFSPM machine is analyzed and the mathematical model is derived in this paper, and then on basis of which, the vector control, direct torque control and model predictive torque control methods are applied for the drive system of the AFFSPM machine and studied by MATLAB/Simulink. The static and dynamic characteristics are compared and analyzed under the three control methods. The simulation results show that the model predictive torque control can make the control system of the AFFSPM machine get better static and dynamic operation performance.","","978-89-86510-20-1978-1-5386-6149","10.23919/ICEMS.2018.8549042","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8549042","axial field flux-switching permanent magnet machine;vector control;direct torque control;model predictive torque control","Torque control;Mathematical model;Torque;Predictive models;Stators;Machine vector control;Permanent magnets","electric drives;fault tolerance;finite element analysis;machine vector control;magnetic flux;permanent magnet machines;predictive control;torque control","6/13-pole axial field flux-switching permanent magnet machine;compact structure;torque density;topology structure;AFFSPM machine;vector control;direct torque control;model predictive torque control methods;control system;fault tolerance;mathematical model","","","","18","","","","","IEEE","IEEE Conferences"
"Optimization and Mechanical Strength Analysis of Less-Rare-Earth Interior Permanent-Magnet Synchronous Machines Used for Electric Vehicles","W. Wang; Y. Liu; M. Wang; Z. Fu; P. Zheng","Department of Electrical Engineering, Harbin Institute of Technology, Harbin, China; Department of Electrical Engineering, Harbin Institute of Technology, Harbin, China; Department of Electrical Engineering, Harbin Institute of Technology, Harbin, China; Department of Electrical Engineering, Harbin Institute of Technology, Harbin, China; Department of Electrical Engineering, Harbin Institute of Technology, State Key Laboratory of Robotics and System, Harbin, China","2018 21st International Conference on Electrical Machines and Systems (ICEMS)","","2018","","","430","434","This paper investigates the optimization and mechanical strength analysis of the less-rare-earth interior permanent-magnet synchronous machines (LRE-IPMSMs) used for electric vehicles, which are characterized by high power density, high efficiency and low cost. Firstly, the structure parameters of the investigated LRE-IPMSM including the PM thickness and flux barrier location angle are optimized. Secondly, the stress distribution of the investigated LRE-IPMSM is analyzed as the investigated LRE-IPMSM has a high maximum speed. Then, the effects of the bridge shape and location on the maximum stress and electromagnetic torque are studied. Finally, the optimal LRE-IPMSM is proposed by taking various factors into consideration.","","978-89-86510-20-1978-1-5386-6149","10.23919/ICEMS.2018.8549335","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8549335","optimization;mechanical stress;less rare earth;interior permanent-magnet synchronous machines","Torque;Electromagnetics;Bridges;Stress;Torque measurement;Optimization;Synchronous machines","electric vehicles;mechanical strength;optimisation;permanent magnet machines;synchronous machines","electromagnetic torque;stress distribution;PM thickness;structure parameters;optimal LRE-IPMSM optimization;flux barrier location angle;high power density;electric vehicles;less-rare-earth interior permanent-magnet synchronous machines;mechanical strength analysis","","","","9","","","","","IEEE","IEEE Conferences"
"The Influence of Stator Material on the Power Density and Iron Loss of a High-Performace Starter-Generator for More Electric Aircraft","D. Golovanov; Z. Xu; D. Gerada; M. Degano; G. Vakil; C. Gerada","Department of Electrical Engineering, University of Nottingham, Nottingham, Nottingham, UK; Department of Electrical Engineering, University of Nottingham, Nottingham, Nottingham, UK; Department of Electrical Engineering, University of Nottingham, Nottingham, Nottingham, UK; Department of Electrical Engineering, University of Nottingham, Nottingham, Nottingham, UK; Department of Electrical Engineering, University of Nottingham, Nottingham, Nottingham, UK; Department of Electrical Engineering, University of Nottingham, Nottingham, Nottingham, UK","2018 21st International Conference on Electrical Machines and Systems (ICEMS)","","2018","","","169","173","Maximizing the power density as well as efficiency are two of the main critical aspects for engineers who are designing electrical machines for aerospace applications. Iron losses have a significant impact on the total machine efficiency, thermal state and, eventually, on the final machine design. This impact becomes especially critical for high-frequency machines. Thereby a selection of optimal stator material which allows minimizing the total weight and iron losses is very important. This paper focuses on the comparison of cobalt-iron alloy and high-grade non-oriented silicon steel materials in terms of influence on the starter-generator iron losses and power density. Analytical and finite element models are used for calculation and optimization of the machine parameters. The optimization of starter-generator design is performed by using genetic-algorithm taking into account thermal state and the estimation of passive mass. The results of investigation allows for the selection of an optimal stator material based on the machine efficiency, power density as well as the cost considerations.","","978-89-86510-20-1978-1-5386-6149","10.23919/ICEMS.2018.8549390","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8549390","power density;high-speed electrical machine;Iron loss;soft magnetic materials","Optimization;Stators;Density measurement;Power system measurements;Iron;Steel","aircraft;electric machines;electric vehicles;finite element analysis;genetic algorithms;iron alloys;losses;stators;steel","electrical machines;main critical aspects;electric aircraft;high-performace starter-generator;account thermal state;starter-generator design;machine parameters;power density;starter-generator iron losses;silicon steel materials;high-grade;cobalt-iron alloy;optimal stator material;high-frequency machines;final machine design;total machine efficiency;iron loss","","","","10","","","","","IEEE","IEEE Conferences"
"Model Predictive Control of Dual Three-Phase Interior Permanent Magnet Synchronous Generator for More Electrical Aircraft","D. Ye; J. Li; R. Qu; H. Lu","Huazhong University of Science and Technology, School of Electrical and Electronic Engineering, Wuhan, China; Huazhong University of Science and Technology, School of Electrical and Electronic Engineering, Wuhan, China; Huazhong University of Science and Technology, School of Electrical and Electronic Engineering, Wuhan, China; Huazhong University of Science and Technology, School of Electrical and Electronic Engineering, Wuhan, China","2018 21st International Conference on Electrical Machines and Systems (ICEMS)","","2018","","","1258","1261","The dual three-phase machine drive system has been widely studied for its high power density and high reliability. The fault tolerance ability of the dual three-phase machine makes it suitable for the more electric aircraft (MEA). The MEA-used power system requires a low dc-link voltage ripple and torque ripple. This paper studies a high performance dual three-phase interior permanent magnet synchronous generator (IPMSG) drives for MEA. In addition, simulations have verified the performance. The dc-link voltage ripple is less than 0.2%.","","978-89-86510-20-1978-1-5386-6149","10.23919/ICEMS.2018.8549372","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8549372","permanent magnet synchronous generator;model predictive control;more electrical aircraft;multiphase machine","Aerospace electronics;Steady-state;Voltage control;Aircraft;Cost function;Harmonic analysis;Stators","aircraft power systems;electric drives;electric vehicles;fault tolerance;machine control;permanent magnet generators;predictive control;reliability;synchronous generators","low dc-link voltage ripple;high performance dual three-phase interior permanent magnet synchronous generator drives;model predictive control;electrical aircraft;three-phase machine drive system;high power density;high reliability;fault tolerance ability;more electric aircraft;MEA;power system;IPMSG drives;dc-link voltage ripple;torque ripple","","","","11","","","","","IEEE","IEEE Conferences"
"Thermal Study Comparison of Permanent Magnets Machines Using Finite Element Method (FEM) Electric Vehicles Application","A. Soualmi; F. Zidat; P. Lombard; N. Mokhtari","Altair engineering, 15 Chemin de Malacher, Meylan Cedex, 38246, France; Altair engineering, 15 Chemin de Malacher, Meylan Cedex, 38246, France; Altair engineering, 15 Chemin de Malacher, Meylan Cedex, 38246, France; PSA Groupe, 18 rue des fauvelles, la Garenne Colombes Paris, 92256, France","2018 21st International Conference on Electrical Machines and Systems (ICEMS)","","2018","","","59","64","The thermal behavior of electrical machines is a crucial step in design. To have a complete model it is necessary to compute and evaluate the temperature in different parts of the machines (winding, magnet, rotor and stator yoke). This study is achieved using finite element method (FEM), temperature distribution in two machines with different shape of magnets are considered in this study. This work is done in collaboration with PSA. This paper deals with thermal management aspects of electrical machines used in high performance applications with particular focus on electric machine designed for electric vehicles. The comparison is done for PM machines with V and I shape, the electromagnetic performances of these machines are already computed.","","978-89-86510-20-1978-1-5386-6149","10.23919/ICEMS.2018.8549302","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8549302","PMSM machines;Electric vehicles;Thermal analysis;Flux 2D;losses;magnets","Windings;Stator windings;Shape;Rotors;Conductors;Finite element analysis","electric vehicles;finite element analysis;permanent magnet machines;rotors;stators;thermal management (packaging)","permanent magnets machines;FEM;thermal behavior;electrical machines;rotor;stator yoke;temperature distribution;thermal management aspects;electric machine;PM machines;finite element method;electric vehicles application","","","","13","","","","","IEEE","IEEE Conferences"
"Investigation of Electromagnetic Performance of Magnetic-Field Modulated Brushless Double-Rotor Electrical Variable Transmission for HEV s","J. Bai; J. Liu; R. Ma; W. Liu; P. Zheng; Y. Liu","Department of Electrical Engineering, Harbin Institute of Technology, Harbin, China; Department of Electrical Engineering, Harbin Institute of Technology, Harbin, China; Department of Electrical Engineering, Harbin Institute of Technology, Harbin, China; Department of Electrical Engineering, Harbin Institute of Technology, Harbin, China; Department of Electrical Engineering, Harbin Institute of Technology, Harbin, China; Department of Electrical Engineering, Harbin Institute of Technology, Harbin, China","2018 21st International Conference on Electrical Machines and Systems (ICEMS)","","2018","","","933","937","The magnetic-field modulated brushless double-rotor machine (MFM-BDRM), getting rid of brushes and slip rings, can be a promising candidate for the electrical-continuously variable transmission in hybrid electric vehicles HEVs. In traditional PM machine, the winding wingding parallel branches have not effects on the electromagnetic performance because each branch is the same in theory. However, owing to the MFM-BDRM is based on special operating principle-magnetic field modulating principle. Therefore, each branch of one phase is not symmetrical completely if the selection of winding wingding parallel branches is more than 1. Hence this paper mainly focuses on the influence of wingding parallel branches on the electromagnetic performance of the MFM-BDRM. Finally, the selection law of winding wingding parallel branches is provided for the MFM-BDRM.","","978-89-86510-20-1978-1-5386-6149","10.23919/ICEMS.2018.8549087","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8549087","Brushless double-rotor machine;design;hybrid electric vehicles;harmonic back EMF;magnetic-field modulated;pole pair combination;wingding parallel branches;circulation current","Rotors;Stator windings;Magnetic fields;Windings;Torque;Harmonic analysis","brushless machines;hybrid electric vehicles;magnetic fields;power transmission (mechanical);rotors","special operating principle-magnetic field;winding wingding parallel branches;hybrid electric vehicles HEVs;electrical-continuously variable transmission;MFM-BDRM;magnetic-field modulated brushless double-rotor machine;magnetic-field modulated brushless double-rotor electrical variable transmission;electromagnetic performance","","","","23","","","","","IEEE","IEEE Conferences"
"A Speed Sensorless Control of Induction Machine Based on Single DC Current Sensor","K. He; J. Li; R. Qu","School of Electrical and Electronic Engineering HUST, China; School of Electrical and Electronic Engineering HUST, China; School of Electrical and Electronic Engineering HUST, China","2018 21st International Conference on Electrical Machines and Systems (ICEMS)","","2018","","","1691","1695","This paper proposes a speed sensorless control of induction machine based on single DC current sensor. To estimate the rotor flux accurately and robustly to parameter, we adopt the adaptive full order observer with feedback matric. At the same time, to estimate the speed as quick as possible and less steady error, the paper design the adaptation mechanism based on the transfer function of the error equation. The current is vital to flux observer, and it is also the reference of the speed estimation. In order to improve the reliability of current detection and reduce the cost. we cancel the AC current sensors, replace them with a single DC current sensor to reconstruct the phase currents. However, the phase current is not always available if the voltage vector located where active voltage vector applied too short to sample the DC current sensor. We propose a method to reduce the unmeasurable area by shifting the carrier phase. the validity is verified by simulations.","","978-89-86510-20-1978-1-5386-6149","10.23919/ICEMS.2018.8549225","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8549225","induction machine;speed sensorless;single DC current sensor;Adaptive full order observer","Observers;Rotors;Mathematical model;Switches;Pulse width modulation;Induction machines;Stators","angular velocity control;asynchronous machines;electric current measurement;electric sensing devices;feedback;induction motor drives;machine control;machine vector control;observers;rotors;sensorless machine control;torque control","speed estimation;current detection;AC current sensors;single DC current sensor;phase current;speed sensorless control;induction machine","","","","14","","","","","IEEE","IEEE Conferences"
"Operating Strategy and Iron Loss Model of a Permanent Magnet Assisted Synchronous Reluctance Machine with a Ribless Rotor","M. Zimmermann; L. Schupp; B. Piepenbreier","Electrical Drives and Machines, University Erlangen-Nuremberg, Erlangen, Germany; Electrical Drives and Machines, University Erlangen-Nuremberg, Erlangen, Germany; Electrical Drives and Machines, University Erlangen-Nuremberg, Erlangen, Germany","2018 21st International Conference on Electrical Machines and Systems (ICEMS)","","2018","","","338","343","Permanent Magnet assisted Synchronous Reluctance Machines (PMaSynRM) received a growing interest in the past decade. They offer several advantages in comparison with other machine types, e.g.: Low rotor losses occur with respect to induction machines. The use of ferrite magnets avoids cost intensive rare-earth magnets in permanent magnet synchronous machines. The low power factor of a pure synchronous reluctance machine is increased. However, the PMaSynRM also causes iron losses which are difficult to determinate. This paper deals with the iron loss modeling as well as the choice of the current set points (operating strategy). The focus is on the analysis of the measurement results and the impact of the speed. The prototype includes a special ribless rotor which is characterized by low cross-coupling and a high magnetic anisotropy.","","978-89-86510-20-1978-1-5386-6149","10.23919/ICEMS.2018.8549285","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8549285","Synchronous Reluctance Machine;Ferrite assisted;Operating strategy;Iron losses","Iron;Torque;Current measurement;Loss measurement;Rotors;Perpendicular magnetic anisotropy","ferrites;magnetic anisotropy;permanent magnet machines;power factor;reluctance machines;rotors","PMaSynRM;Low rotor losses;induction machines;ferrite magnets;cost intensive rare-earth magnets;permanent magnet synchronous machines;low power factor;pure synchronous reluctance machine;iron loss modeling;current set points;operating strategy;special ribless rotor;high magnetic anisotropy;iron loss model;permanent magnet assisted synchronous reluctance machine;low cross-coupling","","","","10","","","","","IEEE","IEEE Conferences"
"The Influence of Strands and Bundle-Level Arrangements of Magnet Wires on AC Losses in the Winding of High — Speed Traction Machine","A. Bardalai; Z. Xu; J. Li; D. Gerada; C. Gerada; D. Golovanov; H. Zhang","Department of Electrical and Electronics, University Of Nottingham, Ningbo, China; University Of Nottingham, Power Electronics, Machines and Control Group, Nottingham, UK; Department of Electrical and Electronics, University Of Nottingham, Ningbo, China; University Of Nottingham, Power Electronics, Machines and Control Group, Nottingham, UK; University Of Nottingham, Power Electronics, Machines and Control Group, Nottingham, UK; University Of Nottingham, Power Electronics, Machines and Control Group, Nottingham, UK; Department of Electrical and Electronics, University Of Nottingham, Ningbo, China","2018 21st International Conference on Electrical Machines and Systems (ICEMS)","","2018","","","65","69","The power density of electrical machines required for transport applications has become a critical aspect. With most of the power loss in high power density electrical machines often being generated in the stator winding assembly, it is necessary to reduce these losses. Also, the effects of strands and bundle positions in the slot on the AC losses in the winding are often overlooked. This paper gives an analysis into such effects on an existing high - speed traction motor design with the aim of optimising the conductor layout in the slot for minimizing the total loss.","","978-89-86510-20-1978-1-5386-6149","10.23919/ICEMS.2018.8549349","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8549349","ac copper loss;circulating currents;coils;conductors;current sharing;eddy current;high power density;parallel strands;permanent magnet machines;proximity effect;optimization;transportation;windings","Windings;Conductors;Computational modeling;Density measurement;Power system measurements;Wires;Power electronics","AC motors;stators;traction motors;wires","bundle-level arrangements;magnet wires;AC losses;transport applications;power loss;high power density electrical machines;stator winding assembly;high-speed traction machine;high-speed traction motor design","","","","6","","","","","IEEE","IEEE Conferences"
"Modeling and Estimation for Conducted Common-Mode Interference of a Motor Drive System Used in Electric Vehicle","D. Zhang; S. Zhang; T. Fan; X. Wen","Chinese Academy of Sciences, Institute of Electrical Engineering, Beijing, China; Chinese Academy of Sciences, Institute of Electrical Engineering, Beijing, China; Chinese Academy of Sciences, Institute of Electrical Engineering, Beijing, China; Chinese Academy of Sciences, Institute of Electrical Engineering, Beijing, China","2018 21st International Conference on Electrical Machines and Systems (ICEMS)","","2018","","","831","835","Motor drive system in an electric vehicle (EV) connects both low voltage (LV) bus and high voltage (HV) bus. Since the vehicle's communication, lighting, instrumentation and vehicle control system, etc. are all powered by LV power supply, the interference level at the low voltage power port of the motor drive system has a significant influence on the operation of EV. This paper studies the interference coupling mechanism between the HV and LV circuit in an EV motor drive system, establishes the interference equivalent circuit to estimate the common mode conduction interference level on the LV power supply port. This research lays a foundation to attenuate the emission of conducted interference from motor drive system to the LV power supply system of EV.","","978-89-86510-20-1978-1-5386-6149","10.23919/ICEMS.2018.8549084","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8549084","common-mode interference;motor drive system;electric vehicle;modeling","Equivalent circuits;Motor drives;Power supplies;Electromagnetic interference;Insulated gate bipolar transistors;Inverters","electric vehicles;electromagnetic interference;equivalent circuits;estimation theory;motor drives","electric vehicle;low voltage bus;high voltage bus;vehicle control system;low voltage power port;interference coupling mechanism;EV motor drive system;interference equivalent circuit;common mode conduction interference level;LV power supply port;LV power supply system;HV circuit;LV circuit;instrumentation;lighting;vehicle communication","","","","5","","","","","IEEE","IEEE Conferences"
