"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Comparative study of constant power speed range of three permanent magnet brushless machines with different d-axis inductance for electric vehicles","W. Gu; L. Quan; X. Zhu; Y. Du; K. Shi","School of Electrical and Information Engineering, Jiangsu University, Zhenjiang, 212013, China; School of Electrical and Information Engineering, Jiangsu University, Zhenjiang, 212013, China; School of Electrical and Information Engineering, Jiangsu University, Zhenjiang, 212013, China; School of Electrical and Information Engineering, Jiangsu University, Zhenjiang, 212013, China; School of Electrical and Information Engineering, Jiangsu University, Zhenjiang, 212013, China","2015 18th International Conference on Electrical Machines and Systems (ICEMS)","","2015","","","18","22","This paper presents a comparative study of constant power speed range of permanent magnet brushless (PMBL) machines with different d-axis inductance for electric vehicles (EVs). According to the flux weakening principle, three typical operation cases, namely, characteristic current is higher, lower than and equals current limitation, are given and analyzed in details. By the finite element analysis (FEA) method, the torque density, permanent magnet utilization ratio, power, losses and efficiency at the rated operating point are investigated and compared. Moreover, considering different d-axis inductance of the three PMBL machines, constant power speed range is researched. Also, performances of losses and efficiency over the whole operating speed range are analyzed and compared. The simulation results show well consistency with the theoretical analysis, hence verifying the validity of adjusting d-axis to improve performances of PMBL machines for EVs.","","978-1-4799-8805-1978-1-4799-8804","10.1109/ICEMS.2015.7384971","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7384971","","Decision support systems;Permanent magnets;Inductance;Brushless machines;Electric vehicles;Finite element analysis","electric vehicles;finite element analysis;permanent magnet machines","permanent magnet brushless machines;d-axis inductance;electric vehicles;PMBL machines;EV;finite element analysis;FEA method;torque density;permanent magnet utilization ratio","","1","","22","","","","","IEEE","IEEE Conferences"
"Heat transfer characteristics of spray evaporative cooling system for large electrical machines","L. Zhenguo; R. Lin; T. Longyao","University of Chinese Academy of Sciences, China; Institute of Electrical Engineering, Chinese Academy of Sciences, China; Xiangtan Electrical Manufacturing Group Co., Ltd, China","2015 18th International Conference on Electrical Machines and Systems (ICEMS)","","2015","","","1740","1743","In 2010, the spray evaporative cooling technology was applied successfully to large electrical machines by IEECAS. But the heat transfer mechanism of two-phase spray cooling has not been studied in detail. Based on the engineering application, in this paper, the heat transfer characteristics of the spray evaporative cooling system will be discussed. The conclusion will provide reference for the design of spray cooling system in large electrical machines.","","978-1-4799-8805-1978-1-4799-8804","10.1109/ICEMS.2015.7385321","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7385321","","Cooling;Heat transfer;Decision support systems;Resistance heating;Heat engines","electric machines;heat transfer;sprays","heat transfer characteristics;spray evaporative cooling system;large electrical machines;spray evaporative cooling technology;IEECAS;heat transfer mechanism;two-phase spray cooling;electrical machines","","3","","17","","","","","IEEE","IEEE Conferences"
"Fault diagnosis of high-resistance connection in nine-phase flux-switching permanent magnet machine","J. Hang; J. Zhang; M. Cheng; F. Yu; F. Li","School of Electrical Engineering, Southeast University, China; School of Electrical Engineering, Southeast University, China; School of Electrical Engineering, Southeast University, China; School of Electrical Engineering, Southeast University, China; School of Electrical Engineering, Southeast University, China","2015 18th International Conference on Electrical Machines and Systems (ICEMS)","","2015","","","1691","1696","This paper presents a fault diagnosis technique for high-resistance connection (HRC) in nine-phase flux switching permanent magnet (FSPM) machine, which is based on zero sequence voltage components (ZSVC). Firstly, a nine-phase FSPM machine topology is introduced and no-load back electromotive force (EMF) waveforms are analyzed. Then the nine-phase FSPM machine with HRC is modeled and the influence of the HRC on the ZSVC is analyzed based on the established model. It is shown that the HRC may be diagnosed by monitoring the change of the spectral contents of the ZSVC. The simulation and experiment are carried out to verify the proposed method. Both the results show that the proposed method can be effectively applied for the HRC fault diagnosis in nine-phase FSPM machine.","","978-1-4799-8805-1978-1-4799-8804","10.1109/ICEMS.2015.7385313","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7385313","Fault diagnosis;flux-switching permanent magnet machine;high-resistance connection","Fault diagnosis;Permanent magnet machines;Analytical models;Decision support systems;Switches;Permanent magnets;Topology","electric potential;fault diagnosis;permanent magnet machines","fault diagnosis;high-resistance connection;nine-phase flux-switching permanent magnet machine;zero sequence voltage components;FSPM machine topology;no-load back electromotive force;EMF waveforms;ZSVC;HRC fault diagnosis;nine-phase FSPM machine","","1","","12","","","","","IEEE","IEEE Conferences"
"Optimal design of outer-rotor SPMSG for permanent magnet reduction using optimization method","J. H. Lee; J. Song; J. Kim; Y. Kim; S. Jung","School of Electrical Engineering, Sungkyunkwan University, Korea; School of Electrical Engineering, Sungkyunkwan University, Korea; Department of Electronic Engineering, Dong-A University, Korea; Department of Electrical Engineering, Cho-Sun University, Korea; School of Electrical Engineering, Sungkyunkwan University, Korea","2015 18th International Conference on Electrical Machines and Systems (ICEMS)","","2015","","","93","97","In this study, an optimal design of surface-mounted permanent magnet synchronous generator(SPMSG) for permanent magnet reduction is conducted. In order to reduce permanent magnet usage, the optimization algorithm which is called mesh adaptive direct search(MADS) is applied to proposed generator. MADS is a local search optimization algorithm and takes advantage of fast convergence. In applying the algorithm to proposed generator, it is very important to determine variables and objective function. The objective function is set as minimization magnet usage and torque ripple. The condition of limitation is set as target average torque. In order to satisfy these conditions, the variables are carefully determined. By conducting optimal design of proposed generator, the ultimate goal is to reduce magnet usage and minimize input torque ripple. These instructions provide you with the basic guidelines for preparing the full paper for the 18th International Conference on Electrical Machines and Systems, which will be held in Pattaya, Thailand on Oct. 25-28, 2015. Please carefully follow these instructions to ensure legibility.","","978-1-4799-8805-1978-1-4799-8804","10.1109/ICEMS.2015.7385006","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7385006","","Decision support systems;Permanent magnets;Generators;Optimization;Algorithm design and analysis;Linear programming;Torque","optimisation;permanent magnet generators;rotors;synchronous generators","SPMSG;surface-mounted permanent magnet synchronous generator;permanent magnet reduction;mesh adaptive direct search;local search optimization algorithm;torque ripple;18th International Conference on Electrical Machines and Systems;Pattaya;Thailand","","","","7","","","","","IEEE","IEEE Conferences"
"Study of three inputs combination reactor of parallel operation systems constructed with multiple electric power converters","K. Ikebata; K. Ishikura; H. Inaba; K. Kishine","Dept. of Electrical Systems Engineering, the University of Shiga Prefecture, Japan; Dept. of Electrical Systems Engineering, the University of Shiga Prefecture, Japan; Dept. of Electrical Systems Engineering, the University of Shiga Prefecture, Japan; Dept. of Electrical Systems Engineering, the University of Shiga Prefecture, Japan","2015 18th International Conference on Electrical Machines and Systems (ICEMS)","","2015","","","366","370","Parallel operation systems constructed quickly and inexpensively by combining two or more existing electric power converters have a lot of flexibility. However, it is important to suppress a cross current flows between the electric power converters. This paper proposes a three inputs combination reactor for parallel operation systems composed three electric power converters.","","978-1-4799-8805-1978-1-4799-8804","10.1109/ICEMS.2015.7385060","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7385060","","Inductors;Power systems;Integrated circuits;Decision support systems","power convertors;reactors (electric)","parallel operation system three input combination reactor;multiple electric power converters;cross current flow suppression","","1","","4","","","","","IEEE","IEEE Conferences"
"Design method of cross current suppression control for parallel operation system constructed with two electric power converters","K. Ishikura; T. Ito; K. Ikebata; H. Inaba; K. Kishine","Department of Electronic Systems Engineering, University of Shiga Prefecture, Japan; Department of Electronic Systems Engineering, University of Shiga Prefecture, Japan; Department of Electronic Systems Engineering, University of Shiga Prefecture, Japan; Department of Electronic Systems Engineering, University of Shiga Prefecture, Japan; Department of Electronic Systems Engineering, University of Shiga Prefecture, Japan","2015 18th International Conference on Electrical Machines and Systems (ICEMS)","","2015","","","334","339","Large-capacity parallel operation systems constructed quickly and inexpensively by combining two or more existing electric power converters have a lot of flexibility. However, it is important to suppress the cross current flows between the converters. This can be done by controlling the system while miniaturizing the combination reactor. In this paper we elucidate the suppression performance of various cross current control methods and provide design guidelines for them.","","978-1-4799-8805-1978-1-4799-8804","10.1109/ICEMS.2015.7385054","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7385054","","Current control;Integrated circuits;Frequency control;Voltage control;DC motors;Design methodology;Power systems","control system synthesis;power convertors;reactors (electric)","electric power converter;cross current suppression control design method;large-capacity parallel operation system;combination reactor miniaturization","","1","","7","","","","","IEEE","IEEE Conferences"
"Electromagnetic study on novel coaxial double flux-switching permanent machines","G. Lian; G. Gu; Y. Cheng; S. Wang; J. Tao; X. Chen","Institute of Electrical Engineering Chinese Academy of Sciences; Institute of Electrical Engineering Chinese Academy of Sciences; Institute of Electrical Engineering Chinese Academy of Sciences; Institute of Electrical Engineering Chinese Academy of Sciences; Institute of Electrical Engineering Chinese Academy of Sciences; College of Engineering and Design, Lishui University, Zhejiang, China","2015 18th International Conference on Electrical Machines and Systems (ICEMS)","","2015","","","840","844","Aiming at overcoming the shortage of high cogging torque in flux-switching permanent magnet machine (FSPM), a novel coaxial double flux-switching permanent magnet machine was proposed. The electromagnetic characteristics of the machine, including flux linkage, back EMF, cogging torque, static torque, are studied by means of finite element method in this paper. The study results of this paper show that coaxial double FSPM has the much lower cogging torque and torque ripple than FSPM, while inheriting the advantages of FSPM.","","978-1-4799-8805-1978-1-4799-8804","10.1109/ICEMS.2015.7385151","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7385151","","Torque;Forging;Decision support systems;Electromagnetics;Permanent magnet machines;Couplings;Finite element analysis","electric potential;finite element analysis;machine theory;permanent magnet machines;torque","electromagnetic study;coaxial double flux-switching permanent machines;high cogging torque;electromagnetic characteristics;flux linkage;back EMF;static torque;finite element method","","","","12","","","","","IEEE","IEEE Conferences"
"Proper orthogonal decomposition for order reduction of permanent magnet machine model","M. Farzamfar; P. Rasilo; F. Martin; A. Belahcen","Department of Electrical Engineering and Automation, Aalto University, Finland; Department of Electrical Engineering and Automation, Aalto University, Finland; Department of Electrical Engineering and Automation, Aalto University, Finland; Department of Electrical Engineering and Automation, Aalto University, Finland","2015 18th International Conference on Electrical Machines and Systems (ICEMS)","","2015","","","1945","1949","Model order reduction is an approach for reducing size, complexity, and computation cost of mathematical models in numerical simulations. This paper describes the application of proper orthogonal decomposition method, as one of the most efficient model order reduction techniques, in generating lower dimensional model of a permanent magnet machine. In proper orthogonal decomposition, data collected from high-dimensional numerical simulations (called snapshots) are projected onto a set of orthonormal basis functions. Thereafter, these basis functions are combined with the original model equations to build a reduced order model. The comparison of computational results of the original model with the reduced model indicates that the reduced model is able to accurately reproduce both local and global operation quantities of the machine under investigation.","","978-1-4799-8805-1978-1-4799-8804","10.1109/ICEMS.2015.7385359","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7385359","","Handheld computers;Decision support systems;Mathematical model;Computational modeling;Numerical models;Permanent magnet machines;Numerical simulation","machine control;permanent magnet machines;reduced order systems;singular value decomposition;synchronous machines","permanent magnet synchronous machine model order reduction;proper orthogonal decomposition method;high-dimensional numerical simulation;orthonormal basis function","","2","","17","","","","","IEEE","IEEE Conferences"
"A position-sensorless vector control for doubly-fed induction machines using adaptive reduced-order observers","S. Smiththisomboon; J. Udomsri; S. Suwankawin","Department of Electrical Engineering, Faculty of Engineering, Chulalongkorn University, Thailand; Department of Electrical Engineering, Faculty of Engineering, Chulalongkorn University, Thailand; Department of Electrical Engineering, Faculty of Engineering, Chulalongkorn University, Thailand","2015 18th International Conference on Electrical Machines and Systems (ICEMS)","","2015","","","1619","1625","In this paper, a model-base approach is employed for the rotor-position estimations of doubly-fed induction machines. Two types of adaptive reduced-order observers; based on stator and rotor models, are conducted in order to estimate the rotor position and rotor speed simultaneously. The proposed estimations schemes are straightforward and simplicity for implementation regardless of the knowledge of the stator flux which is usually approximated through the low-pass filter. The proposed rotor-position estimations are integrated with the stator-flux vector control. Experimental results of various operating conditions are provided in order to verify the proposed theoretical concepts. The proposed sensorless system can effectively operate in both motor and generator regions, and the performances in synchronous, sub-synchronous, synchronous and super-synchronous modes are additionally evaluated.","","978-1-4799-8805-1978-1-4799-8804","10.1109/ICEMS.2015.7385300","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7385300","Doubly-fed induction machines;rotor-position estimation;adaptive reduced-order observers;sensorless control","Rotors;Stators;Observers;Decision support systems;Machine vector control;Induction machines","asynchronous machines;low-pass filters;rotors;sensorless machine control;stators","position-sensorless vector control;doubly-fed induction machines;adaptive reduced-order observers;rotor-position estimations;stator models;rotor models;low-pass filter;stator-flux vector control","","","","17","","","","","IEEE","IEEE Conferences"
"Energy management control strategy for plug-in hybrid electric vehicle with brushless dual-rotor flux-switching permanent magnet motor","Q. Ni; L. Quan; X. Zhu; Y. Du; K. Shi","School of Electrical and Information Engineering, Jiangsu University, Zhenjiang, 212013, China; School of Electrical and Information Engineering, Jiangsu University, Zhenjiang, 212013, China; School of Electrical and Information Engineering, Jiangsu University, Zhenjiang, 212013, China; School of Electrical and Information Engineering, Jiangsu University, Zhenjiang, 212013, China; School of Electrical and Information Engineering, Jiangsu University, Zhenjiang, 212013, China","2015 18th International Conference on Electrical Machines and Systems (ICEMS)","","2015","","","818","823","In this paper, energy management control strategies are proposed for hybrid electric vehicle with brushless dual-rotor flux switching permanent magnet (BDRFSPM) motor. The proposed methods not only make the output speed correspond to the working condition, but also make the internal combustion engine operate in the fuel saving mode. The corresponding battery and internal combustion engine performances are analyzed in the combined working conditions of CYC_CBDTRUCK and CYC_HWFET in detail. Finally the reasonableness and real effect of the control method is verified by the co-simulation of MATLAB and advisor analysis.","","978-1-4799-8805-1978-1-4799-8804","10.1109/ICEMS.2015.7385147","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7385147","","Fuzzy control;Energy management;Control systems;Permanent magnet motors;Employee welfare;Internal combustion engines;Simulation","battery powered vehicles;brushless machines;energy management systems;fuel economy;hybrid electric vehicles;internal combustion engines;machine control;permanent magnet motors;rotors","energy management control strategy;plug-in hybrid electric vehicle;brushless dual-rotor flux-switching permanent magnet motor;BDRFSPM motor;internal combustion engine;fuel saving mode;internal combustion engine performance;battery performance","","1","","17","","","","","IEEE","IEEE Conferences"
