"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"An overtaking decision algorithm for networked intelligent vehicles based on cooperative perception","M. Vasic; G. Lederrey; I. Navarro; A. Martinoli","Distributed Intelligent Systems and Algorithms Laboratory, School of Architecture, Civil and Environmental Engineering, École Polytechnique Fédérale de Lausanne (EPFL), Switzerland; Distributed Intelligent Systems and Algorithms Laboratory, School of Architecture, Civil and Environmental Engineering, École Polytechnique Fédérale de Lausanne (EPFL), Switzerland; Distributed Intelligent Systems and Algorithms Laboratory, School of Architecture, Civil and Environmental Engineering, École Polytechnique Fédérale de Lausanne (EPFL), Switzerland; Distributed Intelligent Systems and Algorithms Laboratory, School of Architecture, Civil and Environmental Engineering, École Polytechnique Fédérale de Lausanne (EPFL), Switzerland","2016 IEEE Intelligent Vehicles Symposium (IV)","","2016","","","1054","1059","This paper presents an overtaking decision algorithm for networked intelligent vehicles. The algorithm is based on a cooperative tracking and sensor fusion algorithm that we previously developed. The ego vehicle is equipped with lane keeping and lane changing capabilities, as well as a forward-looking lidar sensor. The lidar data are fed to the tracking module which detects other vehicles, such as the vehicle that is to be overtaken (leading) and the oncoming traffic. Based on the estimated distances to the leading and the oncoming vehicles and their speeds, a risk is calculated and a corresponding overtaking decision is made. We compare the performance of the overtaking algorithm between the case when the ego vehicle only relies on its lidar sensor, and the case in which it fuses object estimates received from the leading car which also has a forward-looking lidar. Systematic evaluations are performed in Webots, a calibrated high-fidelity simulator.","","978-1-5090-1821-5978-1-5090-1822","10.1109/IVS.2016.7535519","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7535519","","Automobiles;Target tracking;Laser radar;Intelligent vehicles;Clustering algorithms;Fuses","intelligent robots;intelligent transportation systems;mobile robots;optical radar;road vehicles;sensor fusion","overtaking decision algorithm;networked intelligent vehicles;cooperative perception;cooperative tracking;sensor fusion;ego vehicle;lane keeping capabilities;lane changing capabilities;forward-looking lidar sensor;Webots;calibrated high-fidelity simulator","","1","","14","","","","","IEEE","IEEE Conferences"
"Vehicle stability enhancement by an energy optimal control approach","M. S. Arslan","Faculty of Mechanical Engineering, Department of Mechatronics Engineering, Yildiz Technical University, Barbaros Blv., Besiktas, Istanbul, Turkey","2016 IEEE Intelligent Vehicles Symposium (IV)","","2016","","","546","551","Vehicle stability enhancement based on an energy optimal control method is presented. The direct yaw moment control of a road vehicle is aimed by the intervention of individual braking forces. The optimal controller has been designed to minimize the given criteria function. This function has two essential elements: the control performance measure and the input power. The employment of yaw moment and yaw rate in the control performance measure enables the incorporation of the most important dynamics into the control law. By designing the input power based on the braking forces, the yaw moment input is automatically calculated by the controller. The effectiveness of the control approach has been shown by the application of the controller in the case of rapid lane change for two different initial velocity conditions.","","978-1-5090-1821-5978-1-5090-1822","10.1109/IVS.2016.7535440","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7535440","Direct yaw moment control;optimal control;active safety;vehicle dynamics","Vehicles;Tires;Optimal control;Vehicle dynamics;Mathematical model;Wheels;Stability analysis","braking;control system synthesis;minimisation;optimal control;position control;road vehicles;stability;velocity control","road vehicle stability enhancement;energy optimal control;direct yaw moment control;braking force;optimal controller design;criteria function minimization;velocity condition","","1","","20","","","","","IEEE","IEEE Conferences"
"Embedded system for driver behavior analysis based on GMM","J. Carmona; M. A. de Miguel; D. Martin; F. Garcia; A. de la Escalera","Intelligent System Lab, from Universidad Carlos III de Madrid, The Netherlands; Intelligent System Lab, from Universidad Carlos III de Madrid, The Netherlands; Intelligent System Lab, from Universidad Carlos III de Madrid, The Netherlands; Intelligent System Lab, from Universidad Carlos III de Madrid, The Netherlands; Intelligent System Lab, from Universidad Carlos III de Madrid, The Netherlands","2016 IEEE Intelligent Vehicles Symposium (IV)","","2016","","","61","65","The work presented describes a tool for driver behavior analysis. The proposal offers a contribution based on Gaussian Mixture Model (GMM) modeling technique. GMM is a powerful tool for the statistical modeling, which allows to identify specific patterns of behavior in comparison with available data. Data are obtained by the in-vehicle sensors using Controller Area Network bus (CAN bus), an Inertial Measurement Unit (IMU) and a GPS. These data allow to provide driver behavior analysis and aggressive behavior identification. This development has been tested in real-traffic situations with different drivers.","","978-1-5090-1821-5978-1-5090-1822","10.1109/IVS.2016.7535365","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7535365","","Intelligent vehicles","behavioural sciences computing;controller area networks;embedded systems;field buses;Gaussian processes;Global Positioning System;inertial systems;mixture models;sensors;traffic engineering computing","embedded system;real-traffic situations;aggressive behavior identification;GPS;IMU;inertial measurement unit;CAN bus;controller area network bus;in-vehicle sensors;statistical modeling;GMM modeling technique;Gaussian mixture model;driver behavior analysis","","","","15","","","","","IEEE","IEEE Conferences"
"Model-based design and control of long heavy vehicle combinations","P. Sundström; J. Andreasson","Modelon AB, Anders Carlssons Gata 7, SE-417 55 Göteborg, Sweden; Modelon KK, 1-10-3-901, Roppongi, Minato-ku, Tokyo 106-0032, Japan","2016 IEEE Intelligent Vehicles Symposium (IV)","","2016","","","790","795","Predicting and understanding the behavior of vehicle combinations is important both for the design of active and passive safety, as well as operability. This paper presents a modular structure to define articulated vehicle combinations that can handle arbitrary number of units and axles. It is illustrated how this modular approach can be used to design and control long heavy vehicle combinations.","","978-1-5090-1821-5978-1-5090-1822","10.1109/IVS.2016.7535477","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7535477","","Vehicles;Axles;Object oriented modeling;Load modeling;Mathematical model;Wheels;Force","axles;design engineering;road safety;road vehicles","model-based design;long heavy vehicle combination control;behavior prediction;active safety design;passive safety design;modular structure;articulated vehicle combinations;axles","","","","10","","","","","IEEE","IEEE Conferences"
"Appearance-based Brake-Lights recognition using deep learning and vehicle detection","J. Wang; L. Zhou; Y. Pan; S. Lee; Z. Song; B. S. Han; V. B. Saputra","Autonomous Vehicle Department, Institute for Infocomm Research, 1 Fusionopolis Way, #21-01 Connexis (South Tower), Singapore 138632; Autonomous Vehicle Department, Institute for Infocomm Research, 1 Fusionopolis Way, #21-01 Connexis (South Tower), Singapore 138632; Autonomous Vehicle Department, Institute for Infocomm Research, 1 Fusionopolis Way, #21-01 Connexis (South Tower), Singapore 138632; Autonomous Vehicle Department, Institute for Infocomm Research, 1 Fusionopolis Way, #21-01 Connexis (South Tower), Singapore 138632; Autonomous Vehicle Department, Institute for Infocomm Research, 1 Fusionopolis Way, #21-01 Connexis (South Tower), Singapore 138632; Autonomous Vehicle Department, Institute for Infocomm Research, 1 Fusionopolis Way, #21-01 Connexis (South Tower), Singapore 138632; Autonomous Vehicle Department, Institute for Infocomm Research, 1 Fusionopolis Way, #21-01 Connexis (South Tower), Singapore 138632","2016 IEEE Intelligent Vehicles Symposium (IV)","","2016","","","815","820","Vehicle following is one of the fundamental functions of an autonomous driving system. Detection and recognition of tail light signal is important to prevent an autonomous vehicle from rear-end collisions or accidents. Although sensors like acoustic sonar or commercialized Advanced Driving Assistance System (ADAS) products such as mobileye could be used for rear-end collision warning, a cost-effective approach is expected. In this paper, we have developed a novel two-stage approach to detect vehicles and recognize brake lights from a single image in real-time. Unlike previous approaches where pair taillight has to be extracted explicitly, we use vehicle rear appearance image instead. On a large database, “Brake Lights Patterns” (BLP) are learned by a multi-layer perception neural network. Given an image, the vehicles can be classified as “brake” or “normal” using the deep classifier. The vehicle can be detected quickly and robustly by combining multi-layer lidar (IBEO Lux fusion system) and a camera. Road segmentation and a novel vanishing point region of interest (ROI) determination method are explored to further speed up the detection and improve the robustness. The experimental results conducted on some real on-road videos have shown the robustness and efficiency of the proposed approach.","","978-1-5090-1821-5978-1-5090-1822","10.1109/IVS.2016.7535481","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7535481","","Vehicles;Roads;Cameras;Vehicle detection;Image segmentation;Laser radar;Sensor fusion","collision avoidance;image classification;image fusion;image segmentation;learning (artificial intelligence);mobile robots;optical radar;road accidents;road vehicles;signal detection;traffic engineering computing","appearance-based brake-light recognition;deep learning;vehicle detection;vehicle following;autonomous driving system;tail light signal detection;tail light signal recognition;autonomous vehicle;rear-end collision prevention;accident prevention;brake light recognition;vehicle rear appearance image;brake lights patterns;BLP;multilayer perception neural network;vehicle classification;deep classifier;multilayer LIDAR;IBEO Lux fusion system;camera;road segmentation;vanishing point region of interest determination method;ROI determination method;on-road videos","","10","","27","","","","","IEEE","IEEE Conferences"
"A brain signals-based interface between drivers and in-vehicle devices","Tenghuan He; Luzheng Bi; Jinling Lian; Huafei Sun","School of Mechanical Engineering, Beijing Institute of Technology, China; School of Mechanical Engineering, Beijing Institute of Technology, China; School of Mechanical Engineering, Beijing Institute of Technology, China; School of Mathematics and Statistics, Beijing Institute of Technology, China","2016 IEEE Intelligent Vehicles Symposium (IV)","","2016","","","1333","1337","In this paper, we propose a novel interface between drivers and in-vehicle devices by using steady-state visual evoked potential (SSVEP) of brain signals. The SSVEP is detected by a canonical correlation analysis (CCA) classifier and applied to turn on and turn off in-vehicle devices. The proposed interface is built and tested online in a driving simulator by requiring drivers to use the interface to interact with the in-vehicle device while performing the primary driving tasks including lane keeping and obstacle avoidance. The pilot experimental results show the feasibility of the proposed interface.","","978-1-5090-1821-5978-1-5090-1822","10.1109/IVS.2016.7535563","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7535563","Brain signals;driver-vehicle interface;human-machine interaction;SSVEP","Vehicles;Brain modeling;Electroencephalography;Performance evaluation;Correlation;Speech;Speech recognition","brain-computer interfaces;collision avoidance;correlation methods;driver information systems;visual evoked potentials","brain signals-based interface;drivers;in-vehicle devices;steady-state visual evoked potential;SSVEP;canonical correlation analysis classifier;CCA classifier;driving simulator;lane keeping;obstacle avoidance","","","","11","","","","","IEEE","IEEE Conferences"
"Vision for Intelligent Vehicles & Applications (VIVA): Face detection and head pose challenge","S. Martin; K. Yuen; M. M. Trivedi","Laboratory for Intelligent and Safe Automobiles, University of California, San Diego, La Jolla, 92092, USA; Laboratory for Intelligent and Safe Automobiles, University of California, San Diego, La Jolla, 92092, USA; Laboratory for Intelligent and Safe Automobiles, University of California, San Diego, La Jolla, 92092, USA","2016 IEEE Intelligent Vehicles Symposium (IV)","","2016","","","1010","1014","Intelligent vehicles of the future are that which, having a holistic (i.e. inside and outside the vehicle) perception and understanding of the driving environment, make it possible for passengers to go from point A to point B safely and in a timely manner. This may happen by way of providing active assistance for drivers, giving full control to automated cars or some combination of the two. No matter how, a holistic perception and understanding of inside and outside the vehicle is absolutely necessary, and vision based techniques are expected to play an increasing role in this holistic view. The question is, how well do these vision techniques work in order to be used in time and safety critical driving situations? We introduce one part of the Vision for Intelligent Vehicles and Applications (VIVA), the face challenge. VIVA is a platform designed to share naturalistic driving data with the community in order to: present issues and challenges in vision from real-world driving conditions, benchmark existing vision approaches using proper metrics and progress the development of future vision algorithms. With a special focus on challenges from looking inside at the driver's face, this articles provides information on how the data is acquired and annotated, and how methods are compared.","","978-1-5090-1821-5978-1-5090-1822","10.1109/IVS.2016.7535512","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7535512","","Face;Face detection;Vehicles;Intelligent vehicles;Nose;Benchmark testing","computer vision;driver information systems;face recognition;intelligent transportation systems;object detection;pose estimation;road safety","vision for intelligent vehicles & applications;VIVA;face detection;head pose challenge;driver assistance;holistic perception;safety critical driving situations","","6","","25","","","","","IEEE","IEEE Conferences"
"Mobile based pedestrian detection with accurate tracking","F. Garcia; J. Urdiales; J. Carmona; D. Martin; J. M. Armingol","Intelligent Systems Lab (LSI) from Universidad Carlos III de Madrid, Legan&#x00E9;s, Spain; Intelligent Systems Lab (LSI) from Universidad Carlos III de Madrid, Legan&#x00E9;s, Spain; Intelligent Systems Lab (LSI) from Universidad Carlos III de Madrid, Legan&#x00E9;s, Spain; Intelligent Systems Lab (LSI) from Universidad Carlos III de Madrid, Legan&#x00E9;s, Spain; Intelligent Systems Lab (LSI) from Universidad Carlos III de Madrid, Legan&#x00E9;s, Spain","2016 IEEE Intelligent Vehicles Symposium (IV)","","2016","","","44","48","This paper presents an innovative smartphone application which takes advantage of the availability of smartphone technologies to develop a highly accurate pedestrian detection and tracking application, based on monocular camera and embedded sensors. Monocular pedestrian detection is performed based on well-known vision approaches, later pose estimation is used to correct the location of the pedestrian, based on the information provided by the mobile device, and finally movement is estimated by means of a Kalman Filter. The information from the internal sensors corrects the distance given by the pin-hole model. Test performed proved the viability of the system as well as its accuracy.","","978-1-5090-1821-5978-1-5090-1822","10.1109/IVS.2016.7535362","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7535362","","Intelligent vehicles","cameras;feature extraction;Kalman filters;mobile computing;pedestrians;pose estimation;sensors;smart phones","mobile based pedestrian detection;smart phone technology;monocular camera;embedded sensor;pose estimation;Kalman filter;pin-hole model","","1","","15","","","","","IEEE","IEEE Conferences"
"Estimation and prediction of vehicle dynamics states based on fusion of OpenStreetMap and vehicle dynamics models","K. Jiang; A. Victorino; A. Charara","Sorbonne universit&#x00E9;s, Universit&#x00E9; de technologie de Compi&#x00E8;gne, CNRS UMR 7253, Heudiasyc, 60205, France; Sorbonne universit&#x00E9;s, Universit&#x00E9; de technologie de Compi&#x00E8;gne, CNRS UMR 7253, Heudiasyc, 60205, France; Sorbonne universit&#x00E9;s, Universit&#x00E9; de technologie de Compi&#x00E8;gne, CNRS UMR 7253, Heudiasyc, 60205, France","2016 IEEE Intelligent Vehicles Symposium (IV)","","2016","","","208","213","This paper presents a novel approach for estimation and prediction of vehicle dynamics states by incorporating digital road map and vehicle dynamics models. Precise information about vehicle dynamics states is essential for the safety and stability of vehicle. In particular, the tire-road contact forces and vehicle side slip angle are the most important parameters for evaluating the safety of vehicle. Nevertheless, these dynamics states are immeasurable with low cost sensors. Therefore, different observers, or the so-called virtual sensors are developed to estimate vehicle dynamics states. However, the existing observers are only capable in estimating vehicle dynamics states at a current instant but not to predict the potential dangers in a future instant. In order to make time for correcting drive behaviors, especially when driving at high speed, it seems very appealing for us to predict an impending dangerous event and react before the danger occurs. In this paper, the estimation of vehicle dynamics states is based on the fusion of information from inertial sensors, GPS and OpenStreetMap. The geometry of the upcoming path ahead of vehicle is provided by the digital map and is employed to predict the future dynamics states.","","978-1-5090-1821-5978-1-5090-1822","10.1109/IVS.2016.7535387","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7535387","","Roads;Vehicles;Vehicle dynamics;Mathematical model;Estimation;Sensors;Geometry","cartography;geographic information systems;mechanical engineering computing;observers;road safety;road vehicles;sensor fusion;stability;traffic engineering computing;vehicle dynamics","vehicle dynamics state estimation;vehicle dynamics state prediction;OpenStreetMap;vehicle dynamics models;digital road map;vehicle safety;vehicle stability;vehicle side slip angle;tire-road contact forces;low cost sensors;observers;virtual sensors;inertial sensors;GPS","","1","","13","","","","","IEEE","IEEE Conferences"
"The need for an environment perception block to address all ASIL levels simultaneously","R. Johansson; J. Nilsson","SP, Technical Research Institute of Sweden, Boras, Sweden; Volvo Car Corporation, G&#x00F6;teborg, Sweden","2016 IEEE Intelligent Vehicles Symposium (IV)","","2016","","","1","4","In order to perform safety assessment of vehicles for highly automated driving, it is critical that the vehicle can be proven to adapt its driving according to the sensed objects that might become a hinder. There is a complicated relation between the confidence of what hinders that might exist coming out of an environment perception block, and the tactical decisions about the driving style done by the autonomous vehicle. A good strategy that enables safety assessment according to ISO26262 implies that the environment perception block should address its safety requirements for all the ASIL attribute values simultaneously. In this paper we argue why every functional safety requirement allocated to an environment perception block should preferable be instantiated four times, each with a different ASIL value.","","978-1-5090-1821-5978-1-5090-1822","10.1109/IVS.2016.7535354","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7535354","","Vehicles;Roads;Autonomous automobiles;ISO Standards;Hazards;Accidents","ISO standards;mobile robots;road safety;road vehicles","environment perception block;ASIL levels;vehicle safety assessment;automated driving;tactical decisions;autonomous vehicle;ISO 26262;functional safety requirement","","7","","5","","","","","IEEE","IEEE Conferences"
