"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Intelligent driving assistant based on accident risk maps analysis and intelligent driving diagnosis","M. C. G. Quintero; P. A. C. Cuervo","Department of Electrical and Electronics Engineering, Universidad del Norte, Barranquilla, Colombia; Department of Electrical and Electronics Engineering, Universidad del Norte, Barranquilla, Colombia","2017 IEEE Intelligent Vehicles Symposium (IV)","","2017","","","914","919","This paper presents an intelligent driving assistant system based on artificial neural networks. Our proposal is aimed at achieving reliable driving recommendations by using accident risk maps analysis and intelligent driving diagnosis. This new approach is beneficial as it improves the way people can drive cars in potential accident risk areas. Experimental results and conclusions emphasizing the advantages of intelligent driving assistant in the improvement of the driving task are presented.","","978-1-5090-4804-5978-1-5090-4803-8978-1-5090-4805","10.1109/IVS.2017.7995832","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7995832","Driving Assistant;Driving Diagnosis;Accident Risk Maps;Neural Networks","Accidents;Roads;Rivers;Intelligent systems;Automobiles;User interfaces","accidents;intelligent transportation systems;neural nets;risk analysis","intelligent driving assistant;accident risk maps analysis;intelligent driving diagnosis;artificial neural networks;driving recommendations","","3","","14","","","","","IEEE","IEEE Conferences"
"Parallel vehicles based on the ACP theory: Safe trips via self-driving","S. Han; F. Wang; Y. Wang; D. Cao; L. Li","State Key Laboratory of Management and Control for Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China and Qingdao Academy of Intelligent Industries, Qingdao, Shandong Province, China; State Key Laboratory of Management and Control for Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China and Qingdao Academy of Intelligent Industries, Qingdao, Shandong Province, China; State Key Laboratory of Management and Control for Complex Systems, Institute of Automation Chinese Academy of Sciences, Beijing, China and Qingdao Academy of Intelligent Industries, Qingdao, Shandong Province, China; Center for Automotive Engineering, Cranfield University, Cranfield MK43 0AL, U.K.; Department of Automation, Tsinghua University, Beijing, hina 100084","2017 IEEE Intelligent Vehicles Symposium (IV)","","2017","","","20","25","With the development of intelligent technologies, self-driving vehicles are considered as a promising solution against accident, traffic congestion and pollution problems. Intelligent vehicle techniques have been the research focus all over the world. However, full self-driving vehicles are still far away from its realization and extensive application due to safety requirements and cost considerations. As a novel breakthrough, PArallel VEhicles (PAVE) incorporate the ACP theory, which facilitates real-time interaction and optimization of the actual self-driving vehicles and the artificial ones. As a result, PAVE can maintain intelligent control of the actual self-driving vehicles and achieve the global optimization via software-defined self-driving vehicles, intelligent infrastructure construction, and parallel control center. Besides, PAVE can effectively reduce the cost of high-precision equipments on the actual self-driving vehicles via remote processing and intelligent road(side) infrastructure, and also achieve improved safety and reliability via remote control, guidance and planning.","","978-1-5090-4804-5978-1-5090-4803-8978-1-5090-4805","10.1109/IVS.2017.7995693","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7995693","","Systems architecture;Safety;Computational modeling;Complex systems;Reliability;Planning;Optimization","intelligent control;intelligent transportation systems;optimisation;road safety;road vehicles;telecontrol","intelligent technologies;parallel vehicles;real-time interaction;PAVE;intelligent control;global optimization;software-defined self-driving vehicles;intelligent infrastructure construction;parallel control center;high-precision equipments;remote processing;intelligent roadside infrastructure;safety;reliability;remote control;guidance;planning","","4","","12","","","","","IEEE","IEEE Conferences"
"Platoon-based autonomous vehicle speed optimization near signalized intersections","M. Faraj; F. E. Sancar; B. Fidan","Faculty of Engineering, University of Waterloo, ON, Canada; Faculty of Engineering, University of Waterloo, ON, Canada; Faculty of Engineering, University of Waterloo, ON, Canada","2017 IEEE Intelligent Vehicles Symposium (IV)","","2017","","","1299","1304","Platooning has recently been the focus of many researchers from academia and industry due to the positive impacts it has shown on the highway traffic, such as road capacity improvement. However, the impacts of platoon formation in urban areas, especially the effects on idling time near signalized intersections has not been addressed in detail. This paper investigates the effects of autonomous vehicle platooning on average idling time around signalized intersections. Speed optimization is proposed to allow vehicles to decide in a decentralized manner whether to be part of the platoon or not such that the average idling time and number of stops are minimized. Simulation is conducted and analysis results are provided, investigating the performance of the proposed scheme in terms of average idling time and average number of stops at a signalized intersection.","","978-1-5090-4804-5978-1-5090-4803-8978-1-5090-4805","10.1109/IVS.2017.7995891","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7995891","","Optimization;Green products;Autonomous vehicles;Delays;Control systems;Vehicle dynamics;Acceleration","optimisation;road traffic;road vehicles","platoon-based autonomous vehicle speed optimization;signalized intersections;highway traffic;autonomous vehicle platooning","","2","","15","","","","","IEEE","IEEE Conferences"
"Baidu driving dataset and end-to-end reactive control model","H. Yu; S. Yang; W. Gu; S. Zhang","Baidu Intelligent Vehicle Department, Baidu Inc, Beijing; Beijing University of Posts and Telecommunications, Beijing; Baidu Intelligent Vehicle Department, Baidu Inc, Beijing; Baidu Intelligent Vehicle Department, Baidu Inc, Beijing","2017 IEEE Intelligent Vehicles Symposium (IV)","","2017","","","341","346","End-to-end autonomous driving system has obtained great progress recently. In this paper, we will introduce our open source dataset: Baidu Driving Dataset(BDD), and our end-to-end reactive control model trained on BDD. The BDD comes from Baidu street view project, which generates millions of kilometers driving data every year. Among them, we publish 10000 kilometers driving data for end-to-end autonomous driving research. The BDD consists of two parts: forward images and vehicle motion attitude. The vehicle motion attitude is derived from real time kinematic GPS location data with standard deviation of 3 centimeters. Our reactive control model consists of lateral control and longitudinal control. We employ curvature instead of steering angle for lateral control, and leverage acceleration, not throttle or brake, for longitudinal control. CNN network is employed for lateral control model, mapping a single image from forward camera directly to corresponding curvature. For longitudinal control, stacked convolutional LSTM is used to extract spatial and temporal features from a sequence of frames, and to map the features with longitudinal control commands. The demo and data are in http://roadhackers.baidu.com. To the best of our knowledge, it is the first time that both lateral and longitudinal control are implemented in an end-to-end style.","","978-1-5090-4804-5978-1-5090-4803-8978-1-5090-4805","10.1109/IVS.2017.7995742","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7995742","","Planning;Trajectory;Roads;Intelligent vehicles;Acceleration;Cameras;Feature extraction","Global Positioning System;image processing;intelligent transportation systems;public domain software;real-time systems;vehicle dynamics","Baidu driving dataset;end-to-end reactive control model;end-to-end autonomous driving system;open source dataset;BDD;forward images;vehicle motion attitude;real time kinematic GPS location data;CNN network;longitudinal control commands","","2","","17","","","","","IEEE","IEEE Conferences"
"A learning model for personalized adaptive cruise control","X. Chen; Y. Zhai; C. Lu; J. Gong; G. Wang","Intelligent Vehicle Research Center, Beijing Institute of Technology, Beijing 100081 China; Intelligent Vehicle Research Center, Beijing Institute of Technology, Beijing 100081 China; Intelligent Vehicle Research Center, Beijing Institute of Technology, Beijing 100081 China; Intelligent Vehicle Research Center, Beijing Institute of Technology, Beijing 100081 China; Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen 518055 China","2017 IEEE Intelligent Vehicles Symposium (IV)","","2017","","","379","384","This paper develops a learning model for personalized adaptive cruise control that can learn from human demonstration online and mimic a human driver's driving strategies in the dynamic traffic environment. Under the framework of the proposed model, reinforcement learning is used to capture the human-desired driving strategy, and the proportion-integration-differentiation controller is adopted to convert the learning strategy to low-level control commands. The performance of the learning model is tested in the simulation environment built in a driving simulator using PreScan. Experimental results show that the learning model can duplicate human driving strategies with acceptable errors. Moreover, compared with the traditional adaptive cruise control, the proposed model can provide better driving comfort and smoothness in the dynamic situation.","","978-1-5090-4804-5978-1-5090-4803-8978-1-5090-4805","10.1109/IVS.2017.7995748","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7995748","","Vehicles;Adaptation models;Learning (artificial intelligence);Vehicle dynamics;Acceleration;Cruise control;Data models","adaptive control;intelligent transportation systems;learning (artificial intelligence);three-term control","learning model;personalized adaptive cruise control;human demonstration;human driver;reinforcement learning;human-desired driving strategy;proportion-integration-differentiation controller;driving simulator;PreScan;intelligent driving systems","","1","","31","","","","","IEEE","IEEE Conferences"
"Navigation-orientated natural spoken language understanding for intelligent vehicle dialogue","Y. Zheng; Y. Liu; J. H. L. Hansen","Center for Robust Speech System (CRSS) - UTDrive Lab in the Electrical Engineering Department, University of Texas at Dallas, Richardson, TX 75080 USA; Center for Robust Speech System (CRSS) - UTDrive Lab in the Electrical Engineering Department, University of Texas at Dallas, Richardson, TX 75080 USA; Director of CRSS-UTDrive Lab in the Electrical Engineering Department, University of Texas at Dallas, Richardson, TX 75080 USA","2017 IEEE Intelligent Vehicles Symposium (IV)","","2017","","","559","564","Voice-based human-machine interfaces are becoming a key feature for next generation intelligent vehicles. For the navigation dialogue systems, it is desired to understand a driver's spoken language in a natural way. This study proposes a two-stage framework, which first converts the audio streams into text sentences through Automatic Speech Recognition (ASR), followed by Natural Language Processing (NLP) to retrieve the navigation-associated information. The NLP stage is based on a Deep Neural Network (DNN) framework, which contains sentence-level sentiment analysis and word/phrase-level context extraction. Experiments are conducted using the CU-Move in-vehicle speech corpus. Results indicate that the DNN architecture is effective for navigation dialog language understanding, whereas the NLP performances are affected by ASR errors. Overall, it is expected that the proposed RNN-based NLP approach, with the corresponding reduced vocabulary designed for navigation-oriented tasks, will benefit the development of advanced intelligent vehicle human-machine interfaces.","","978-1-5090-4804-5978-1-5090-4803-8978-1-5090-4805","10.1109/IVS.2017.7995777","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7995777","","Navigation;Natural language processing;Speech;Dictionaries;Speech recognition;Vehicles;Neural networks","intelligent transportation systems;interactive systems;neural net architecture;recurrent neural nets;sentiment analysis;speech recognition","navigation-orientated natural spoken language understanding;intelligent vehicle dialogue;voice-based human-machine interfaces;intelligent vehicles;navigation dialogue systems;two-stage framework;audio streams;text sentences;automatic speech recognition;ASR;natural language processing;navigation-associated information retrieval;deep neural network framework;sentence-level sentiment analysis;word-level context extraction;CU-Move in-vehicle speech corpus;DNN architecture;navigation dialog language understanding;RNN-based NLP approach;reduced vocabulary design;intelligent vehicle human-machine interfaces;phrase-level context extraction","","3","","31","","","","","IEEE","IEEE Conferences"
"A model predictive-based approach for longitudinal control in autonomous driving with lateral interruptions","K. Liu; J. Gong; A. Kurt; H. Chen; U. Ozguner","Intelligent Vehicle Research Center, Beijing Institute of Technology, Beijing, 100081 China; Intelligent Vehicle Research Center, Beijing Institute of Technology, Beijing, 100081 China; Department of Electrical and Computer Engineering, The Ohio State University, Columbus, OH, 43210 USA; Intelligent Vehicle Research Center, Beijing Institute of Technology, Beijing, 100081 China; Department of Electrical and Computer Engineering, The Ohio State University, Columbus, OH, 43210 USA","2017 IEEE Intelligent Vehicles Symposium (IV)","","2017","","","359","364","The longitudinal control of an autonomous vehicle usually suffers from lateral interruptions, such as the cutting in/out of the lead vehicle, deteriorating its performance and even endangering driving safety. To address this problem, we present a model predictive-based approach for longitudinal control in autonomous driving by taking the lateral interruptions into account. First, a virtual lead vehicle scheme is introduced to predict the future behavior of the actual lead vehicle. By following the virtual lead vehicle rather than the actual lead vehicle, the control of the host vehicle is simplified to keep a proper following gap problem. Then, a strategic car-following gap (CFG) model, generated from highway naturalistic driving data, is employed to describe the safety hazard and the probability of cut-ins by other vehicles. A model predictive controller, incorporating the strategic CFG model as well as the acceleration and jerk limitations in the objective function, is designed for the longitudinal control of the host vehicle. Solving the optimal control problem can not only smooth the oscillation and overshoots caused by the lateral interruptions but also reduce the probability of cut-ins from the adjacent lanes. The proposed approach is simulated and validated through some predefined test scenarios in CarSim software.","","978-1-5090-4804-5978-1-5090-4803-8978-1-5090-4805","10.1109/IVS.2017.7995745","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7995745","Model predictive control;Autonomous driving;Virtual lead vehicle;Strategic car-following gap model","Lead;Acceleration;Safety;Predictive models;Kalman filters;Control systems;Mathematical model","optimal control;predictive control;road safety;road vehicles","model predictive-based approach;longitudinal control;autonomous driving;lateral interruptions;driving safety;virtual lead vehicle scheme;strategic car-following gap;strategic CFG model;highway naturalistic driving data;optimal control problem;CarSim software","","2","","22","","","","","IEEE","IEEE Conferences"
"Queue length estimation at isolated intersections based on intelligent vehicle infrastructure cooperation systems","H. Xu; J. Ding; Y. Zhang; J. Hu","Department of Automation, Tsinghua National Laboratory for Information Science and Technology (TNList), Tsinghua University, Beijing 100084, China; Department of Automation, Tsinghua National Laboratory for Information Science and Technology (TNList), Tsinghua University, Beijing 100084, China; Department of Automation, Tsinghua National Laboratory for Information Science and Technology (TNList), Tsinghua University, Beijing 100084, China; Department of Automation, Tsinghua National Laboratory for Information Science and Technology (TNList), Tsinghua University, Beijing 100084, China","2017 IEEE Intelligent Vehicles Symposium (IV)","","2017","","","655","660","With the advance of intelligent vehicle infrastructure cooperation systems (i-VICS), many traffic parameters can be inferred given data from the OBU (On Board Unit of i-VICS)-equipped vehicles to calculate some information used in the modern urban traffic management. As a typical application, the estimation of investigated queue length at isolated intersections is proposed in the paper. Firstly, the queue length estimation at isolated intersections is explored to be transformed into the problem of deriving the number of queued vehicles. Two models, the improved and advanced interpolation methods, are then introduced to the condition of single cycle and multiple cycles, respectively. The microscopic simulation software VISSIM is adopted to evaluate the effect of the derived models. Its analysis shows that, under the condition of single cycle, the mean absolute error (MAE) of the improved interpolation method is less than 2 vehicles when the equipped rate of i-VICS OBU is higher than 50% and the maximum MAE with 30% equipped rate will be no more than 4 vehicles. On the other hand, under the condition of multiple cycles, the MAE of the advanced interpolation method with very low OBU-equipped rates will be less than 6 vehicles. Finally, numerical results of proposed approach have shown the relations of MAE with the volume-to-capacity ratio and the OBU-equipped rate.","","978-1-5090-4804-5978-1-5090-4803-8978-1-5090-4805","10.1109/IVS.2017.7995792","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7995792","queue length;traffic information reconstruction;equipped rate","Estimation;Roads;Interpolation;Trajectory;Intelligent vehicles;Acceleration;Real-time systems","intelligent transportation systems;interpolation;traffic engineering computing","queue length estimation;isolated intersection;intelligent vehicle infrastructure cooperation systems;i-VICS;traffic parameters;urban traffic management;interpolation methods;VISSIM microscopic simulation software;mean absolute error;MAE;volume-to-capacity ratio;OBU-equipped rate","","1","","14","","","","","IEEE","IEEE Conferences"
"Robust vehicle environment reconstruction from point clouds for irregularity detection","A. C. Sidiya; A. H. M. Rubaiyat; Y. Fallah; G. Bansal; T. Shimizu; X. Li","Dept. of CSEE, West Virginia University, Morgantown WV, 26506-6109; Dept. of CSEE, West Virginia University, Morgantown WV, 26506-6109; Dept. of ECE, University of Central Florida, Orlando, FL, 32816-2362; Toyota InfoTechnology Center, Mountain View, CA; Toyota InfoTechnology Center, Mountain View, CA; Dept. of CSEE, West Virginia University, Morgantown WV, 26506-6109","2017 IEEE Intelligent Vehicles Symposium (IV)","","2017","","","1085","1092","Understanding the surrounding environment including both still and moving objects is crucial to the design and optimization of intelligent vehicles. Knowledge about the vehicle environment could facilitate reliable detection of moving objects, especially irregular events (e.g., pedestrians crossing the road, vehicles making sudden lane changes,) for the purpose of avoiding collisions. Inspired by the analogy between point cloud and video data, we propose to formulate a problem of reconstructing the vehicle environment (e.g., terrains and buildings) from a sequence of point cloud sets. Built upon existing point cloud registration tool such as iterated closest point (ICP), we have developed an expectation-maximization (EM)-ICP technique that can automatically mosaic multiple point cloud sets into a larger one characterizing the still environment surrounding the vehicle. Moreover, we propose to address the issue of irregularity detection from the extracted moving objects. Our experimental results have shown successful reconstruction of a variety of challenging vehicle environments (including rural and urban, road and intersection, etc.) and simultaneous tracking/segmentation of multiple moving objects.","","978-1-5090-4804-5978-1-5090-4803-8978-1-5090-4805","10.1109/IVS.2017.7995858","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7995858","","Robustness;Three-dimensional displays;Image reconstruction;Intelligent vehicles;Iterative closest point algorithm;Hafnium compounds;Roads","collision avoidance;expectation-maximisation algorithm;feature extraction;image reconstruction;image registration;image segmentation;intelligent transportation systems;object detection;optimisation;road vehicles","vehicle environment reconstruction;point clouds;irregularity detection;intelligent vehicle optimization;moving object detection;collision avoidance;video data;point cloud registration tool;expectation-maximization-ICP;iterative closest point;object tracking;object segmentation","","","","30","","","","","IEEE","IEEE Conferences"
"Component size and gear ratio optimization in PHEV powertrain","C. Kang; H. Lee; J. Kim; Y. Park; S. Cha","Department of Mechanical Engineering, Seoul National University, Seoul, KS 013 Korea; Department of Mechanical Engineering, Seoul National University, Seoul, KS 013 Korea; Department of Automotive Engineering, Seoul National University of Science and Technology, Seoul, KS 013 Korea; Department of Automotive Engineering, Seoul National University of Science and Technology, Seoul, KS 013 Korea; Department of Mechanical Engineering, Seoul National University, Seoul, KS 013 Korea","2017 IEEE Intelligent Vehicles Symposium (IV)","","2017","","","1614","1618","A PHEV powertrain using gears instead of transmission is discussed in this paper. Because a transmission or planetary gear ratio is usually given, there is no need to consider gear ratio in component sizing process. In this case, however, gear ratios are not given. These ratios are a critical factor for fuel economy. So component sizing optimization is conducted including gear ratios. An energy management strategy is suggested based on optimization result and evaluated by forward vehicle simulation.","","978-1-5090-4804-5978-1-5090-4803-8978-1-5090-4805","10.1109/IVS.2017.7995940","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7995940","","Gears;Mechanical power transmission;Fuel economy;Engines;Optimization;Atmospheric modeling;Dynamic programming","electric motors;energy conservation;fuel economy;gears;hybrid electric vehicles;optimisation;power transmission (mechanical)","PHEV powertrain;planetary gear ratio;fuel economy;component sizing optimization;gear ratio optimization;energy management;forward vehicle simulation;plug-in hybrid electric vehicle;energy management strategy","","","","7","","","","","IEEE","IEEE Conferences"
