"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Wireless network deployment and optimization for IEEE 802.11p/WAVE network","J. y. Choi; Y. A. Kim; M. Baek; G. Seo; K. Ko; C. Mun","Convergence-Information Technology Research Center for Next-Generation Intelligent Transport System (C-ITRC for NGITS), the Department of IT Convergence, Korea National University of Transportation, 50 Daehak-ro, Chungju-si, Chungbuk, 380-702 Korea; Convergence-Information Technology Research Center for Next-Generation Intelligent Transport System (C-ITRC for NGITS), the Department of IT Convergence, Korea National University of Transportation, 50 Daehak-ro, Chungju-si, Chungbuk, 380-702 Korea; Convergence-Information Technology Research Center for Next-Generation Intelligent Transport System (C-ITRC for NGITS), the Department of IT Convergence, Korea National University of Transportation, 50 Daehak-ro, Chungju-si, Chungbuk, 380-702 Korea; Convergence-Information Technology Research Center for Next-Generation Intelligent Transport System (C-ITRC for NGITS), the Department of IT Convergence, Korea National University of Transportation, 50 Daehak-ro, Chungju-si, Chungbuk, 380-702 Korea; Convergence-Information Technology Research Center for Next-Generation Intelligent Transport System (C-ITRC for NGITS), the Department of IT Convergence, Korea National University of Transportation, 50 Daehak-ro, Chungju-si, Chungbuk, 380-702 Korea; Convergence-Information Technology Research Center for Next-Generation Intelligent Transport System (C-ITRC for NGITS), the Department of IT Convergence, Korea National University of Transportation, 50 Daehak-ro, Chungju-si, Chungbuk, 380-702 Korea","17th International IEEE Conference on Intelligent Transportation Systems (ITSC)","","2014","","","1826","1830","The Convergence-Information Technology Research Center for Next-Generation Intelligent Transport System (C-ITRC for NGITS) deployed the IEEE 802.11p/Wireless Access in Vehicular Environments (WAVE) test-bed located in the Chungju campus of Korea National University of Transportation (KNUT). We developed the WAVE Geometric Measurement Studio (WGMS), which can be used as a tool for the cell planning and optimization of IEEE 802.11p/WAVE wireless networks. Furthermore, we proposed the prediction model by using ray-tracing tool for cell planning and coverage optimization. By comparing the results of measurement campaign with simulation results, it is confirmed that both the proposed prediction model and the developed WGMS can be used as a general solution tool to reduce the cost and the time consumption required for the cell planning and optimization of IEEE 802.11p/WAVE wireless networks.","2153-0009;2153-0017","978-1-4799-6078","10.1109/ITSC.2014.6957958","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6957958","","Predictive models;Ray tracing;Planning;Wireless networks;Optimization;Global Positioning System","cellular radio;next generation networks;radio networks;ray tracing;telecommunication network planning;wireless LAN","wireless network deployment;IEEE 802.11p/WAVE network;convergence-information technology research center;next-generation intelligent transport system;C-ITRC;NGITS;wireless access in vehicular environments;Chungju campus;Korea National University of Transportation;WAVE geometric measurement studio;cell planning;IEEE 802.11p/WAVE wireless networks;prediction model;ray-tracing tool","","","","9","","","","","IEEE","IEEE Conferences"
"Shiftable intelligent transportation systems for mega-event in rural and suburban areas","J. Kim; J. Kim; H. Bae","Korea National University of Transportation, Uiwang, Gyeonggi-do 437-763 Republic of Korea; Korea National University of Transportation, Uiwang, Gyeonggi-do, 437-763, Republic of Korea; Korea National University of Transportation, Uiwang, Gyeonggi-do, 437-763, Republic of Korea","17th International IEEE Conference on Intelligent Transportation Systems (ITSC)","","2014","","","1908","1909","This paper presents the service concept and the system architecture of the shiftable intelligent transportation systems (ITS) prepared for temporal operation of ITS in a rural or a suburban area during a short-time mega-event period. It provides with on-demand service deployable in an area only during the period and shiftable to another place, if needed, when it ends. The service is easy to implement wherever 3G or long term evolution (LTE) wireless communication is available. The cost effectiveness of the shiftable ITS service highlights 96% reduction of the total cost when compared to the one of the conventional ITS.","2153-0009;2153-0017","978-1-4799-6078","10.1109/ITSC.2014.6957980","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6957980","","Antenna measurements;Wireless communication;Educational institutions;Electronic mail;Vehicles","intelligent transportation systems;software architecture","service concept;system architecture;shiftable intelligent transportation systems;ITS temporal operation;rural area;suburban area;short-time mega-event period;on-demand service;shiftable ITS service;total cost reduction","","","","4","","","","","IEEE","IEEE Conferences"
"Real-time taxi detection for embedded system","Bin Hu; Gang Xiong; Fenghua Zhu; Weisi Zhou; Zizhang Chen; Qiuchang Tian","Qingdao Academy of Intelligent Industries, China; Beijing Engineering Research Center of Intelligent Systems and Technology, Institute of Automation, Chinese Academy of Sciences, 100190, China; Beijing Engineering Research Center of Intelligent Systems and Technology, Institute of Automation, Chinese Academy of Sciences, 100190, China; Cloud Computing Center, Chinese Academy of Sciences, Songshan Lake, Dongguan, 523808, China; Cloud Computing Center, Chinese Academy of Sciences, Songshan Lake, Dongguan, 523808, China; Cloud Computing Center, Chinese Academy of Sciences, Songshan Lake, Dongguan, 523808, China","17th International IEEE Conference on Intelligent Transportation Systems (ITSC)","","2014","","","3112","3115","This paper presents a real-time taxi detection algorithm for embedded system. The detection is achieved by setting detection areas, license plate detection, vehicle roof detection, vehicle roof feature extraction and vehicle roof classification. In other words, a frame is extracted from the video and transformed into a rectangle image. After that, the system locates the license plate and followed by the vehicle roof. Then the features of the vehicle roof and the vehicle color are extracted. Finally, the features are input into a regression function, which is obtained from previous training data, to determine whether the vehicle is a taxi. These features are easy to extract so that the whole process is simple and robust. Due to the small cost of time, this method is suitable for embedded system.","2153-0009;2153-0017","978-1-4799-6078","10.1109/ITSC.2014.6958190","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6958190","","Conferences;Intelligent transportation systems","automobiles;automotive components;embedded systems;feature extraction;image classification;image colour analysis;intelligent transportation systems;regression analysis;video surveillance","embedded system;real-time taxi detection algorithm;license plate detection;vehicle roof detection;vehicle roof feature extraction;vehicle roof classification;frame extraction;rectangle image;vehicle color feature extraction;regression function","","","","6","","","","","IEEE","IEEE Conferences"
"Experimental design of integrated platform for demonstration of cooperative vehicle infrastructure systems in China","Fei Tian; Chaozhong Wu; Duanfeng Chu; Chuan Sun; Tuqiang Zhou","Intelligent Transportation Systems Research Center, Wuhan University of Technology, China, 430063; Intelligent Transportation Systems Research Center, Wuhan University of Technology, China, 430063; Intelligent Transportation Systems Research Center, Wuhan University of Technology, China, 430063; Intelligent Transportation Systems Research Center, Wuhan University of Technology, China, 430063; Intelligent Transportation Systems Research Center, Wuhan University of Technology, China, 430063","17th International IEEE Conference on Intelligent Transportation Systems (ITSC)","","2014","","","105","108","In order to improve road traffic safety and tackle traffic congestion problems, an integrated platform is designed for cooperative vehicle infrastructure systems (CVIS) with consideration of real traffic conditions of China and typical traffic scenes of intersections and segments. It designs schemes for integrated demonstration platform of cooperative vehicle infrastructure systems in China. Moreover, the integrated demonstration tests of 10 vehicles show that cooperative vehicle infrastructure technology can solve some traffic problems, and provides new solution for the current traffic congestion and crashes. A practical testbed has been laid for the subsequent studies on cooperative vehicle infrastructure systems in China. It has important guiding significance for the relevant study in the future.","2153-0009;2153-0017","978-1-4799-6078","10.1109/ITSC.2014.6957674","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6957674","Cooperative Vehicle Infrastructure Systems;traffic safety;traffic congestion","Vehicles;Roads;Safety;Vehicle dynamics;Collision avoidance","road pricing (tolls);road safety;road vehicles;traffic information systems","cooperative vehicle infrastructure systems;China;road traffic safety;traffic congestion problems;CVIS;integrated demonstration platform;vehicle infrastructure technology","","1","","9","","","","","IEEE","IEEE Conferences"
"A method of road traffic state acquisition based on wireless sensor networks","H. Dong; Kai Liu; L. Jia; H. Li; Y. Qin; Wei Ma; Pan Li; Xuesong Zhou","State Key Lab of Rail Traffic Control &amp; Safety, Beijing Jiaotong University, Beijing Engineering Research Center of Urban Traffic Information Intelligent Sensing and Service Technologies, 100044, China; State Key Lab of Rail Traffic Control &amp; Safety, Beijing Jiaotong University, Beijing Engineering Research Center of Urban Traffic Information Intelligent Sensing and Service Technologies, 100044, China; State Key Lab of Rail Traffic Control &amp; Safety, Beijing Jiaotong University, Beijing Engineering Research Center of Urban Traffic Information Intelligent Sensing and Service Technologies, 100044, China; School of Metropolis Transportation, Beijing University of Technology, 100124, China; State Key Lab of Rail Traffic Control &amp; Safety, Beijing Jiaotong University, Beijing Engineering Research Center of Urban Traffic Information Intelligent Sensing and Service Technologies, 100044, China; Beijing Traffic Management Bureau, 100037, China; State Key Lab of Rail Traffic Control &amp; Safety, Beijing Jiaotong University, Beijing Engineering Research Center of Urban Traffic Information Intelligent Sensing and Service Technologies, 100044, China; School of Sustainable Engineering and the Built Environment, Ira A. Fulton Schools of Engineering, Arizona State University, America","17th International IEEE Conference on Intelligent Transportation Systems (ITSC)","","2014","","","2239","2240","This paper designs a wireless sensor network for road traffic information acquisition. Geomagnetic sensors of traffic state acquisition are also designed. The geomagnetic sensor can be adaptive to the surrounding changes about magnetic field and magnetic interference. Besides, it can possess traffic flow, speed and occupancy detection simultaneously and synchronously. For the research and development of wireless sensor, we will focus on the vehicle recognition and reducing energy consumption.","2153-0009;2153-0017","978-1-4799-6078","10.1109/ITSC.2014.6958035","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6958035","","Magnetic sensors;Vehicles;Roads;Wireless sensor networks;Educational institutions;Magnetic tunneling","intelligent transportation systems;road traffic control;wireless sensor networks","road traffic state acquisition method;wireless sensor networks;road traffic control system;intelligent transportation system;reconfigurable sensor networks;application service requirements;WSNRTSA;traffic information;geomagnetic sensors;continuous traffic state information;regional multiangle;regional multilevel;traffic management improvement","","","","6","","","","","IEEE","IEEE Conferences"
"Discriminance of activation time for bus dispatching under the environment of Intelligent Vehicle-Infrastructure Cooperation","Jian Zhang; Xiangfeng Ji; Tingting Yin; Mengtian Li; Bin Ran","Jiangsu Key Laboratory of Urban ITS, Southeast University, No. 2 Sipailou, Xuanwu District, Nanjing, China, 210096; School of Transportation, Southeast University, No. 2 Sipailou, Xuanwu district, Nanjing, China, 210096; School of Transportation, Southeast University, No. 2 Sipailou, Xuanwu district, Nanjing, China, 210096; School of Transportation, Southeast University, No. 2 Sipailou, Xuanwu district, Nanjing, China, 210096; School of Transportation, Southeast University, No. 2 Sipailou, Xuanwu district, Nanjing, China, 210096","17th International IEEE Conference on Intelligent Transportation Systems (ITSC)","","2014","","","2257","2258","Discriminance of activation time for bus dispatching is a basis for the efficient bus operation. In this paper, bus arrival time prediction model is developed based on the calculation of travel time, dwelling time at the station, and intersection delay. Real-life operational data are used to verify the reliability of the proposed model. Besides, a novel mechanism called lateness recovery is proposed as an on-line dispatching mechanism to render the late buses back to the normal operation. Underlying the proposed lateness recovery is the time deviation coefficient and critical time deviation coefficient. The mechanism lateness recovery is demonstrated with the real-life bus operation data. The communicate content and architecture for bus dispatching timing are designed under the environment of Intelligent Vehicle-Infrastructure Cooperation (IVIC).","2153-0009;2153-0017","978-1-4799-6078","10.1109/ITSC.2014.6958044","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6958044","Discriminance;Bus dispatching;IVIC","Dispatching;Predictive models;Adaptation models;Data models;Vehicles;Educational institutions;Computer architecture","intelligent transportation systems;scheduling","activation time discriminance;intelligent vehicle-infrastructure cooperation;bus arrival time prediction model;travel time;station dwelling time;intersection delay;lateness recovery;on-line dispatching mechanism;critical time deviation coefficient;bus dispatching timing;IVIC","","","","6","","","","","IEEE","IEEE Conferences"
"Research on abandoned and removed objects detection based on embedded system","Bin Hu; Yiyue Li; Zizhang Chen; Gang Xiong; Fenghua Zhu","Cloud Computing Center, Chinese Academy of Sciences Songshan Lake, Dongguan, 523808, China; Qingdao Academy of Intelligent Industries, Institute of Automation, Chinese Academy of Sciences, China; Qingdao Academy of Intelligent Industries, Institute of Automation, Chinese Academy of Sciences, China; Qingdao Academy of Intelligent Industries, Institute of Automation, Chinese Academy of Sciences, China; Qingdao Academy of Intelligent Industries, Institute of Automation, Chinese Academy of Sciences, China","17th International IEEE Conference on Intelligent Transportation Systems (ITSC)","","2014","","","2968","2971","This paper presents a real-time detection algorithm which detects abandoned objects in embedded Intelligent Video Surveillance (IVS) System. This algorithm uses two different Gaussian mixture models (GMM) with different learning rates to extract the foreground in order to detect the abandoned objects and output alarms. Experimental results show the algorithm is robust and well-performed in different circumstances.","2153-0009;2153-0017","978-1-4799-6078","10.1109/ITSC.2014.6958166","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6958166","","Conferences;Intelligent transportation systems","embedded systems;Gaussian processes;mixture models;object detection;video surveillance","objects detection;embedded system;real-time detection algorithm;abandoned object;embedded intelligent video surveillance system;IVS system;Gaussian mixture models;GMM;learning rate","","2","","6","","","","","IEEE","IEEE Conferences"
"A novel 2D-3D hybrid approach to vehicle trajectory and speed estimation","P. Chanawangsa; J. Wan; C. Wu; C. W. Chen","Computer Science and Engineering Department, State University of New York at Buffalo, 14260, USA; Industrial and System Engineering Department, State University of New York at Buffalo, 14260, USA; Industrial and System Engineering Department, State University of New York at Buffalo, 14260, USA; Computer Science and Engineering Department, State University of New York at Buffalo, 14260, USA","17th International IEEE Conference on Intelligent Transportation Systems (ITSC)","","2014","","","1906","1907","We present in this paper a novel surveillance system using calibrated stereo camera pair. The system adopts a 2D-3D hybrid approach where vehicle detection and tracking are first performed in the 2D space. Then, both appearance and depth cues are incorporated into the tracking module based on a hybrid 2D-3D approach. After change detection is carried out in the original image domain, moving vehicles can be detected and tracked over time. Vehicle positions and speeds can be estimated very accurately by first retrieving the 3D coordinates of pixels associated with the tracked vehicles resulting in a 3D vehicle point cloud and fitting a cuboid to it. The proposed stereo vehicle surveillance system is capable of extracting several important driving parameters, including vehicle trajectories, speeds, and orientations. Experimental results have confirmed the efficiency and robustness of the system and its applicability to road safety applications, including speeding and drunk driving detection.","2153-0009;2153-0017","978-1-4799-6078","10.1109/ITSC.2014.6957979","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6957979","Vehicle detection and tracking;surveillance system;vehicle speed estimation;stereo vision;intelligent transportation system","Vehicles;Three-dimensional displays;Cameras;Estimation;Trajectory;Surveillance;Vehicle detection","image motion analysis;intelligent transportation systems;object detection;object tracking;road safety;stereo image processing;surveillance","2D-3D hybrid approach;vehicle trajectory;calibrated stereo camera pair;moving vehicle detection;moving vehicle tracking;2D space;vehicle position estimation;vehicle speed estimation;3D pixel coordinates;3D vehicle point cloud;stereo vehicle surveillance system;driving parameters;road safety applications;vehicle speeding;drunk driving detection","","","","3","","","","","IEEE","IEEE Conferences"
"Optimization of the development process of intelligent transportation systems using automotive SPICE and ISO 26262","A. Meroth; F. Tränkle; B. Richter; M. Wagner; M. Neher; J. Lüling","Automotive Systems Engineering at Heilbronn University, 74081, Germany; Automotive Systems Engineering at Heilbronn University, 74081, Germany; Electronic Systems engineering at Heilbronn University, Germany; Heilbronn University, Germany; Gigatronik Stuttgart GmbH, 70374, Germany; Gigatronik Stuttgart GmbH, 70374, Germany","17th International IEEE Conference on Intelligent Transportation Systems (ITSC)","","2014","","","1481","1486","Intelligent transportation systems (ITS) require the extension of the systems engineering approach to a higher abstraction level. Up to now, vehicles could be considered as closed systems while in future they have to be seen as components of an open system with ad hoc interfaces. Since ITS have reached the series development and production of single vehicles, standards of process quality and functional safety apply for this higher level as well. The paper discusses the impact of those standards to the design of ITS and the role of model-based software as a means for process quality and functional safety assurance. It emphasizes on the mutual synergies between process capability standards, functional safety, model-based development and design for variability.","2153-0009;2153-0017","978-1-4799-6078","10.1109/ITSC.2014.6957641","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6957641","","Conferences;Intelligent transportation systems","intelligent transportation systems;ISO standards;open systems;software quality;systems engineering","intelligent transportation system development process optimization;automotive SPICE;ISO 26262;systems engineering approach;open system;ad hoc interfaces;ITS;functional safety;ITS design;model-based software;functional safety assurance;process capability standards;model-based development","","1","","24","","","","","IEEE","IEEE Conferences"
"Parallel management for traffic signal control","Y. -. Zhao; Q. -. Kong; H. Gao; F. -. Zhu; F. -. Wang","Qingdao Academy of Intelligent Industries, Shandong, 266109, China; Qingdao Academy of Intelligent Industries, Shandong, 266109, China; Qingdao Academy of Intelligent Industries, Shandong, 266109, China; Qingdao Academy of Intelligent Industries, Shandong, 266109, China; Qingdao Academy of Intelligent Industries, Shandong, 266109, China","17th International IEEE Conference on Intelligent Transportation Systems (ITSC)","","2014","","","2888","2893","With the rapid growth of the number of urban vehicles, it will be not advisable to alleviate traffic congestion by changing the traffic facilities only. And the traditional control strategies for single intersection or regional multiple intersections have been confirmed to have some effect in the past few decades, but still need to be improved. Based on ACP (Artificial societies, Computational experiments, Parallel execution) idea, we firstly proposed the concept of “event agent” in this paper, which refers to the ratings that traffic states give corresponding timing plans. Based on event agent, we used computational methods to establish a Parallel transportation Management Systems (PtMS), which was a self-completing system. In the system plenty of artificial events were generated, and some of them can not only simulate the actual traffic events, but also be substitutes for the actual events. Then through the parallel execution between actual and artificial events, the system recommends the most suitable timing plans to the current traffic state. Different from traditional control strategies, event agent based PtMS takes results as an orientation according to the idea of data-driven, which is more adaptive to the characteristics of transportation systems. For ensuring the validity and accuracy of experiments, our related data are all based on the famous traffic micro-simulation software Paramics. Furthermore, we compared our method with the classic Webster method, and experiments achieved good results.","2153-0009;2153-0017","978-1-4799-6078","10.1109/ITSC.2014.6958153","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6958153","ACP;data-driven;event agents;Intelligent Transportation Systems;parallel transportation management system","Vehicles;Roads;Delays;Biological system modeling;Computational modeling","intelligent transportation systems;road traffic control","parallel management;traffic signal control;urban vehicles;traffic congestion;ACP;artificial societies;computational experiments;parallel execution;parallel transportation management systems;PtMS","","1","","19","","","","","IEEE","IEEE Conferences"
