"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"A driver's physiological monitoring system based on photodiode sensor with reflective optics element","C. Shih; S. Cheng","Applied Sensor Technology Group Automotive Research & Testing Center Changhua, Taiwan; Applied Sensor Technology Group Automotive Research & Testing Center Changhua, Taiwan","2016 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2016","","","1","4","Developing a system to monitor the biological status of a driver is method to increase smart function of car. When the biological condition of driver is unstable, it can sound warning or provide the control strategy not only to reduce the possible damage to the road traffic safety caused by the driver's disablement but also the quantity of the traffic accident. In order to monitor the biological status of the driver in real-time, a continuous and non-invasive sensing system is needed. The method to enhance physiological signals by the designed optical device is the emphasis in this research. A photodiode at the front end presents the less design in optics. For the most part, the light source and the photodiode will directly lighting and receiving on the object without the components to boost the optical signal. Therefore, we develop the optical components that can boost optical signal and light-collecting efficiency, where the component aperture ≤ 5mm and the light-collecting efficiency ≥ 50%. A prototype static error of SpO<sub>2</sub>: 1% and the heart rate: 1% can monitor and pre-alert the biological status in real-time. If the driver feels the acute discomfort, it can be notified in advance, so as to promote the safety of the road user.","","978-1-5090-2933-4978-1-5090-2932-7978-1-5090-2934","10.1109/ICVES.2016.7548173","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7548173","Optical Design;Biological;Non-invasive","Biomedical optical imaging;Optical reflection;Photodiodes;Vehicles;Heart rate;Optical filters","automobiles;driver information systems;medical signal processing;optical elements;optical information processing;patient monitoring;photodiodes;physiological models;real-time systems;road accidents;road safety;road traffic","driver physiological monitoring system;photodiode sensor;reflective optics element;driver biological status monitoring;car smart function;driver biological condition;road traffic safety;driver disablement;traffic accident;real-time;continuous sensing system;noninvasive sensing system;physiological signals;optical device;light source;optical signal;optical components;light-collecting efficiency","","","","6","","","","","IEEE","IEEE Conferences"
"Improving throughput of multichannel MAC protocol for VANETs","S. Cao; V. C. S. Lee","Department of Computer Science City University of Hong Kong, Kowloon, Hong Kong; Department of Computer Science City University of Hong Kong, Kowloon, Hong Kong","2016 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2016","","","1","6","Recently, Vehicular Ad hoc Network (VANET) has been drawing dramatic attention from researchers and industrial bodies. Wireless Access in Vehicular Environments (WAVE) which is designed for VANET suggests to apply multiple channels, i.e., service channels (SCHs) and control channel (CCH), to provide entertainment services and safety services. In order to improve the utilization of wireless channel resource, several Medium Access Control (MAC) protocols are proposed by researchers. In some of those proposed protocols, mathematical analysis is employed to derive the optimal ratio between SCH interval (SCHI) and CCH interval (CCHI) to improve throughput of service packet. In this paper, we present a revised analytical model with limited retry limit to investigate the performance of multichannel MAC protocol. Subsequently, we observe the relationship between System's Successful Transmission Interval (SSTI) and initial contention window, leading to a proposed method to improve the performance of throughput and packet delay.","","978-1-5090-2933-4978-1-5090-2932-7978-1-5090-2934","10.1109/ICVES.2016.7548163","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7548163","","Delays;Throughput;Safety;Analytical models;Media Access Protocol;Vehicular ad hoc networks;Vehicles","access protocols;channel allocation;intelligent transportation systems;mathematical analysis;vehicular ad hoc networks;wireless channels","medium access control protocols;multichannel MAC protocol;vehicular ad hoc network;VANET;wireless access in vehicular environments;WAVE;service channels;SCH;control channel;CCH;entertainment services;safety services;wireless channel resource utilization;systems successful transmission interval;SSTI","","2","","10","","","","","IEEE","IEEE Conferences"
"Analysis and review of state-of-the-art automatic parking assist system","Y. Song; C. Liao","Key Laboratory of Power Electronics and Electric Drives Institute of Electrical Engineering, Chinese Academy of Sciences Beijing, China; Key Laboratory of Power Electronics and Electric Drives Institute of Electrical Engineering Beijing, China","2016 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2016","","","1","6","The emerging advanced technology, automatic parking assist, makes it possible to free drivers' hands from bored parking maneuvers and offers the possibility of reducing driver stress. Toyota Prius hybrid vehicle unveiled in 2003 is the first automobile equipped with automatic parking assist system(APAS), the research and development in APAS has become a growing trend spread from automobile enterprises to vehicle research centers of institutions and universities over ten years. APAS consists of four parts - environment recognition module, path planning generation module, path tracking controller subsystem and improved actuators like active steering/breaking subsystem. This paper mainly dealt with the new progress of APAS, on the basis of brief introduction of system with nonholonomic constraints. Firstly, the basic structures and operating principles of APAS were elaborated, and meanwhile, two methodologies applied for analyzing APAS from the vehicle engineers and robot scientists were taken into consideration respectively. Then, the products and hot topics of APAS were categorized and demonstrated, in terms of environment recognition (including vehicular position perception and obstacles detection using ultrasonic radars and vision-based sensors), path planning generation algorithms involved with continuous-curvature path using clothoid curves, different trajectory tracing control strategies based on fuzzy logic controller and fractional order controller, so as to present a detailed state-of-the-art research situation. Last but not the least, based on the current research situation, some urgent problems and development trends were discussed.","","978-1-5090-2933-4978-1-5090-2932-7978-1-5090-2934","10.1109/ICVES.2016.7548171","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7548171","automatic parking assist system;path planning;enviroment recognition;path tracking conroller","Automobiles;Robots;Sensors;Acoustics;Trajectory","automotive engineering;curve fitting;driver information systems;fuzzy control;mobile robots;path planning;road traffic control;steering systems;trajectory control","state-of-the-art automatic parking assist system;drivers hands;bored parking maneuvers;driver stress reduction;Toyota Prius;hybrid vehicle;APAS;automobile enterprises;vehicle research centers;environment recognition module;path planning generation module;path tracking controller subsystem;active steering/breaking subsystem;vehicle engineers;robot scientists;vehicular position perception;obstacles detection;ultrasonic radars;vision-based sensors;continuous-curvature path;clothoid curves;trajectory tracing control;fuzzy logic controller;fractional order controller","","6","","47","","","","","IEEE","IEEE Conferences"
"Predictive energy efficiency optimization of an electric vehicle using traffic light sequence information*","T. Guan; C. W. Frey","Department of Measurement, Control and Diagnosis, Germany; Department of Measurement, Control and Diagnosis, Germany","2016 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2016","","","1","6","Major obstacles for electric vehicles are the relatively short range and insufficient infrastructure to sustain long travels among other challenges. While batteries and other technologies, that enable future vehicles to overcome the difficulties, are in development, it is already possible to decrease the energy consumption by applying an energy efficient driving behavior. Furthermore, the rise of V2X technologies have opened up new possibilities for safety and energy efficiency applications. This publication proposes a model predictive approach that makes use of a power-train model and a sequence of traffic lights over a finite optimization horizon. The optimization problem is solved in a unified manner, i.e. power-train properties and traffic light phases are not considered separately but evaluated in a single cost function. A stagewise forward-backward Dynamic Programming approach is used for optimization. In order to decrease the search space, the optimization works with alternating state components. We will also introduce the REM 2030 electric vehicle that our project partners have developed in the project REM 2030.","","978-1-5090-2933-4978-1-5090-2932-7978-1-5090-2934","10.1109/ICVES.2016.7548168","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7548168","Dynamic Programming;search space reduction;electric vehicle;energy efficiency driving;model predictive optimization;traffic lights;traffic signals","Optimization;Gears;Electric vehicles;Energy consumption;Dynamic programming;Engines","dynamic programming;electric vehicles;energy conservation;energy consumption;power transmission (mechanical);road safety;road traffic;search problems","predictive energy efficiency optimization;traffic light sequence information;electric vehicles;energy consumption;energy efficient driving behavior;V2X technologies;safety;energy efficiency applications;model predictive approach;power-train model;finite optimization horizon;optimization problem;power-train properties;forward-backward dynamic programming;search space;REM 2030 electric vehicle","","","","21","","","","","IEEE","IEEE Conferences"
"Study of cognitive distraction detection based on GMA analysis","W. Wang; X. Zhang; Y. Wen; F. Wang","Institute of Artificial Intelligence and Robotics, Xian Jiaotong University; Institute of Artificial Intelligence and Robotics, Xian Jiaotong University; School of Electronic and Information Engineering, Xian Jiaotong University; Institute of Artificial Intelligence and Robotics, Xian Jiaotong University","2016 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2016","","","1","6","Driver cognitive distraction (e.g., voice-based IVISs) has become an important and growing safety concern. Cognitive distraction detection presents an important function for driver distraction mitigation systems. We present a new approach to analyze the difference of correlation between eye movement and steering angle to detect the state of cognitive distraction. Meanwhile, we design a secondary task to simulate cognitive distraction in simulated driving. In the end, experimental analysis shows that the variances and mean value of GMA analysis results between eye movement and steering angel vary between different drivers, but the trend of the difference between cognitive distraction driving and normal driving is consistent. Their difference is enough to detect cognitive distraction.","","978-1-5090-2933-4978-1-5090-2932-7978-1-5090-2934","10.1109/ICVES.2016.7548175","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7548175","cognitive distraction;eye movement;GMA;secondary task","Automobiles;Wheels;Visualization;Roads;Time series analysis;Random variables","cognition;driver information systems;gaze tracking;road safety;steering systems","cognitive distraction detection;GMA analysis;driver cognitive distraction;safety concern;driver distraction mitigation systems;eye movement;steering angle;simulated driving","","","","28","","","","","IEEE","IEEE Conferences"
"Implementation of the CAN-FD protocol in the fuzzing tool beSTORM","R. Nishimura; R. Kurachi; K. Ito; T. Miyasaka; M. Yamamoto; M. Mishima","Graduate School of Engineering, Gifu University, Japan; Graduate School of Information Science, Naogya University, Japan; Aiuto, Ltd., Japan; Aiuto, Ltd., Japan; Graduate School of Information Science, Naogya University, Japan; Graduate School of Engineering, Gifu University, Japan","2016 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2016","","","1","6","With the growth of ECUs that are mounted in automobiles, the transmission capacity of Controller Area Network (CAN), which is currently used by most on-vehicle networks, is becoming insufficient, and therefore CAN With Flexible Data Rate (CAN-FD), presented by Bosch GmbH, is viewed as a nextgeneration standard. Recently, the number of attacks on ECUs connected to CAN has been increasing, and from the viewpoint of CAN security there has been much discussion of safety. However, with regard to CAN-FD, which is an expansion of CAN, although a discussion of safety is needed, that has hardly happened. This paper reports on an implementation that uses the generic fuzzing tool beSTORM to investigate the vulnerability of the CAN-FD protocol. We also aim at practical application by measuring the transmission time for beSTORM test data and by estimating the time required for CAN-FD fuzzing tests.","","978-1-5090-2933-4978-1-5090-2932-7978-1-5090-2934","10.1109/ICVES.2016.7548161","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7548161","","Protocols;Payloads;Standards;Control systems;Automobiles;XML;Security","automotive electronics;controller area networks;field buses;traffic engineering computing","CAN-FD protocol;beSTORM fuzzing tool;electronic control unit;controller area network;CAN with flexible data rate;generic fuzzing tool","","2","","16","","","","","IEEE","IEEE Conferences"
"Robust vision-based driver state classification in the dazzling avoidance system","X. Liu; J. Zhao; A. Graeser","Institute of Automation University of Bremen Bremen, 28359, Germany; Institute of Automation University of Bremen Bremen, 28359, Germany; Institute of Automation University of Bremen Bremen, 28359, Germany","2016 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2016","","","1","6","This paper presents a robust approach to classify the driver state in a novel advanced driver assistance system named ShadeVision, which aims to improve the driving safety and comfort by avoiding the dazzling effect. Different from the existing algorithms for driver state classification, our proposed method is capable of identifying the ""dazzled state"" of the driver, which can function as a supplement for the regular dazzling detection algorithm, particularly at dawn and dusk. To this end, the driver's head is captured by a high-speed camera mounted in the vehicle. After segmenting the eye region, we design a new feature vector of the eye to classify the eye state in a single frame. Afterwards, the driver states are classified based on the eye states in successive frames. Finally, on-road tests are carried out to verify the effectiveness of the proposed algorithm.","","978-1-5090-2933-4978-1-5090-2932-7978-1-5090-2934","10.1109/ICVES.2016.7548167","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7548167","Driver state classification;dazzling avoidance system;dazzled state","Vehicles;Training;Classification algorithms;Robustness;Light sources;Face;Advanced driver assistance systems","cameras;computer vision;driver information systems;image classification;image segmentation;object detection;road traffic","robust vision-based driver state classification;dazzling avoidance system;driver state classification;advanced driver assistance system;ShadeVision system;driving safety;driving comfort;driver dazzled state identification;regular dazzling detection algorithm;eye region segmentation;high-speed camera","","","","30","","","","","IEEE","IEEE Conferences"
"A monovision-based 3D pose estimation system for vehicle behavior prediction","W. Wang; F. Wang; P. Liu; Y. He; X. Zhang","Institute of Artificial Intelligence and Robotics, Xian Jiaotong University; Institute of Artificial Intelligence and Robotics, Xian Jiaotong University; Institute of Artificial Intelligence and Robotics, Xian Jiaotong University; Institute of Artificial Intelligence and Robotics, Xian Jiaotong University; Institute of Artificial Intelligence and Robotics, Xian Jiaotong University","2016 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2016","","","1","6","Collision accidents have become a crucial and urgent problem. Advanced Driver Assistance Systems (ADAS) can enhance traffic safety and improve efficiency. Toward this direction, we propose a robust low-cost system based on monovision to estimate the accurate 3D pose information of the target vehicles for further behavior prediction. Firstly, we combine the Haar features with AdaBoost classification for vehicle detection, and then use the Hypothesis Verification to remove the false detection; Then, the system keeps tracking and locates the license plate(LP); Finally, the typical PnP problem is applied to estimate the 3D pose information including the rotation matrix and translation matrix relative to the target vehicles. Compared to stereovision systems, the monovision-based system significantly reduces the computational cost and has a lower requirement for equipment. Moreover, it can work on slope road and is easily applied to different countries due to the standardized LP in each country. The experiments in the real-world have been tested, showing excellent performance in vehicle detection, LP location and 3D pose estimation.","","978-1-5090-2933-4978-1-5090-2932-7978-1-5090-2934","10.1109/ICVES.2016.7548177","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7548177","ADAS;monovision;3D pose information;vehicle detection;PnP","Vehicles;Three-dimensional displays;Target tracking;Vehicle detection;Cameras;Pose estimation;Licenses","computer vision;image classification;learning (artificial intelligence);object detection;pose estimation;traffic engineering computing","monovision-based 3D pose estimation system;vehicle behavior prediction;advanced driver assistance systems;ADAS;traffic safety;traffic efficiency;AdaBoost classification;hypothesis verification;vehicle detection;license plate;rotation matrix;translation matrix;stereovision systems","","","","21","","","","","IEEE","IEEE Conferences"
"Path planning for autonomous vehicles in complicated environments","X. Du; X. Li; D. Liu; B. Dai","College of Mechatronic Engineering and Automation National University of Defense Technology Changsha, P.R.China; College of Mechatronic Engineering and Automation National University of Defense Technology Changsha, P.R.China; College of Mechatronic Engineering and Automation National University of Defense Technology Changsha, P.R.China; College of Mechatronic Engineering and Automation National University of Defense Technology Changsha, P.R.China","2016 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2016","","","1","7","When the autonomous vehicle is running in complex unstructured road and the reference path to guide the vehicle could not be obtained directly, at this time, only sparse task list point left as the reference information. To generate a safe and smooth path in this situation for autonomous vehicle to run, we propose an improved heuristic graph search path planning algorithm to solve the problem by considering both the obstacle constraint and the vehicle model. To ensure the planning result is executable, kinematic constraints of the vehicle is considered when designing the motion primitives; for the efficiency and safety, obstacle constraint and the vehicle motion were taken into account when designing the cost and heuristic functions; in order to ensure that the vehicle could accurately reach the target pose, Reeds-Shepp curves are used to connect the target pose, and numeric non-linear optimization method was used to improve the smoothness of the plan result. Experimental results in the autonomous vehicle show that the methods in this paper is effective.","","978-1-5090-2933-4978-1-5090-2932-7978-1-5090-2934","10.1109/ICVES.2016.7548170","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7548170","path planning;heuristic;reed-shepp;optimization","Vehicles;Planning;Algorithm design and analysis;Heuristic algorithms;Trajectory;Autonomous automobiles;Search methods","graph theory;mobile robots;motion control;optimisation;path planning;vehicles","smoothness improvement;numeric nonlinear optimization;Reeds-Shepp curves;heuristic functions;cost functions;motion primitives design;obstacle constraint;heuristic graph search;sparse task list point;complex unstructured road;complicated environments;autonomous vehicles;path planning algorithm","","2","","13","","","","","IEEE","IEEE Conferences"
"Cellular automaton model for bidirectional traffic under condition of intelligent vehicle infrastructure cooperative systems","Y. He; D. Yao; Y. Zhang; X. Pei; L. Li","Department of Automation, Tsinghua University Beijing, China; Department of Automation, Tsinghua University Beijing, China; Department of Automation, Tsinghua University Beijing, China; Department of Automation, Tsinghua University Beijing, China; Department of Automation, Tsinghua University Beijing, China","2016 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2016","","","1","6","In rural areas, there are a lot of two-lane bidirectional transportation systems. Inspired by the rapid developing wireless communication technologies, we propose a novel cooperative two-lane bidirectional model through applying the Intelligent Vehicle Infrastructure Cooperative Systems (IVICS) to the cellular automata (CA) model. Compared with the traditional model represented by the Simon and Gutowitz (SG) model [1], all the vehicles in cooperative model can obtain the speed and headway of other vehicles around. With vehicle-to-vehicle(V2V) and vehicle-to-infrastructure (V2I) communications, we have shown the new rules for lane change and speed update. Some simulation experiments are given to analyse the two models more intuitively. The results show that the cooperative model has an advantage on flow, overtaking frequency, successful lane change possibility and average speed, which indicates that the traffic efficiency has been improved significantly.","","978-1-5090-2933-4978-1-5090-2932-7978-1-5090-2934","10.1109/ICVES.2016.7548172","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7548172","Intelligent Vehicle Infrastructure Cooperative Systems (IVICS);two-lane bidirectional model;cellular automata (CA) model;traffic efficiency","Roads;Automata;Computational modeling;Intelligent vehicles;Cooperative systems;Automobiles","cellular automata;road traffic","cellular automata model;bidirectional traffic;intelligent vehicle infrastructure cooperative systems;two-lane bidirectional transportation systems;wireless communication technologies;cooperative two-lane bidirectional model;IVICS;CA model;Simon-Gutowitz model;vehicle-to-vehicle communication;vehicle-to-infrastructure communication;V2V communication;V2I communication;traffic efficiency","","","","16","","","","","IEEE","IEEE Conferences"
