"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"The anticipated effect of improvements to automotive electronics on safety during the years 2009 through 2015","W. R. Garrott","NA","2008 IEEE International Conference on Vehicular Electronics and Safety","","2008","","","1","1","This talk will first discuss why NHTSA selected each of these three technologies for inclusion in the CAT-NCAP. For each technology, a brief description will be given of how the technology works followed by NHTSA and Insurance Institute for Highway Safety (IIHS) estimates of their effects on automotive safety. The talk will also provide a summary of backover prevention technologies. There will be a discussion of why, due to low benefits, backover prevention technology was not included in CAT-NCAP. Finally, the talk will conclude with a discussion of NHTSA's plans for the future enhancement of the CAT-NCAP program.","","978-1-4244-2359-0978-1-4244-2360","10.1109/ICVES.2008.4640920","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4640920","","Safety;Vehicles;Road transportation;Conferences;Companies;Driver circuits;Intelligent transportation systems","automotive electronics;road safety","automotive electronics;highway safety;automotive safety;backover prevention technology","","","","","","","","","IEEE","IEEE Conferences"
"WGL-VANET: A web-based visualization tool for VANET simulations","C. Gocmenoglu; T. Acarman; B. Levrat","LERIA, Universite d’Angers; Department of Computer Engineering Galatasaray University; LERIA, Universite d’Angers","2015 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2015","","","62","63","VANET Simulation schemes require a combination of mobility and wireless network simulation packages, coupled with custom scripts, visualization tools and various scenarios. The results of simulation studies need to be supported by special tools or scripts to analyze or visualize them easily. Some additional difficulties arise at sharing the results, visually comparing simulation runs across different platforms and showcasing the findings of a research to a larger audience. As a solution, we have developed a 3D Web-based Visualization Tool for VANET Simulations (WGL-VANET), which takes advantage of HTML5 and WebGL technologies to create a crossplatform, easy-to-use and flexible visualization tool for VANET simulations. WGL-VANET reads simulation data from a JSON document and supports a variety of visual features, and displays the simulation run on a WebGL canvas inside a web-browser.","","978-1-4673-9114-6978-1-4673-9113","10.1109/ICVES.2015.7396894","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7396894","","Vehicular ad hoc networks;Computational modeling;Data visualization;Data models;Vehicles;Visualization;Safety","application program interfaces;data visualisation;digital simulation;hypermedia markup languages;Internet;mobility management (mobile radio);online front-ends;rendering (computer graphics);software packages;telecommunication computing;vehicular ad hoc networks","WGL-VANET;3D Web-based visualization tool;VANET simulation schemes;mobility simulation package;wireless network simulation package;custom scripts;HTML5 technology;WebGL technology;JSON document;Web-browser","","1","","11","","","","","IEEE","IEEE Conferences"
"Robust multi-directional bicycle recognition on the rotation using the stereo vision","K. Fukushima; K. Matsushima","Mechanical and Electrical Systems Engineering Advanced Course Advanced Engineering School National Institute of Technology, Kurume College Komorino 1-1-1, Kurume-shi Fukuoka, 830-8555 Japan; Department of Control and Information Systems Engineering National Institute of Technology, Kurume College Komorino 1-1-1, Kurume-shi Fukuoka, 830-8555 Japan","2015 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2015","","","36","40","Many researches have worked for the development of automotive technologies, so as to realize a convenient and safety automotive society such as Advanced Safety Vehicle (ASV) and Traffic Monitoring System (TMS). As a result, traffic accidents have decreased as the years pass, and the number of the dead and injuries have been reduced. However, autonomous driving is not only required to detect bicycles around vehicles, but also expected to understand the behaviors of bicycles. In addition, since the proportion of bicycle accident shows a high percentage in the total traffic accident, it has been predicted an increase of the accident of the bicycle in the future. Therefore we propose a multi-directional bicycle recognition system using the distance information obtained by the stereo camera. In the proposed system, we divide the moving direction of the bicycle into three directions. In addition, we propose a robust feature extraction method on rotation in order to cope with the bicycle between each direction. Finally,we show the experimental results and verify the effectiveness of the proposed method.","","978-1-4673-9114-6978-1-4673-9113","10.1109/ICVES.2015.7396890","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7396890","","Bicycles;Feature extraction;Histograms;Mathematical model;Cameras;Safety;Shape","automobiles;bicycles;feature extraction;image recognition;object detection;road safety;road traffic;stereo image processing;traffic information systems","robust multidirectional bicycle recognition;stereo vision;automotive technology;safety automotive society;advanced safety vehicle;ASV;traffic monitoring system;TMS;traffic accidents;autonomous driving;bicycle accident;multidirectional bicycle recognition system;distance information;stereo camera;robust feature extraction method","","1","","8","","","","","IEEE","IEEE Conferences"
"The indirect measurement technology of shift comfort for automatic mechanical transmission","Y. Li; Y. Hu; J. Xi","School of Mechanical and Vehicular Engineering, Beijing Institute of Technology, Beijing 100081, China; School of Mechanical and Vehicular Engineering, Beijing Institute of Technology, Beijing 100081, China; School of Mechanical and Vehicular Engineering, Beijing Institute of Technology, Beijing 100081, China","2015 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2015","","","81","85","To overcome the difficulty on objective measurement of shift comfort of automatic mechanical transmission(AMT) , the feasibility and advantages of using second derivative of the transmission input shaft speed was confirmed to calculate the gear-shifting jerk. The calculation process of jerk was elaborated in more details and jerk nondimensionalization was performed for control necessity. Finally, the indirect measurement sampling period was determined by test methods. Vehicle tests show that the indirect measurement technology can be used for control feedback and objective evaluation of AMT.","","978-1-4673-9114-6978-1-4673-9113","10.1109/ICVES.2015.7396898","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7396898","","Torque;Shafts;Gears;Vehicles;Friction;Engines;Vehicle dynamics","gears;power transmission (mechanical);shafts;vehicles","indirect measurement technology;shift comfort;automatic mechanical transmission;AMT;second derivative;transmission input shaft speed;gear-shifting jerk;jerk nondimensionalization;control necessity;indirect measurement sampling period;vehicle testing;control feedback;objective evaluation","","","","5","","","","","IEEE","IEEE Conferences"
"A study on smooth automatic vehicle stopping control for suddenly-appeared obstacles","R. Gohara; C. Premachandra; K. Kato","Department of Electrical Engineering, Graduate School of Engineering Tokyo University of Science Tokyo, Japan; Department of Electrical Engineering, Graduate School of Engineering Tokyo University of Science Tokyo, Japan; Department of Electrical Engineering, Graduate School of Engineering Tokyo University of Science Tokyo, Japan","2015 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2015","","","86","90","Various studies have been conducted regarding road obstacle detection and avoidance, but very few studies deal with the detection and avoidance of obstacles that suddenly and unexpectedly appear during vehicle operation. Therefore, we have been conducting studies on problem of detecting suddenly and unexpectedly appear obstacles. As an extension stage of those studies, this paper presents about automatic smooth stopping of vehicle using a fuzzy control system. The proposed system conducts stopping control of the vehicle depending on the distance to the obstacle and vehicle speed when obstacle is detected. The simulation experiments and actual experiments using a mobile robot on behalf of a vehicle were conducted regarding the proposal.","","978-1-4673-9114-6978-1-4673-9113","10.1109/ICVES.2015.7396899","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7396899","","Vehicles;Mobile robots;Fuzzy control;Conferences;Program processors;Safety;Roads","collision avoidance;fuzzy control;mobile robots;road vehicles","smooth automatic vehicle stopping control;suddenly-appeared obstacles;road obstacle detection;road obstacle avoidance;vehicle operation;automatic smooth vehicle stopping;fuzzy control system;mobile robot","","","","16","","","","","IEEE","IEEE Conferences"
"Road recognition for a wheeled heavy duty off-road autonomous vehicle","G. Ye; G. Xiong; N. Li; M. Zhu; J. Gong","Intelligent Vehicle Research Center, Beijing Institute of Technology, Beijing 100081, China; Intelligent Vehicle Research Center, Beijing Institute of Technology, Beijing 100081, China; Intelligent Vehicle Research Center, Beijing Institute of Technology, Beijing 100081, China; Intelligent Vehicle Research Center, Beijing Institute of Technology, Beijing 100081, China; Intelligent Vehicle Research Center, Beijing Institute of Technology, Beijing 100081, China","2015 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2015","","","91","95","In this paper, an automatic control system based on ""x-by-wire"" is introduced for a wheeled heavy duty off-road vehicle. Moreover, a vision-based recognition algorithm of unstructured roads for this automated wheeled heavy duty off-road vehicle is presented to extract the complete feasible road area. The road recognition method consists of the multilayer perceptron self-supervised on-line learning and post-process based on a road model assumption. The experimental results show the effectiveness of the proposed system.","","978-1-4673-9114-6978-1-4673-9113","10.1109/ICVES.2015.7396900","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7396900","","Roads;Brakes;Vehicles;Training;Image recognition;Mobile robots","learning (artificial intelligence);mobile robots;multilayer perceptrons;object recognition;off-road vehicles;remotely operated vehicles;roads;robot vision;wheels","wheeled heavy duty off-road autonomous vehicle;automatic control system;x-by-wire;vision-based recognition algorithm;automated wheeled heavy duty off-road vehicle;road recognition method;multilayer perceptron self-supervised on-line learning;road model","","","","11","","","","","IEEE","IEEE Conferences"
"Vehicle navigation in the intersection with data stored driving lane and UHF RF-ID system","T. Kawamura; T. Kashiwa; S. Imai; Y. Kishimoto","Kitami Institute of Technology 165 Koen-cho, Kitami, Hokkaido, 090-8507 JAPAN; Kitami Institute of Technology 165 Koen-cho, Kitami, Hokkaido, 090-8507 JAPAN; Kitami Institute of Technology 165 Koen-cho, Kitami, Hokkaido, 090-8507 JAPAN; Kitami Institute of Technology 165 Koen-cho, Kitami, Hokkaido, 090-8507 JAPAN","2015 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2015","","","110","113","In our previous work, we engaged in vehicle navigations system with UHF RF-ID system against low visible condition. During the winter, northern part of Japan, driving lane is covered with snow and ice and we sometime meet heavy snowfall. Occasionally, some drivers go out from their driving lane in low visible condition caused by snow storm. Our navigation system is made to prevent such traffic accidents with low visible condition. There are several studies related on lane departure warning and vehicle positioning with GPS, DSRC, and other technique. These systems have virtues and weakness for our circumstance. In this paper, we will discuss vehicle navigation for turn action in the intersection with data stored driving lane and related issues.","","978-1-4673-9114-6978-1-4673-9113","10.1109/ICVES.2015.7396903","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7396903","","Vehicles;Roads;Graphical user interfaces;UHF antennas;Global Positioning System","Global Positioning System;ice;radiofrequency identification;radionavigation;snow;vehicles","data stored driving lane;UHF RF-ID system;vehicle navigations system;Japan;ice;snowfall;traffic accidents;lane departure warning;vehicle positioning;GPS;DSRC","","","","7","","","","","IEEE","IEEE Conferences"
"Research on optimal bandwidth allocation for the scheduled traffic in ieee 802.1 AVB","J. Ko; J. Lee; C. Park; S. Park","Department of Electronics and Computer Engineering Hanyang University Seoul, Republic of Korea; Department of Electronics and Computer Engineering Hanyang University Seoul, Republic of Korea; Department of Electronics and Computer Engineering Hanyang University Seoul, Republic of Korea; Department of Electronics and Computer Engineering Hanyang University Seoul, Republic of Korea","2015 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2015","","","31","35","The existing In-Vehicle Network (IVN) is hard to support multimedia/infotainment service because it does not have enough bandwidth. In order to solve this problem, IEEE 802.1 Time Sensitive Network (TSN) has been developed. TSN standard defines the scheduled traffic which is based on the time-triggered communication. But the details of transmission period and Maximum Transmit Unit (MTU) size of the scheduled traffic have not been defined yet. In this paper, we simulated several cases in order to decide the optimal bandwidth allocation ratio for the scheduled traffic by adjusting scheduled traffic's MTU size.","","978-1-4673-9114-6978-1-4673-9113","10.1109/ICVES.2015.7396889","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7396889","","Bandwidth;Channel allocation;Standards;Quality of service;Resource management;Switches;Vehicles","bandwidth allocation;IEEE standards;multimedia communication;on-board communications;telecommunication traffic","audio video bridging;MTU;maximum transmit unit;time-triggered communication;TSN;time sensitive network;multimedia-infotainment service;IVN;in-vehicle network;IEEE 802.1 AVB;traffic scheduling;optimal bandwidth allocation","","2","","10","","","","","IEEE","IEEE Conferences"
"Survey on vehicular attacks - building a vulnerability database","M. Ring; J. Dürrwang; F. Sommer; R. Kriesten","University of Applied Sciences Karlsruhe Institute of Energy Efficient Mobility Germany, Karlsruhe; University of Applied Sciences Karlsruhe Institute of Energy Efficient Mobility Germany, Karlsruhe; University of Applied Sciences Karlsruhe Institute of Energy Efficient Mobility Germany, Karlsruhe; University of Applied Sciences Karlsruhe Institute of Energy Efficient Mobility Germany, Karlsruhe","2015 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2015","","","208","212","Modern cars are significantly linked to the outside world because of rising number of connections in the vehicle, connections between the vehicle and the exterior environment , e.g. diagnostics and flash interfaces or the numerous amounts of bus systems for data exchange. All these connections are potential security breaches. Previous papers and this research work show that there are a lot of security vulnerabilities in modern car connections. The aim of this paper is to merge the found vulnerabilities and the available results in literature, categorise them in the same way as in Information Technology (IT) and give an outlook on how most problems can be solved. This paper also aims to introduce an example database for automotive IT vulnerabilities.","","978-1-4673-9114-6978-1-4673-9113","10.1109/ICVES.2015.7396919","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7396919","","Safety;Automotive engineering;Security;Ports (Computers);Standards;Automobiles;Wireless networks","database indexing;telecommunication security;vehicular ad hoc networks","vulnerability database;vehicular attacks;automotive IT vulnerabilities;information technology;modern car connections;security vulnerabilities;security breaches;data exchange;bus systems;flash interfaces","","2","","34","","","","","IEEE","IEEE Conferences"
"Behavior representation of robotic wheelchairs with physiological indices for passenger comfort","R. Hashimoto; R. Nomura; M. Kanbara; N. Ukita; T. Ikeda; Y. Morales; A. Watanabe; K. Shinozawa; N. Hagita","Nara Institute of Science and Technology, 8916-5 Takayama-cho, Ikoma-shi, Nara, 630-0192 Japan; Nara Institute of Science and Technology, 8916-5 Takayama-cho, Ikoma-shi, Nara, 630-0192 Japan; Nara Institute of Science and Technology, 8916-5 Takayama-cho, Ikoma-shi, Nara, 630-0192 Japan; Nara Institute of Science and Technology, 8916-5 Takayama-cho, Ikoma-shi, Nara, 630-0192 Japan; Advanced Telecommunications Research Institute International, 2-2 Hikaridai Seika-cho, Sorakugun, Kyoto, 619-0288 Japan; Advanced Telecommunications Research Institute International, 2-2 Hikaridai Seika-cho, Sorakugun, Kyoto, 619-0288 Japan; Advanced Telecommunications Research Institute International, 2-2 Hikaridai Seika-cho, Sorakugun, Kyoto, 619-0288 Japan; Advanced Telecommunications Research Institute International, 2-2 Hikaridai Seika-cho, Sorakugun, Kyoto, 619-0288 Japan; Advanced Telecommunications Research Institute International, 2-2 Hikaridai Seika-cho, Sorakugun, Kyoto, 619-0288 Japan","2015 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2015","","","158","163","In this paper we propose a behavior representation system for robotic wheelchairs in which behavior information regarding the robotic wheelchair is provided to passengers to improve their sense of comfort; physiological indices are also used to measure passenger comfort. Many boarding-type robots (i.e., autonomous robots that carry passengers, such as autonomous vehicles, personal mobility robots, and robotic wheelchairs) have already been developed already. Most studies regarding this type of robot focus on safety control or efficient path planning but fail to consider passenger comfort. This paper describes how factors leading to passenger discomfort can be avoided by sharing behavior information. This study evaluates the validity of information sharing by estimating a stress level measured using heart rate and skin conductance as physiological indices. To investigate the relationship between different discomforting events and passengers' physiology indices, an experiment is conducted in which each passenger's physiology indices are measured while the autonomous robotic wheelchair is moving. For long-lasting stress events, the significant difference (p <; 0:01) in heart rate is shown by behavior representing of a robotic wheelchair with these indices. For strongly discomforting events, the significant difference (p <; 0:01) in skin response is also shown. These results show that the proposed system is effective for maintaining passenger comfort in robotic wheelchairs.","","978-1-4673-9114-6978-1-4673-9113","10.1109/ICVES.2015.7396911","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7396911","","Stress;Wheelchairs;Mobile robots;Physiology;Robot sensing systems;Heart rate","biomedical measurement;medical robotics;patient care;skin;wheelchairs","stress level measurement;heart rate;skin conductance;passenger physiology index;behavior information;safety control;personal mobility robot;autonomous vehicle;boarding-type robot;passenger comfort measurement;robotic wheelchair behavior representation","","1","","17","","","","","IEEE","IEEE Conferences"
