"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Characterizing the Safety of Self-Driving Vehicles: A Fault Containment Protocol for Functionality Involving Vehicle Detection","J. Pimentel; J. Bastiaan","Electrical & Computer Engineering, Kettering University, Flint, Michigan, U.S.A.; Mechanical Engineering, Kettering University, Flint, Michigan, U.S.A.","2018 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2018","","","1","7","Safety has been ranked as the number one concern for the acceptance and adoption of autonomous vehicles, and understandably so since safety has some of the most complex requirements in the development of self-driving vehicles. Traditionally, automotive safety follows functional safety concepts as detailed in the standard ISO 26262. However, autonomous driving safety goes beyond ISO 26262, and includes other safety concepts such as safety of the intended functionality and multiagent safety. In this paper, we characterize the concept of safety for self-driving vehicles, and we discuss fault-tolerant techniques in the design of safe autonomous vehicles. We also propose a fault-containment protocol for the perception system of an autonomous vehicle that involves vehicle detection.","","978-1-5386-3543-8978-1-5386-3542-1978-1-5386-3544","10.1109/ICVES.2018.8519488","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8519488","Fault-containment;fault-tolerant perception systems;safety;self-driving vehicles","Safety;Autonomous vehicles;Roads;Software;Industries;ISO Standards;Automotive engineering","automotive electronics;fault tolerance;fault tolerant computing;ISO standards;mobile robots;protocols;road safety;road vehicles;safety","self-driving vehicles;fault containment protocol;functionality involving vehicle detection;autonomous vehicle;automotive safety;functional safety concepts;standard ISO 26262;autonomous driving safety;intended functionality;multiagent safety;safe autonomous vehicles;fault-containment protocol","","","","31","","","","","IEEE","IEEE Conferences"
"A Fuzzy logic, risk-based autonomous vehicle control approach and its impacts on road transportation safety","L. F. Vismari; J. B. C. Junior; J. K. Naufal; J. R. de Almeida; C. B. S. T. Molina; R. Inam; E. Fersman; M. V. Marquezini","School of Engineering (Poli), University of São Paulo (USP), São Paulo, Brazil; School of Engineering (Poli), University of São Paulo (USP), São Paulo, Brazil; School of Engineering (Poli), University of São Paulo (USP), São Paulo, Brazil; School of Engineering (Poli), University of São Paulo (USP), São Paulo, Brazil; School of Engineering (Poli), University of São Paulo (USP), São Paulo, Brazil; Ericsson Research, Ericsson AB, Stockholm, Sweden; Ericsson Research, Ericsson Telecomunicações S.A., Indaiatuba, Brazil; Ericsson Research, Ericsson Telecomunicações S.A., Indaiatuba, Brazil","2018 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2018","","","1","7","Autonomous Vehicles (AV) are expected to bring significant advantages in safety and efficiency to the Roadway Transport Systems (RTS). However, AVs will be incorporated into RTS only if their benefit outweigh safety risks and, thus, it is mandatory assuring that they will be safe during their operation. In our previous work published on IEEE Transaction on ITS, we proposed the Autonomous Automotive Cyber Physical Systems (A2CPS) Engine, a conceptual framework for the AV Supervision and Control Systems (SCS). Supported by a consolidated, international normative risk management process and by a proven-in-use SCS architecture adopted in other transport modes, we advocated this run-time, vehicle-centric risk management concept could minimize the safety risks related to the AV operation. In this paper, the engine concept is implemented using Fuzzy Logic and embedded in an computerbased AV model. Its capability in managing safety risks related to the AV operation, including the impacts of AV behavior over the RTS safety, is assessed using a simulation-based safety analysis approach. As a result, we observe this AV is able to identify potential collision conditions, estimating and assessing its level of risk during runtime execution and mitigating the associated risks by speed reduction or stopping the AV. Concluding, the engine concept has potential to manage the safety risks related to the operation of an AV in RTS scenarios in an innovative, cost-effective and safe way.","","978-1-5386-3543-8978-1-5386-3542-1978-1-5386-3544","10.1109/ICVES.2018.8519527","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8519527","safety;autonomous vehicle;embedded systems;Fuzzy logic;risk management;simulation","Engines;Safety;Linguistics;Fuzzy logic;Risk management;Computational modeling;Transportation","cyber-physical systems;fuzzy control;mobile robots;risk management;road safety;road vehicles","consolidated risk management process;international normative risk management process;vehicle-centric risk management concept;RTS safety;simulation-based safety analysis approach;risk-based autonomous vehicle control approach;road transportation safety;fuzzy logic;autonomous automotive cyber physical systems engine;roadway transport systems;computer-based AV model","","","","10","","","","","IEEE","IEEE Conferences"
"Numerical Evaluation of the Safety of Self-Driving Vehicles: Functionality Involving Vehicle Detection","J. Pimentel; J. Bastiaan; M. Zadeh","Electrical & Computer Engineering, Kettering University, Flint, Michigan, U.S.A.; Mechanical Engineering, Kettering University, Flint, Michigan, U.S.A.; Electrical & Computer Engineering, Kettering University, Flint, Michigan, U.S.A.","2018 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2018","","","1","8","Due to recent accidents, safety has surfaced as the number one concern for the acceptance and adoption of autonomous vehicles. The development of safety systems in selfdriving vehicles has some of the most complex requirements. How does one know when a self-driving vehicle is safe enough? And equally important, how do we measure the safety level of a given vehicle design? In this paper we present a mathematical model that is used to numerically evaluate the safety level of five different self-driving vehicle designs, in terms of important parameters related to the design process. The main results show that strict adherence to safety standards, and the use of faulttolerant techniques, particularly for the perception system, can considerably improve the safety level of a self-driving vehicle.","","978-1-5386-3543-8978-1-5386-3542-1978-1-5386-3544","10.1109/ICVES.2018.8519521","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8519521","Fault-containment;fault-tolerant perception systems;safety evaluation;self-driving vehicles","Autonomous vehicles;Computer architecture;Reliability;Mathematical model;Hazards;Road transportation","design engineering;fault tolerance;feature extraction;mechanical engineering computing;mobile robots;object detection;road accidents;road safety;road vehicles;safety systems;safety-critical software","autonomous vehicles;safety systems;safety standards;vehicle detection;self-driving vehicle designs;fault tolerant techniques","","","","20","","","","","IEEE","IEEE Conferences"
"VEHIOT: Evaluation of Smartphones as Data Acquisition Systems to Reduce Risk Situations in Commercial Vehicles","J. P. Redondo; L. P. Gonzalez; M. M. M. Martinez; J. G. Guzman; S. S. Sanchez; M. J. L. Boada; B. L. Boada","Mechanical Engineering Department, Institute for Automotive Vehicle Safety (ISVA), Universidad Carlos III de Madrid, Avda. de la Universidad 30, Leganes, Madrid, 28911, Spain; Computer Science and Engineering Department, Institute for Automotive Vehicle Safety (ISVA), Universidad Carlos III de Madrid, Avda. de la Universidad 30, Leganes, Madrid, 28911, Spain; Computer Science and Engineering Department, Institute for Automotive Vehicle Safety (ISVA), Universidad Carlos III de Madrid, Avda. de la Universidad 30, Leganes, Madrid, 28911, Spain; Computer Science and Engineering Department, Institute for Automotive Vehicle Safety (ISVA), Universidad Carlos III de Madrid, Avda. de la Universidad 30, Leganes, Madrid, 28911, Spain; Mechanical Engineering Department, Institute for Automotive Vehicle Safety (ISVA), Universidad Carlos III de Madrid, Avda. de la Universidad 30, Leganes, Madrid, 28911, Spain; Mechanical Engineering Department, Institute for Automotive Vehicle Safety (ISVA), Universidad Carlos III de Madrid, Avda. de la Universidad 30, Leganes, Madrid, 28911, Spain; Mechanical Engineering Department, Institute for Automotive Vehicle Safety (ISVA), Universidad Carlos III de Madrid, Avda. de la Universidad 30, Leganes, Madrid, 28911, Spain","2018 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2018","","","1","5","Vehicle dynamics studies are an indispensable characteristic to improve the vehicle stability and handling. To fulfil this requirement, control systems are included in commercial vehicles nowadays. These control systems consider variables such as lateral acceleration, roll rate and sideslip angle, that can be directly obtained from sensors or estimated from the collected data. With the objective of incorporating control systems without increasing the price of these vehicles, it is necessary to develop low-cost embedded systems, capable of acquiring data from a diversity of sensors to execute estimations and to perform control actions under real-time constraints. The increase of capabilities and features provided by smartphones enable them as data acquisition and processing devices. In this paper, an analysis in terms of reliability, accuracy and acquisition have been performed for two different smartphones in order to study the possibility to use this kind of devices as a low-cost sensing platform for vehicle dynamic applications. Each smartphone used in this study is classified into a different category (low-end or high-end device) depending on not only its price but also its specifications. Both yaw rate and lateral acceleration have been analyzed in order to quantify the performance of each smartphone. These variables have a direct influence on the vehicle lateral dynamics. Experimental tests have been carried out in a real scenario and the VBOX IMU connected with the VBOX 3i data logger of Racelogic has been used as the ground truth.","","978-1-5386-3543-8978-1-5386-3542-1978-1-5386-3544","10.1109/ICVES.2018.8519524","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8519524","","Smart phones;Acceleration;Sensors;Vehicle dynamics;Global Positioning System;Safety;Performance evaluation","data acquisition;embedded systems;mechanical stability;risk management;road safety;road vehicles;smart phones;vehicle dynamics","data acquisition systems;risk situations;commercial vehicles;vehicle stability;lateral acceleration;roll rate;low-cost embedded systems;low-cost sensing platform;vehicle dynamic applications;vehicle lateral dynamics;smartphones;VEHIOT;vehicle handling","","","","20","","","","","IEEE","IEEE Conferences"
"Approximation Of Emission For Heavy Duty Trucks In City Traffic","M. A. Silgu; K. Muderrisoglu; A. H. Unsal; H. B. Celikoglu","Department of Civil Engineeringg, Istanbul Technical University, Bartın University; Mechatronics Engineering, Istanbul Technical University; Mechatronics Engineering, Istanbul Technical University; Department of Civil Engineering, Istanbul Technical University","2018 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2018","","","1","4","The work summarized in this paper analyzes the hazardous emission effects created in the city centers due to heavy duty truck operations. Simulations related to road and vehicle are backed up with the real time data to give more realistic results. The vehicle is simulated under both the road and traffic conditions with the acceleration and deceleration data coming from the information collected in real time. The real time data is preprocessed with a low pass filter to clear off unwanted parts. Then simulations are carried out via VISSIM and TruckMaker software. Eventually this paper claims the city center air pollution created due to heavy duty truck can easily be eliminated by converting to full electric trucks since the electric vehicle produces 0 emission and the electric energy production phase does not affect the air pollution at the city center.","","978-1-5386-3543-8978-1-5386-3542-1978-1-5386-3544","10.1109/ICVES.2018.8519596","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8519596","EV;HEV;Emission;CAN;GPS;NOx;CO2;VISSIM;TruckMaker","Data models;Real-time systems;Urban areas;Air pollution;Roads;Analytical models","air pollution;automobile industry;automobiles;electric vehicles;low-pass filters;road traffic;road vehicles;traffic engineering computing","city traffic;hazardous emission effects;heavy duty truck operations;road;time data;traffic conditions;deceleration data;low pass filter;city center air pollution;electric trucks;electric vehicle","","","","16","","","","","IEEE","IEEE Conferences"
"A new signal processing method for vital sensing using a Doppler sensor aiming at reliable sensingunder body movement","S. Imai; Y. Kamiya","Graduate School of Information Science and Tech., Aichi Prefectural University, Nagakuteshi, 480 – 1198, Japan; Dept. of Information Science and Tech., Aichi Prefectural University, Nagakuteshi, Japan, 480 – 1198","2018 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2018","","","1","6","Vital sensing using a Doppler sensor is attractive since it does not need to put electrodes or sensors on a human body. It must be suitable for the monitoring of car drivers due to its easy use. By using this sensor, we can think about an alarm system for sudden illness of car drivers preventing them from causing accidents. However, the problem is body movements of car drivers and the vibration of the car. The Doppler sensor observes the variation of the distance between the sensor and the human body because the distance variation is yielded by the respiration and the heartbeats. Thus, the body movements of the driver are destructive for the measurement as well as the car vibration. Obviously, they cause false alarms, so the measurement must be robust against the body movement. In this paper, we propose a new signal processing method suitable for vital sensing using a Doppler sensor. It is robust against disturbances caused by the body movement or the car vibrations. However, if these disturbances are serious, the proposed method automatically recognize the situation in order to avoid the false alarm for the car drivers' monitoring. In addition, the proposed method is applicable to multiple persons. The performance of the proposed method is investigated through computer simulations.","","978-1-5386-3543-8978-1-5386-3542-1978-1-5386-3544","10.1109/ICVES.2018.8519507","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8519507","","Doppler effect;Sensors;Correlation;Correlation coefficient;Automobiles;Signal processing","alarm systems;driver information systems;magnetic sensors;sensors;signal processing;spectral analysis;vibrations","signal processing method;vital sensing;Doppler sensor;reliable sensing;body movement;electrodes;human body;car vibration;false alarm;car drivers monitoring;accident prevention","","","","5","","","","","IEEE","IEEE Conferences"
"A Survey: Engineering Challenges to Implement VANET Security","H. Onishi","Alpine Electronics Research of America, Inc, Torrance, CA, USA","2018 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2018","","","1","6","VANET (Vehicle Ad-hoc Network, i.e., V2V (Vehicle-to-Vehicle) communication) with short communication latency and not needing an infrastructure could play important roles in future road safety, to implement crash warning applications. VANET could be useful for awareness of vehicles in drivers' blind spots in situations that cannot be detected by cameras or radars. However, VANET has additional security difficulties to detect and exclude vehicles that are malicious nodes from the network, besides wireless communication's inherent security vulnerabilities, such as jamming, eavesdropping, and tampering, because nodes are communicating with each other directly and not through a base station or a server. On the other hand, DLT (Distributed Ledger Technologies) typified by blockchain is planned to take important roles even in the auto industry, for example, to record/control the information of a huge number of components or maintenance/inspection histories. However, these technologies still have technical limitations to cover time sensitive safety-related applications provided by VANET. Hence, this report first introduces VANET and its security risks, then addresses blockchain's opportunities in the automotive industry. Finally, this report concludes by discussing technical challenges on blockchain to be applied for VANET, for example, the consensus process to create a new block and 51% issue.","","978-1-5386-3543-8978-1-5386-3542-1978-1-5386-3544","10.1109/ICVES.2018.8519503","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8519503","Blockchain;cA(Certification Authority);certificate;consensus process;dLT(Distributed Ledger Technologies);v2V(Vehicleto-vehicle) communication;vANET(Vehicle Ad-hoc Network)","Vehicular ad hoc networks;Vehicles;Vehicle crash testing;Safety;History","telecommunication security;vehicular ad hoc networks","VANET security;crash warning applications;vehicle-to-vehicle communication;vehicle ad-hoc network;road safety;driver blind spots;base station;distributed ledger technologies","","","","38","","","","","IEEE","IEEE Conferences"
"Experimental Analysis of Sensor Requirements for eBike Rider Assistance Systems","D. Felix; D. Görges; A. Wienss","Automotive Electronics, System Architecture and Simulation, Robert Bosch GmbH, Gerlingen-Schillerhöhe, Germany; Dept. of Electr. & Comput. Eng., Univ. of Kaiserslautern, Kaiserlautern, Germany; Automotive Electronics, System Architecture and Simulation, Robert Bosch GmbH, Gerlingen-Schillerhöhe, Germany","2018 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2018","","","1","6","The popularity of pedelecs increases rapidly, which leads to a demand of new safety and comfort systems. An indepth analysis of sensor performance and boundary conditions is crucial since many of these systems rely on trustworthy inertial sensor data. This paper is focused on such an analysis and based on that, requirements for the sensors can be derived. Different sensor types are used to collect acceleration and angular rate measurement results during critical riding situations in different mounting positions with up to 50 kHz sampling frequency. Several critical environmental disturbances are taken into account, such as stone chipping, cobblestones and stairs. Based on these data, an evaluation for the use of inertial sensors, especially angular rate sensors, for eBike rider assistance systems is done. Overall, these investigations enable the selection of the most suitable sensors, sensor types and mounting positions for particular upcoming assistance systems.","","978-1-5386-3543-8978-1-5386-3542-1978-1-5386-3544","10.1109/ICVES.2018.8519585","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8519585","inertial sensors;pedelec rider assistance systems;safety","Acceleration;Bicycles;Brakes;Vibrations;Electron tubes;Safety;Frequency measurement","acceleration measurement;angular measurement;sensors","eBike rider assistance systems;safety;comfort systems;critical riding situations;critical environmental disturbances;particular upcoming assistance systems;inertial sensor data;angular rate measurement;angular rate sensor performance;acceleration measurement;stone chipping;cobblestones","","","","13","","","","","IEEE","IEEE Conferences"
"Adaptable Emergency Braking Based on a Fuzzy Controller and a Predictive Model","L. G. Alarcon; M. E. V. Recalde; M. Marcano; E. Marti","Dept. of Cybersecurity and Safety, Tecnalia R&D, Bilbao, Spain; Dept. of Automotive, Tecnalia R&D, Bilbao, Spain; Dept. of Automotive, Tecnalia R&D, Bilbao, Spain; Dept. of Automotive, Tecnalia R&D, Bilbao, Spain","2018 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2018","","","1","6","The following topics are dealt with: road vehicles; road safety; traffic engineering computing; driver information systems; collision avoidance; mobile robots; road traffic; object detection; learning (artificial intelligence); road traffic control.","","978-1-5386-3543-8978-1-5386-3542-1978-1-5386-3544","10.1109/ICVES.2018.8519586","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8519586","ADAS;automated driving;emergency braking;fuzzy logic","Brakes;Safety;Predictive models;Force;Adaptation models;Estimation;Acceleration","collision avoidance;driver information systems;road safety;road vehicles;traffic engineering computing","road vehicles;road safety;traffic engineering computing;driver information systems;collision avoidance;mobile robots;road traffic;object detection;learning (artificial intelligence);road traffic control","","","","13","","","","","IEEE","IEEE Conferences"
"Cut-in Scenario Prediction for Automated Vehicles","F. Remmen; I. Cara; E. de Gelder; D. Willemsen","Dept. of Electrical Engineering, Eindhoven University of Technology, Eindhoven, The Netherlands; Dept. of Integrated Vehicle Safety, TNO, Helmond, The Netherlands; Dept. of Integrated Vehicle Safety, TNO, Helmond, The Netherlands; Dept. of Integrated Vehicle Safety, TNO, Helmond, The Netherlands","2018 IEEE International Conference on Vehicular Electronics and Safety (ICVES)","","2018","","","1","7","Truck platooning is gaining more and more interest thanks to the benefits on improved traffic efficiency, reduced fuel consumption and emissions. To gain these benefits, it typically involves small following distances (0.8 s - 0.3 s). Due to the small following distances, the cut-in manoeuvre of target vehicles becomes safety critical and requires the platooning system to take action as soon as possible. This work shows how machine learning can be used for the prediction of a cut-in manoeuvre of a vehicle, which we refer to as target vehicle, from a host vehicle perspective. A real-life driving experiment was performed to measure several cut-ins that were manually annotated. Measurements are gathered with a lidar installed on the host vehicle and consequently used to train several well-known machine learning algorithms such as Logistic Regression, Random Forest, Support Vector Machine, Adaboost and an Ensemble of the previous models. The Ensemble model achieves the best results. This method is capable of predicting cut-ins prior to their occurrence, with an f<sub>1</sub>score of 62.28 % on the test set. Moreover, over 60% of the cut-ins are correctly predicted more than one second before the corresponding vehicle crosses the lane marker.","","978-1-5386-3543-8978-1-5386-3542-1978-1-5386-3544","10.1109/ICVES.2018.8519594","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8519594","platooning;cut-in;machine learning;predictive modelling","Support vector machines;Training;Machine learning;Automobiles;Safety;Machine learning algorithms","learning (artificial intelligence);optical radar;random functions;regression analysis;road traffic;road vehicles;support vector machines;traffic engineering computing;vehicles","truck platooning;cut-in manoeuvre;platooning system;machine learning algorithms;traffic efficiency;support vector machine;cut-in scenario prediction;automated vehicles;driving experiment;Adaboost;logistic regression;random forest","","","","25","","","","","IEEE","IEEE Conferences"
