,admin_name,capital,city,city_ascii,country,id,iso2,iso3,lat,lng,population
1491,Manawatu-Wanganui,,Wanganui,Wanganui,New Zealand,1554827998.0,NZ,NZL,-39.9326,175.0393,43200.0
8205,Virginia,,Blacksburg,Blacksburg,United States,1840006446.0,US,USA,37.23,-80.4277,93560.0
4012,Syunik’,admin,Kapan,Kapan,Armenia,1051527958.0,AM,ARM,39.2075,46.4058,
7858,Wakayama,admin,Wakayama,Wakayama,Japan,1392907296.0,JP,JPN,34.2231,135.1677,440006.0
6078,Chongqing,admin,Chongqing,Chongqing,China,1156936556.0,CN,CHN,29.565,106.595,6461000.0
6123,Liaoning,,Dandong,Dandong,China,1156178316.0,CN,CHN,40.1436,124.3936,870000.0
6037,Anhui,minor,Luan,Luan,China,1156499624.0,CN,CHN,31.7503,116.48,1690000.0
4227,Wien,primary,Vienna,Vienna,Austria,1040261752.0,AT,AUT,48.2,16.3666,2400000.0
3457,Changhua,admin,Changhua,Changhua,Taiwan,1158439005.0,TW,TWN,24.0734,120.5134,750000.0
7810,Tōkyō,primary,Tokyo,Tokyo,Japan,1392685764.0,JP,JPN,35.685,139.7514,35676000.0
5958,Beijing,primary,Beijing,Beijing,China,1156228865.0,CN,CHN,39.9289,116.3883,11106000.0
6939,York,admin,York,York,United Kingdom,1826149980.0,GB,GBR,53.9704,-1.08,158947.0
5914,Hubei,admin,Wuhan,Wuhan,China,1156117184.0,CN,CHN,30.58,114.27,7243000.0
7842,Aichi,admin,Nagoya,Nagoya,Japan,1392407472.0,JP,JPN,35.155,136.915,3230000.0
2809,,primary,Singapore,Singapore,Singapore,1702341327.0,SG,SGP,1.293,103.8558,5183700.0
7235,Győr-Moson-Sopron,admin,Sopron,Sopron,Hungary,1348988570.0,HU,HUN,47.6833,16.6,
6323,Bavaria,minor,Hof,Hof,Germany,1276561363.0,DE,DEU,50.317,11.9167,56153.0
2809,,primary,Singapore,Singapore,Singapore,1702341327.0,SG,SGP,1.293,103.8558,5183700.0
7810,Tōkyō,primary,Tokyo,Tokyo,Japan,1392685764.0,JP,JPN,35.685,139.7514,35676000.0
7810,Tōkyō,primary,Tokyo,Tokyo,Japan,1392685764.0,JP,JPN,35.685,139.7514,35676000.0
5958,Beijing,primary,Beijing,Beijing,China,1156228865.0,CN,CHN,39.9289,116.3883,11106000.0
717,Veles,admin,Veles,Veles,Macedonia,1807468155.0,MK,MKD,41.7156,21.7756,
9515,Nebraska,,Crete,Crete,United States,1840007215.0,US,USA,40.6256,-96.957,7047.0
6316,Bavaria,minor,Ingolstadt,Ingolstadt,Germany,1276803150.0,DE,DEU,48.7704,11.45,163325.0
9520,Tennessee,,Columbia,Columbia,United States,1840014518.0,US,USA,35.6223,-87.048,37845.0
1509,Waikato,,Cambridge,Cambridge,New Zealand,1554000000.0,NZ,NZL,-37.8894,175.4703,15192.0
6316,Bavaria,minor,Ingolstadt,Ingolstadt,Germany,1276803150.0,DE,DEU,48.7704,11.45,163325.0
5208,Nunavut,,Alert,Alert,Canada,1124921853.0,CA,CAN,82.4833,-62.25,125.0
1682,,primary,Manila,Manila,Philippines,1608618140.0,PH,PHL,14.6042,120.9822,11100000.0
2075,Šid,admin,Šid,Sid,Serbia,1688899483.0,RS,SRB,45.1276,19.2267,
4082,La Pampa,,Río Colorado,Rio Colorado,Argentina,1032592194.0,AR,ARG,-38.9666,-64.0833,11499.0
6314,Baden-Württemberg,minor,Karlsruhe,Karlsruhe,Germany,1276923210.0,DE,DEU,49.0,8.4,377487.0
5734,Shanghai,admin,Shanghai,Shanghai,China,1156073548.0,CN,CHN,31.2165,121.4365,14987000.0
1509,Waikato,,Cambridge,Cambridge,New Zealand,1554000000.0,NZ,NZL,-37.8894,175.4703,15192.0
9515,Nebraska,,Crete,Crete,United States,1840007215.0,US,USA,40.6256,-96.957,7047.0
6323,Bavaria,minor,Hof,Hof,Germany,1276561363.0,DE,DEU,50.317,11.9167,56153.0
334,Central,,Kandy,Kandy,Sri Lanka,1144308408.0,LK,LKA,7.28,80.67,111701.0
5958,Beijing,primary,Beijing,Beijing,China,1156228865.0,CN,CHN,39.9289,116.3883,11106000.0
10215,California,,Merced,Merced,United States,1840020313.0,US,USA,37.3057,-120.4779,143272.0
2809,,primary,Singapore,Singapore,Singapore,1702341327.0,SG,SGP,1.293,103.8558,5183700.0
6323,Bavaria,minor,Hof,Hof,Germany,1276561363.0,DE,DEU,50.317,11.9167,56153.0
8016,Incheon,admin,Incheon,Incheon,"Korea, South",1410160313.0,KR,KOR,37.4761,126.6422,2550000.0
10318,California,,Berkeley,Berkeley,United States,1840018914.0,US,USA,37.8723,-122.276,121240.0
6323,Bavaria,minor,Hof,Hof,Germany,1276561363.0,DE,DEU,50.317,11.9167,56153.0
2809,,primary,Singapore,Singapore,Singapore,1702341327.0,SG,SGP,1.293,103.8558,5183700.0
9868,Pennsylvania,,Indiana,Indiana,United States,1840000997.0,US,USA,40.622,-79.1552,28820.0
10318,California,,Berkeley,Berkeley,United States,1840018914.0,US,USA,37.8723,-122.276,121240.0
10210,California,,Riverside,Riverside,United States,1840020551.0,US,USA,33.9382,-117.3949,2065627.0
9394,North Carolina,,Leland,Leland,United States,1840016683.0,US,USA,34.2035,-78.0293,18843.0
10088,California,,Cupertino,Cupertino,United States,1840018950.0,US,USA,37.3167,-122.0465,60643.0
6280,Bavaria,admin,Munich,Munich,Germany,1276692352.0,DE,DEU,48.1299,11.575,1275000.0
6685,Île-de-France,primary,Paris,Paris,France,1250015082.0,FR,FRA,48.8667,2.3333,9904000.0
5770,Anhui,,Suzhou,Suzhou,China,1156871297.0,CN,CHN,33.6361,116.9789,1964000.0
5958,Beijing,primary,Beijing,Beijing,China,1156228865.0,CN,CHN,39.9289,116.3883,11106000.0
6316,Bavaria,minor,Ingolstadt,Ingolstadt,Germany,1276803150.0,DE,DEU,48.7704,11.45,163325.0
7377,Dublin,primary,Dublin,Dublin,Ireland,1372595407.0,IE,IRL,53.3331,-6.2489,1059000.0
7721,Liguria,admin,Genoa,Genoa,Italy,1380716540.0,IT,ITA,44.41,8.93,647497.0
5958,Beijing,primary,Beijing,Beijing,China,1156228865.0,CN,CHN,39.9289,116.3883,11106000.0
4176,Corrientes,minor,Goya,Goya,Argentina,1032251925.0,AR,ARG,-29.14,-59.27,72304.0
2809,,primary,Singapore,Singapore,Singapore,1702341327.0,SG,SGP,1.293,103.8558,5183700.0
12665,South Carolina,,Clemson,Clemson,United States,1840014626.0,US,USA,34.6841,-82.8124,16058.0
4245,New South Wales,admin,Sydney,Sydney,Australia,1036074917.0,AU,AUS,-33.92,151.1852,4630000.0
6278,Berlin,primary,Berlin,Berlin,Germany,1276451290.0,DE,DEU,52.5218,13.4015,3406000.0
5734,Shanghai,admin,Shanghai,Shanghai,China,1156073548.0,CN,CHN,31.2165,121.4365,14987000.0
6536,Al Qāhirah,primary,Cairo,Cairo,Egypt,1818253931.0,EG,EGY,30.05,31.25,11893000.0
6323,Bavaria,minor,Hof,Hof,Germany,1276561363.0,DE,DEU,50.317,11.9167,56153.0
7810,Tōkyō,primary,Tokyo,Tokyo,Japan,1392685764.0,JP,JPN,35.685,139.7514,35676000.0
8106,Washington,,Redmond,Redmond,United States,1840019835.0,US,USA,47.6776,-122.1176,62458.0
4245,New South Wales,admin,Sydney,Sydney,Australia,1036074917.0,AU,AUS,-33.92,151.1852,4630000.0
1869,Braga,admin,Braga,Braga,Portugal,1620949401.0,PT,PRT,41.555,-8.4213,826833.0
7093,Attikí,primary,Athens,Athens,Greece,1300715560.0,GR,GRC,37.9833,23.7333,3242000.0
6600,Madrid,primary,Madrid,Madrid,Spain,1724616994.0,ES,ESP,40.4,-3.6834,5567000.0
5208,Nunavut,,Alert,Alert,Canada,1124921853.0,CA,CAN,82.4833,-62.25,125.0
5958,Beijing,primary,Beijing,Beijing,China,1156228865.0,CN,CHN,39.9289,116.3883,11106000.0
6323,Bavaria,minor,Hof,Hof,Germany,1276561363.0,DE,DEU,50.317,11.9167,56153.0
4221,Salzburg,admin,Salzburg,Salzburg,Austria,1040312147.0,AT,AUT,47.8105,13.04,206279.0
38,Amānat al ‘Āşimah,primary,Sanaa,Sanaa,Yemen,1887750814.0,YE,YEM,15.3547,44.2066,2008000.0
7822,Fukui,admin,Fukui,Fukui,Japan,1392897510.0,JP,JPN,36.0704,136.22,248707.0
5958,Beijing,primary,Beijing,Beijing,China,1156228865.0,CN,CHN,39.9289,116.3883,11106000.0
6280,Bavaria,admin,Munich,Munich,Germany,1276692352.0,DE,DEU,48.1299,11.575,1275000.0
330,Western,,Moratuwa,Moratuwa,Sri Lanka,1144324309.0,LK,LKA,6.7804,79.88,200000.0
5060,São Paulo,,Franca,Franca,Brazil,1076740256.0,BR,BRA,-20.53,-47.39,305041.0
6722,Île-de-France,minor,Versailles,Versailles,France,1250143827.0,FR,FRA,48.8005,2.1333,85416.0
67,North West,,Potchefstroom,Potchefstroom,South Africa,1710838885.0,ZA,ZAF,-26.6996,27.1,123669.0
6922,Wolverhampton,admin,Wolverhampton,Wolverhampton,United Kingdom,1826636841.0,GB,GBR,52.5833,-2.1333,
6323,Bavaria,minor,Hof,Hof,Germany,1276561363.0,DE,DEU,50.317,11.9167,56153.0
9298,Louisiana,,Central,Central,United States,1840023139.0,US,USA,30.5593,-91.0369,28529.0
3389,İstanbul,admin,Istanbul,Istanbul,Turkey,1792756324.0,TR,TUR,41.105,29.01,10061000.0
8419,West Virginia,,Princeton,Princeton,United States,1840006402.0,US,USA,37.3688,-81.0961,5962.0
8324,Wisconsin,,Weston,Weston,United States,1840038093.0,US,USA,44.8905,-89.5488,15092.0
7726,Lombardy,admin,Milan,Milan,Italy,1380724377.0,IT,ITA,45.47,9.205,2945000.0
6110,Zhejiang,admin,Hangzhou,Hangzhou,China,1156275243.0,CN,CHN,30.25,120.17,3007000.0
1422,Oslo,primary,Oslo,Oslo,Norway,1578324706.0,NO,NOR,59.9167,10.75,835000.0
4552,Flanders,minor,Gent,Gent,Belgium,1056062897.0,BE,BEL,51.03,3.7,444336.0
5958,Beijing,primary,Beijing,Beijing,China,1156228865.0,CN,CHN,39.9289,116.3883,11106000.0
6323,Bavaria,minor,Hof,Hof,Germany,1276561363.0,DE,DEU,50.317,11.9167,56153.0
3298,Mary,admin,Mary,Mary,Turkmenistan,1795413265.0,TM,TKM,37.6,61.8333,178708.0
6269,"Praha, Hlavní Město",primary,Prague,Prague,Czechia,1203744823.0,CZ,CZE,50.0833,14.466,1162000.0
6314,Baden-Württemberg,minor,Karlsruhe,Karlsruhe,Germany,1276923210.0,DE,DEU,49.0,8.4,377487.0
432,Luxembourg,primary,Luxembourg,Luxembourg,Luxembourg,1442262731.0,LU,LUX,49.6117,6.13,107260.0
6314,Baden-Württemberg,minor,Karlsruhe,Karlsruhe,Germany,1276923210.0,DE,DEU,49.0,8.4,377487.0
6600,Madrid,primary,Madrid,Madrid,Spain,1724616994.0,ES,ESP,40.4,-3.6834,5567000.0
10318,California,,Berkeley,Berkeley,United States,1840018914.0,US,USA,37.8723,-122.276,121240.0
789,Ségou,minor,San,San,Mali,1466198810.0,ML,MLI,13.3004,-4.9,41386.0
11380,Iowa,,Spencer,Spencer,United States,1840000381.0,US,USA,43.1469,-95.1533,10859.0
7652,Kermān,admin,Kerman,Kerman,Iran,1364554896.0,IR,IRN,30.3,57.08,577514.0
7810,Tōkyō,primary,Tokyo,Tokyo,Japan,1392685764.0,JP,JPN,35.685,139.7514,35676000.0
5958,Beijing,primary,Beijing,Beijing,China,1156228865.0,CN,CHN,39.9289,116.3883,11106000.0
7847,Ōsaka,admin,Ōsaka,Osaka,Japan,1392419823.0,JP,JPN,34.75,135.4601,11294000.0
6323,Bavaria,minor,Hof,Hof,Germany,1276561363.0,DE,DEU,50.317,11.9167,56153.0
7711,Trentino-Alto Adige,admin,Trento,Trento,Italy,1380953307.0,IT,ITA,46.0804,11.12,107808.0
6323,Bavaria,minor,Hof,Hof,Germany,1276561363.0,DE,DEU,50.317,11.9167,56153.0
7810,Tōkyō,primary,Tokyo,Tokyo,Japan,1392685764.0,JP,JPN,35.685,139.7514,35676000.0
6331,Saxony,minor,Chemnitz,Chemnitz,Germany,1276519956.0,DE,DEU,50.83,12.92,302643.0
2789,Stockholm,primary,Stockholm,Stockholm,Sweden,1752425602.0,SE,SWE,59.3508,18.0973,1264000.0
4551,Wallonia,minor,Mons,Mons,Belgium,1056836704.0,BE,BEL,50.446,3.939,91277.0
5958,Beijing,primary,Beijing,Beijing,China,1156228865.0,CN,CHN,39.9289,116.3883,11106000.0
8010,Seoul,primary,Seoul,Seoul,"Korea, South",1410836482.0,KR,KOR,37.5663,126.9997,9796000.0
2809,,primary,Singapore,Singapore,Singapore,1702341327.0,SG,SGP,1.293,103.8558,5183700.0
6939,York,admin,York,York,United Kingdom,1826149980.0,GB,GBR,53.9704,-1.08,158947.0
11502,Arizona,,Tucson,Tucson,United States,1840022101.0,US,USA,32.1558,-110.8777,860333.0
9134,Texas,,Dallas,Dallas,United States,1840019440.0,US,USA,32.7938,-96.7659,5634307.0
