"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"An application of maintaining constant grounding resistance of renewable energy sources by using a dspic","I. Colak; I. Garip; F. Issi","Electrical and Electronics Engineering Department, Faculty of Technology, Gazi University, Turkey; Turkish Radio and Television Corporation, Turkey; Cankiri Karatekin University, Vocational College, Department of Electronics and Automation, Turkey","2014 Ninth International Conference on Ecological Vehicles and Renewable Energies (EVER)","","2014","","","1","6","Grounding systems are able to provide necessary safety for electrical equipment under lightning. However, these systems will be negatively affected by external factors such as climate changes and technical requirements for photovoltaic and wind systems in the future. In order to prevent negative effects on the system created by high voltage leaking, grounding resistance has to be checked periodically. High voltages on the electrical devices can cause possible intolerable problems when periodic checking is ignored. This study constitutes an important area in safety standards and applications. The purpose of this study is to measure the grounding resistance at short periods of time continuously to keep it constant at certain value. Hence, obtained grounding resistance value based on grounding standards on power plants is preserved. Moreover, necessary protection for Photo voltaic systems, people and equipment is provided automatically. Finally, experimental results show that the grounding resistance is monitored and kept as constant by the system designed.","","978-1-4799-3787-5978-1-4799-3786","10.1109/EVER.2014.6844063","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6844063","grounding resistance;soil resistivity;constant grounding resistance;renewable energy sources","Grounding;Resistance;Electrical resistance measurement;Current measurement;Voltage measurement;Soil;Inverters","earthing;photovoltaic power systems;renewable energy sources;wind power plants","power plants;electrical devices;high voltage leaking;wind systems;photovoltaic systems;grounding systems;Dspic;renewable energy sources;grounding resistance","","","","22","","","","","IEEE","IEEE Conferences"
"Analysis of the coreless transformer in wireless battery vehicle charger","I. Jabri; F. Ghodbane; A. Bouallegue; A. Khedher","Electrical Systems Laboratory (LSE), University of Elmanar, Tunisia; Electrical Systems Laboratory (LSE), University of Elmanar, Tunisia; Advanced Systems in Electrical Engineering Laboratory (SAGE), University of Sousse, Tunisia; Renewable Energies and Electric Vehicles (RELEV), University of Sfax, Tunisia","2014 Ninth International Conference on Ecological Vehicles and Renewable Energies (EVER)","","2014","","","1","6","This paper mainly concentrates on development of fundamental theory associated to wireless power transfer application, specifically the wireless battery charger of electric vehicles. The primary core of the coreless transformer is integrated in the charger unit and the secondary core in the electric vehicle. In order to reach efficient power transfer through a large air gap between the windings of the wireless power transfer transformer, the principle of coupling magnetic resonance is used. Analysis of wireless charger battery coreless transformer of electric vehicle is performed through several simple and accurate expressions linked to the electric modeling. A capacitive compensation in primary and secondary winding is added to enhance the power transfer capability offering four topology cases (Parallel-Parallel, Series-Series, Series-Parallel, and Parallel-Series). Simulation results are performed for each case to compare their performances. The study shows the dominance of the Series-Parallel topology in energy efficiency point of view and thus the transmitted power yield over the same distance.","","978-1-4799-3787-5978-1-4799-3786","10.1109/EVER.2014.6844054","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6844054","wireless battery charger;electric vehicle;coreless transformer;compensation topology;power efficiency","Topology;Couplings;Transformer cores;Wireless communication;Impedance;Inductance;Vehicles","battery chargers;battery powered vehicles;power transformers;transformer windings","wireless battery vehicle charger;wireless power transfer;electric vehicles;charger unit;secondary core;air gap;windings;wireless power transfer transformer;coupling magnetic resonance;wireless charger battery coreless transformer;electric modeling;capacitive compensation;primary winding;secondary winding;power transfer capability;series-parallel topology;parallel-series topology;parallel-parallel topology;series-series topology","","5","","10","","","","","IEEE","IEEE Conferences"
"Range extender vehicle concept based on high temperature Polymer Electrolyte Membrane Fuel Cell","D. Dickinson; M. Nasri","German Aerospace Center (DLR), Institute of Vehicle Concepts, Pfaffenwaldring 38-40, 70569 Stuttgart, Germany; German Aerospace Center (DLR), Institute of Vehicle Concepts, Pfaffenwaldring 38-40, 70569 Stuttgart, Germany","2014 Ninth International Conference on Ecological Vehicles and Renewable Energies (EVER)","","2014","","","1","7","Battery electric vehicles that would be suitable for urban traffic as well as for longer distances will be equipped with a range extender (REX). In this range extender vehicle concept, the powertrain is driven mainly by the high performance li-ion battery added by a HT-PEFC (Polymer Electrolyte Membrane Fuel Cell). The on-board fuel cell range extender serves as an additional energy source, which charges the high performance battery during the trip especially in a long distance trip. On the basis of existing system models, such as fuel cell and battery, a complete vehicle model is been developed with the help of the AlternativeVehicles library [1], especially the thermal model has been extended and parameterized. For the thermal coupling between the high-temperature fuel cell and the hydrogen storage, a high temperature cooling circuit is modeled. The battery temperature control is represented in the model by means of a low-temperature cooling circuit. Considered the challenges that are now placed on modern cars, several scenarios such as cold start and warm-up phase are been created. For these scenarios, suitable operating strategies can be developed and integrated into the overall vehicle model. Based on various driving cycles, the thermal and electrical behavior of the overall system is investigated.","","978-1-4799-3787-5978-1-4799-3786","10.1109/EVER.2014.6844106","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6844106","High temperature fuel cells;on-board recharge;range extender;alternative drive concept;hybrid electric vehicle;total vehicle simulation","Batteries;Fuel cells;Vehicles;Integrated circuit modeling;Heating;Cooling;Temperature distribution","battery powered vehicles;hybrid electric vehicles;proton exchange membrane fuel cells;secondary cells;temperature control","range extender vehicle concept;high temperature polymer electrolyte membrane fuel cell;battery electric vehicles;powertrain;Li-ion battery;HT-PEFC;complete vehicle model;AlternativeVehicles library;thermal model;thermal coupling;high-temperature fuel cell;hydrogen storage;high temperature cooling circuit;battery temperature control;cold start;warm-up phase","","7","","9","","","","","IEEE","IEEE Conferences"
"Thermal management of fuel cell-driven vehicles using HT-PEM and hydrogen storage","M. Nasri; D. Dickinson","German Aerospace Center (DLR), Institute of Vehicle Concepts, Pfaffenwaldring 38-40, 70569, Stuttgart, Germany; German Aerospace Center (DLR), Institute of Vehicle Concepts, Pfaffenwaldring 38-40, 70569, Stuttgart, Germany","2014 Ninth International Conference on Ecological Vehicles and Renewable Energies (EVER)","","2014","","","1","6","A battery electric vehicle equipped with a range extender is a suitable solution for both urban and long-distance traffic. Compared with the internal combustion engine-powered range extender the fuel cell range extender is a zero emission solution and has been investigated for many years. In this work a system for hydrogen storage for the heating and cooling of a high temperature polymer membrane fuel cell range extender itself using a metal-hydride storage tank [1] is investigated. In order to survey the suitability of this system for electric vehicles, an overall vehicle simulation model using the AlternativeVehicles library [2] is developed. Taking into consideration the challenges that are now placed on modern cars, several scenarios such as cold start and normal operation are created. For these scenarios suitable operating strategies are developed and integrated into the overall vehicle model. Based on various driving cycles the thermal and electrical behavior of the thermally coupled high temperature polymer membrane fuel cell and the metal-hydride storage tank is investigated.","","978-1-4799-3787-5978-1-4799-3786","10.1109/EVER.2014.6844107","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6844107","range extender;fuel cell;thermal management;operating strategies;electric vehicle;metal-hydride storage","Fuel cells;Heating;Hydrogen;Coolants;Integrated circuit modeling;Vehicles;Temperature distribution","battery powered vehicles;fuel cell vehicles;hydrogen storage;proton exchange membrane fuel cells","thermal management;fuel cell-driven vehicles;HT-PEM;hydrogen storage;battery electric vehicle;urban traffic;long-distance traffic;internal combustion engine-powered range extender;zero-emission solution;high-temperature polymer membrane fuel cell range extender;metal-hydride storage tank;vehicle simulation model;AlternativeVehicles library;cars;cold start;normal operation;vehicle model;driving cycles;thermal behavior;electrical behavior;thermally-coupled high-temperature polymer membrane fuel cell;cooling;heating","","3","","9","","","","","IEEE","IEEE Conferences"
"Dynamic MEC modeling of claw pole alternators","D. Elloumi; A. Ibala; R. Rebhi; A. Masmoudi","Research Laboratory on Renewable Energies and Electric Vehicles, Sfax Engineering School, Tunisia; Research Laboratory on Renewable Energies and Electric Vehicles, Sfax Engineering School, Tunisia; Research Laboratory on Renewable Energies and Electric Vehicles, Sfax Engineering School, Tunisia; Research Laboratory on Renewable Energies and Electric Vehicles, Sfax Engineering School, Tunisia","2014 Ninth International Conference on Ecological Vehicles and Renewable Energies (EVER)","","2014","","","1","6","The paper is devoted to the modeling of a claw pole alternator (CPA) following the introduction of a new magnetic equivalent circuit (MEC) which takes into account the variation of the rotor position, leading to the so-called “dynamic MEC”. The proposed model considers both linear and saturated behaviors of the magnetic circuit. A special attention is paid to the modeling of the leakage fluxes. A dedicated numerical procedure based on the Newton-Raphson algorithm has been developed for the resolution of the proposed dynamic MEC. A comparison between the results predicted by the dynamic MEC, under no-load operation, and those of experimental tests carried out on CPA test bench, has led to a good agreement.","","978-1-4799-3787-5978-1-4799-3786","10.1109/EVER.2014.6844016","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6844016","Claw pole alternator;dynamic magnetic equivalent circuit;leakage flux;saturation;Newton-Raphson algorithm;back-EMF;no-load characteristic","Saturation magnetization;Indium tin oxide;Vectors","alternators;equivalent circuits;magnetic circuits;Newton-Raphson method","dynamic MEC modeling;claw pole alternators;CPA;magnetic equivalent circuit;rotor position variation;leakage fluxes modeling;Newton-Raphson algorithm;no-load operation","","","","8","","","","","IEEE","IEEE Conferences"
"Graphical investigation of the induction motor rotor cage currents under faulty operation","A. Mesbeh; M. Jarboui; A. Masmoudi","Resarch Laboratery on Renewable Energies and Electric Vehicles, University of Sfax, Sfax Engineering National School, P.O. Box 1137, 3038, Tunisia; Resarch Laboratery on Renewable Energies and Electric Vehicles, University of Sfax, Sfax Engineering National School, P.O. Box 1137, 3038, Tunisia; Resarch Laboratery on Renewable Energies and Electric Vehicles, University of Sfax, Sfax Engineering National School, P.O. Box 1137, 3038, Tunisia","2014 Ninth International Conference on Ecological Vehicles and Renewable Energies (EVER)","","2014","","","1","9","The paper is aimed at an investigation of the effects of different faulty scenarios on the induction motor (IM) operation with emphasis on the currents in the rotor bars and end rings. To do so, the modeling of the IM followed by a graphical representation-based analysis of the rotor steady-state currents is treated in a first step. Then, a case study is considered in order to investigate the faulty operation of the IM with a focus on the rotor cage currents. It has been found that the rotor faults greatly affect the currents in the bars and in the end rings both in amplitude and in harmonic content. These vary according to the relative positions with respect to the fault such that: (i) the currents in the bars adjacent to the faulty one(s) have the highest amplitudes with the lowest harmonic content, and (ii) the ones in the ring portions adjacent to the faulty one have the lowest amplitudes with the highest harmonic content.","","978-1-4799-3787-5978-1-4799-3786","10.1109/EVER.2014.6844076","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6844076","squirrel cage induction motor;modeling;steady-state operation;phasor diagram of the rotor currents;healthy operation;faulty operation;simulation","Rotors;Bars;Niobium;Stator windings;Harmonic analysis;Equations","induction motors;rotors","induction motor rotor cage currents;faulty operation;rotor bars;end rings;graphical representation-based analysis;rotor steady-state currents;harmonic content","","1","","17","","","","","IEEE","IEEE Conferences"
"Torque production improvement of a five phase fractional-slot PM machine under faulty operation","H. Rebaii; I. Abdennadher; A. Masmoudi","Resarch Laboratery on Renewable Energies and Electric Vehicles, University of Sfax, Sfax Engineering National School, P.O. Box 1137, 3038, Tunisia; Resarch Laboratery on Renewable Energies and Electric Vehicles, University of Sfax, Sfax Engineering National School, P.O. Box 1137, 3038, Tunisia; Resarch Laboratery on Renewable Energies and Electric Vehicles, University of Sfax, Sfax Engineering National School, P.O. Box 1137, 3038, Tunisia","2014 Ninth International Conference on Ecological Vehicles and Renewable Energies (EVER)","","2014","","","1","7","The paper deals with several approach to recover the torque production capability of a five phase double-layer fractional-slot PM machine under faulty operation. The considered fault is an open-circuit coil in a given phase. The application of the star of slots approach has led to three locally grouped coils per phase, which represents a crucial benefit with respect to their re-arrangement in case of a failure. In a first step, the mean futures, such as the phase back-EMFs and the electromagnetic torque, are computed by FEA under healthy operation, and are taken as references. Then, they are investigated, under a faulty coil, for different approaches to recover the torque production capability. These concern (i) the re-arrangement of the armature winding, and (ii) the readjustment of the machine current supply. A comparison of the potentialities of the torque recovery approaches has clearly highlight the superiority of the one consisting in the re-adjustment of the current initial phases, in an attempt to equilibrate the resulting air gap MMF.","","978-1-4799-3787-5978-1-4799-3786","10.1109/EVER.2014.6844078","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6844078","five phase fractional-slot PM machines;star of slots approach;healthy/faulty operation;back-EMF harmonic content;electromagnetic torque recovery;rearrangement of the armature winding;re-adjustment of the current supply","Coils;Torque;Harmonic analysis;Windings;Production;Stator windings","finite element analysis;machine windings;permanent magnet machines;torque","torque production improvement;faulty operation;five phase double-layer fractional-slot PM machine;open-circuit coil;locally grouped coils;phase back-EMF;electromagnetic torque;FEA;faulty coil;armature winding;machine current supply;torque recovery approaches;air gap MMF","","","","8","","","","","IEEE","IEEE Conferences"
"Permanent magnets radial generator with double rotor for making use of wave energy for maritime signaling buoys","V. d. A. Neumann; R. P. Homrich","Department of Electrical Engineering, Federal Institute Sul-rio-grandense - IfSul, Pelotas, Brasil; Department of Electrical Engineering, Federal University of Rio Grande do Sul - UFRGS, Porto Alegre, Brasil","2014 Ninth International Conference on Ecological Vehicles and Renewable Energies (EVER)","","2014","","","1","4","This article presents the design of a electromechanical energy conversion composed by an electromagnetic device that uses a maritime buoy vertical oscillation as a source of prime energy to feed a flashing system of a signaling buoy called eclipsor. The eclipsor's load curve is obtained and the input power is calculated. The construction of a radial permanent magnets brushless, slotless, double-rotor generator is proposed. The rotor motion is provided by its mass decentralization that is resonant with the wave's motion. The double rotor increases the machine's magnetic loadability needed to work in a very slow driving speed.","","978-1-4799-3787-5978-1-4799-3786","10.1109/EVER.2014.6844146","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6844146","Permanent Magnets Machines;Signaling maritime buoys;Electromechanical energy conversion","Generators;Coils;Magnetic cores;Permanent magnets;Rotors;Magnetic resonance;Computational modeling","direct energy conversion;marine vehicles;permanent magnet generators;rotors;signalling","permanent magnet radial generator;double rotor;wave energy;maritime signaling buoy;electromechanical energy conversion design;electromagnetic device;maritime buoy vertical oscillation;eclipsor;radial permanent magnets brushless generator;slotless generator;double-rotor generator","","","","7","","","","","IEEE","IEEE Conferences"
"Design and safety considerations of interoperable wireless charging system for automotive","G. Ombach","QUALCOMM CDMA Technologies GmbH, CAMPUS M - BUSINESS PARK, Hollerithstra&#x00DF;e 7a, 81829 M&#x00FC;nchen, Germany","2014 Ninth International Conference on Ecological Vehicles and Renewable Energies (EVER)","","2014","","","1","4","This paper presents a brief overview about wireless charging technology developed for electric and plugin hybrid vehicles. Presented technology is a complete solution which includes power transfer, foreign object detection, live objects protection and required communication capabilities. Developed technology is very flexible, easy to use and can be easily adopted for various cars. Used multi-coil topology guarantee interoperable solution with various other topologies like e.g.: circular and solenoid.","","978-1-4799-3787-5978-1-4799-3786","10.1109/EVER.2014.6844157","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6844157","inductive power transfer -IPT;interoperable multi-coil;wireless electric vehicle charging - WEVC;electric vehicle - EV;plugin hybrid electric vehicle - PHEV;foreign object detection - FOD;live object protection -LOP","Vehicles;Coils;Inductive charging;Automotive engineering;Object detection;Wireless communication;Topology","automobiles;electric vehicles;inductive power transmission","interoperable wireless charging system;plugin hybrid vehicles;electric vehicles;power transfer;foreign object detection;live objects protection;required communication capabilities;multicoil topology","","9","","12","","","","","IEEE","IEEE Conferences"
"Doubly-fed induction motors for electric vehicle propulsion","M. Schael; C. Sourkounis","Ruhr-University Bochum, Institute of Power Systems Technology and Power Mechatronics, 44780, Germany; Ruhr-University Bochum, Institute of Power Systems Technology and Power Mechatronics, 44780, Germany","2014 Ninth International Conference on Ecological Vehicles and Renewable Energies (EVER)","","2014","","","1","7","This paper presents a concept for the usage of two distributed doubly-fed induction machines in an electric vehicle. The underlying motion model is shown and the general necessity for the usage of an electric differential for the powertrain is explained and simulation results are presented. Using this concept, the mechanical differential gear can be effectively replaced and synchronisation problems as existing with other electric differential solutions can be reduced.","","978-1-4799-3787-5978-1-4799-3786","10.1109/EVER.2014.6844098","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6844098","electric vehicle;electric differential;doubly-fed induction motor;power train","Mechanical power transmission","electric propulsion;electric vehicles;induction motors;machine control;power transmission (mechanical);vehicle dynamics","doubly fed induction motor;electric vehicle propulsion;electric differential;powertrain","","","","8","","","","","IEEE","IEEE Conferences"
