"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"“Reducing the energy consumption for comfort and thermal conditioning in EVs”","A. Steiner; A. Mladek","Virtual Vehicle Research Center, Inffeldgasse 21a, Graz, Austria; Virtual Vehicle Research Center, Inffeldgasse 21a, Graz, Austria","2017 Twelfth International Conference on Ecological Vehicles and Renewable Energies (EVER)","","2017","","","1","4","One of the biggest barriers towards large scale adoption of electric and plug-in hybrid cars is still range limitation due to limited storage capacity of electric batteries. The air conditioning system for passenger comfort and the thermal conditioning system (battery and powertrain) are main auxiliary consumers in EVs with respect to energy consumption. Therefore, the Horizon 2020 project ""OPTEMUS"" proposes to tackle this bottleneck by leveraging low energy consumption and energy harvesting through a holistic vehicle-occupant-centred approach. This manuscript presents the approach of the project and first simulation results of the air conditioning system including a heat pump. This system is capable of using the ambient air or a preconditioned battery as heat source.","","978-1-5386-1692-5978-1-5386-1691-8978-1-5386-1693","10.1109/EVER.2017.7935949","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7935949","electric vehicle;passenger comfort;thermal conditioning;heat pump system;battery as heat source","Batteries;Heat pumps;Atmospheric modeling;Energy consumption;Resistance heating;Integrated circuit modeling","energy consumption;hybrid electric vehicles","energy consumption;thermal conditioning;EV;air conditioning system;passenger comfort;thermal conditioning system;OPTEMUS;holistic vehicle-occupant-centred approach;heat pump;heat source","","3","","3","","","","","IEEE","IEEE Conferences"
"New climate-control units for more energy-efficient Electric Vehicles: The innovative Three-Fluids Combined Membrane Contactor","C. Isetti; E. Nannei; S. Lazzari; S. Hariri; O. Iliev; T. Prill","TICASS scrl, Innovative Technologies for Environmental Control and Sustainable Development, Via B. Bosco, 57/4 - 16121 Genoa, Italy; TICASS scrl, Innovative Technologies for Environmental Control and Sustainable Development, Via B. Bosco, 57/4 - 16121 Genoa, Italy; Department of Architecture and Design (DAD), University of Genoa, Stradone S. Agostino, 37 - 16123, Italy; Department of Architecture and Design (DAD), University of Genoa, Stradone S. Agostino, 37 - 16123, Italy; Fraunhofer-ITWM, Fraunhofer-Platz, 1 - 67663, Kaiserslautern, Germany; Fraunhofer-ITWM, Fraunhofer-Platz, 1 - 67663, Kaiserslautern, Germany","2017 Twelfth International Conference on Ecological Vehicles and Renewable Energies (EVER)","","2017","","","1","5","This paper describes the work in progress in the XERIC project, funded within the Horizon 2020 EU program, which is aimed at building and testing a new climate-control system. The latter integrates a vapour compression cycle with a liquid desiccant cycle to increase Battery Electric Vehicles autonomy thanks to its increased energy efficiency. The modeling activity carried out on the design of an innovative Three-Fluids Combined Membrane Contactor (3F-CMC) and on the development of a lumped-parameters model to predict the 3F-CMC performance is described. The physical assumptions considered in the lumped-parameters model are presented. Results of 2D and 3D numerical heat and mass transfer simulations are used to get input data for the lumped code. The effect of air spacer design on the overall component performance is presented.","","978-1-5386-1692-5978-1-5386-1691-8978-1-5386-1693","10.1109/EVER.2017.7935951","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7935951","XERIC project;Three-Fluids Combined Membrane Contactors;hybrid AC systems;mobile air conditioning;liquid desiccant air handling","Heat transfer;Refrigerants;Atmospheric modeling;Numerical models;Solid modeling;Fluids;Mathematical model","air conditioning;battery powered vehicles;contactors;energy conservation;mass transfer","climate-control units;more energy-efficient electric vehicles;three-fluids combined membrane contactor;XERIC project;Horizon 2020 EU program;vapour compression cycle;liquid desiccant cycle;battery electric vehicles;3F-CMC;mass transfer simulations","","2","","7","","","","","IEEE","IEEE Conferences"
"Advancing energy efficient early-stage vehicle design through inclusion of end-of-life phase in the life cycle energy optimisation methodology","M. Jank; C. J. O'Reilly; P. Göransson; R. J. Baumgartner; J. Schöggl; J. Potting","KTH Royal Institute of Technology, The Centre for ECO2 Vehicle Design at KTH, Aeronautical and Vehicle Engineering Department, Teknikringen 8, SE-100 44, Stockholm, Sweden; KTH Royal Institute of Technology, The Centre for ECO2 Vehicle Design at KTH, Aeronautical and Vehicle Engineering Department, Teknikringen 8, SE-100 44, Stockholm, Sweden; KTH Royal Institute of Technology, The Centre for ECO2 Vehicle Design at KTH, Aeronautical and Vehicle Engineering Department, Teknikringen 8, SE-100 44, Stockholm, Sweden; University of Graz, Institute of System Sciences, Innovation and Sustainability Research, Merangasse 18/1, A-8010, Austria; University of Graz, Institute of System Sciences, Innovation and Sustainability Research, Merangasse 18/1, A-8010, Austria; PBL Netherlands Environmental Assessment Agency, Bezuidenhutseweg 30, NL-2594 AV, Den Haag, Netherlands","2017 Twelfth International Conference on Ecological Vehicles and Renewable Energies (EVER)","","2017","","","1","9","Environmentally-friendly energy-efficient vehicles are an important contributor to meet future global transportation needs. To minimise the environmental impact of a vehicle throughout its entire life cycle, the life cycle energy optimisation (LCEO) methodology has been proposed. Using the proxy of life cycle energy, this methodology balances the energy consumption of vehicle production, operation and end-of-life scenarios. The overall aim is to design a vehicle where life cycle energy is at a minimum. While previous work only included vehicle production and operation, this paper aims at advancing the LCEO methodology by including an end-of-life phase. A simplified design study was conducted to illustrate how vehicle design changes when end-of-life treatment is included. Landfilling, incineration and recycling have been compared as end-of-life treatments, although the focus was put on recycling. The results reveal that the optimal design not only changes with the inclusion of an end-of-life phase but it changes with specific end-of-life treatment.","","978-1-5386-1692-5978-1-5386-1691-8978-1-5386-1693","10.1109/EVER.2017.7935888","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7935888","Life cycle energy;end-of-life;early-stage vehicle design;optimisation;functional conflicts","Biological system modeling;Recycling;Production","automobiles;design for environment;energy conservation;energy consumption;environmental legislation;incineration;optimisation;recycling","energy efficient early-stage vehicle design;end-of-life phase;life cycle energy optimisation methodology;LCEO methodology;environmentally-friendly energy-efficient vehicles;vehicle environmental impact;vehicle production energy consumption;landfilling;incineration;recycling","","","","33","","","","","IEEE","IEEE Conferences"
"Impact of battery ageing on e-mobility energy efficiency","E. Redondo-Iglesias; P. Venet; S. Pelissier","Univ Lyon, IFSTTAR, AME, LTE, 69675 Bron Cedex, France; Univ Lyon, Université Lyon 1, AMPERE UMR CNRS 5005, 69622 Villeurbanne Cedex, France; Univ Lyon, IFSTTAR, AME, LTE, 69675 Bron Cedex, France","2017 Twelfth International Conference on Ecological Vehicles and Renewable Energies (EVER)","","2017","","","1","6","This paper focuses on energy efficiency degradation of two lithium-ion technologies, NMC (Nickel Manganese Cobalt) and LFP (Lithium Iron Phosphate), under accelerated calendar ageing tests. Results reveal the importance of considering battery ageing in the design phase of electric vehicles, not only for capacity but also for energy efficiency reasons.","","978-1-5386-1692-5978-1-5386-1691-8978-1-5386-1693","10.1109/EVER.2017.7935882","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7935882","Energy efficiency;Energy storage systems;Lithium-ion batteries;Accelerated Ageing;Calendar Ageing","","ageing;battery powered vehicles;energy conservation;life testing;secondary cells","battery ageing;e-mobility energy efficiency;energy efficiency degradation;lithium-ion technologies;nickel manganese cobalt;lithium iron phosphate;ageing tests;LiFeP;NiMnCo","","2","","20","","","","","IEEE","IEEE Conferences"
"3D FEA-based design of an iron-assisted quasi-Halbach segmented PM T-LSM","M. W. Zouaghi; I. Abdennadher; A. Masmoudi","Research Laboratory on Renewable Energies and Electric Vehicles (RELEV), University of Sfax, Sfax Engineering National School, P.O. Box 1137, 3038, Tunisia; Research Laboratory on Renewable Energies and Electric Vehicles (RELEV), University of Sfax, Sfax Engineering National School, P.O. Box 1137, 3038, Tunisia; Research Laboratory on Renewable Energies and Electric Vehicles (RELEV), University of Sfax, Sfax Engineering National School, P.O. Box 1137, 3038, Tunisia","2017 Twelfth International Conference on Ecological Vehicles and Renewable Energies (EVER)","","2017","","","1","6","The paper is devoted to a 3D finite element analysis (FEA)-based design and feature investigation of tubular-linear synchronous machines (T-LSMs) equipped with iron-assisted mover with segmented quasi-Halbach magnetized permanent magnets (PMs). The mover design-sizing procedure is initiated by an investigation of the influences of the width and the height of the iron rings, on the maximum value of the phase flux linkages and the peak-to-peak cogging force. This enables the selection of a set of parameters achieving a high phase flux linkage with reduced cogging force. In order to highlight the effectiveness of the proposed concept, its comparison with the case of an ironless mover its carried out, with emphasis on the no-load features. A 50% increase of the amplitude of the fundamental back-EMF is gained thanks to the included iron rings in the mover.","","978-1-5386-1692-5978-1-5386-1691-8978-1-5386-1693","10.1109/EVER.2017.7935959","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7935959","Tubular-linear PM synchronous machine;quasi-Halbach PMs;quasi-radially magnetized PMs;iron-assisted mover;phase flux linkages;cogging force;3D FEA investigation","Iron;Magnetic flux;Couplings;Force;Forging;Magnetic circuits;Air gaps","finite element analysis;linear motors;synchronous motors","3D FEA-based design;iron-assisted quasi-Halbach segmented PM T-LSM;3D finite element analysis;tubular-linear synchronous machines;iron-assisted mover;segmented quasi-Halbach magnetized permanent magnets;mover design-sizing procedure;peak-to-peak cogging force;high phase flux linkage;ironless mover;iron rings","","","","4","","","","","IEEE","IEEE Conferences"
"Low energy heating system based on Joule effect: JOSPEL project","V. G. Aragonés; B. G. Galiana; C. B. Diéguez; M. d. D. Álvarez; D. Calabuig; A. Cabanes","AIMPLAS Plastic Technology Centre, Parc Tecnologic, Gustave Eiffel, 2, 46980 Paterna (Valencia), Spain; AIMPLAS Plastic Technology Centre, Parc Tecnologic, Gustave Eiffel, 2, 46980 Paterna (Valencia), Spain; CTAG Automotive Technology Centre of Galicia, Polígono Industrial A Granxa, 36400 Porriño (Pontevedra), Spain; CTAG Automotive Technology Centre of Galicia, Polígono Industrial A Granxa, 36400 Porriño (Pontevedra), Spain; Durplastic, Z.I. Les Molines, s/n, 03450 Bañeres (Alicante), Spain; Durplastic, Z.I. Les Molines, s/n, 03450 Bañeres (Alicante), Spain","2017 Twelfth International Conference on Ecological Vehicles and Renewable Energies (EVER)","","2017","","","1","3","JOSPEL project aims to develop a novel energy efficient climate system for the optimization of interior temperature control management in electrical vehicles through an integrated approach that combines the application of the thermoelectric Joule and Peltier effect, the development of an efficient insulation of the vehicle interior, the energy recovery from heat zones, battery life increase duration enhancement as a side effect of thermal management, battery consumption reduction by Peltier cooling integration, innovative automated and eco-driving strategies and finally, the electronic control of power flows.","","978-1-5386-1692-5978-1-5386-1691-8978-1-5386-1693","10.1109/EVER.2017.7935953","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7935953","Joule effect;conductive plastic;conductive fabric;energy efficiency","Fabrics;Resistance heating;Plastics;Cooling;Batteries;Coatings","electric vehicles;heat systems;Peltier effect;thermal management (packaging)","low energy heating system;Joule effect;JOSPEL project;energy efficient climate system;interior temperature control management optimization;electrical vehicles;thermoelectric Joule;Peltier effect;energy recovery;heat zones;thermal management;battery consumption reduction;Peltier cooling integration;eco-driving strategies;electronic control;power flows","","","","3","","","","","IEEE","IEEE Conferences"
"Design and experiments of a test equipment for hybrid and electric vehicle drivetrains","F. Marignetti; D. D'Aguanno; G. Volpe","Department of Electrical and Information Engineering, University of Cassino and Southern Lazio, Via Gaetano di Biasio, 43, 03043, Italy; Department of Electrical and Information Engineering, University of Cassino and Southern Lazio, Via Gaetano di Biasio, 43, 03043, Italy; Department of Electrical and Information Engineering, University of Cassino and Southern Lazio, Via Gaetano di Biasio, 43, 03043, Italy","2017 Twelfth International Conference on Ecological Vehicles and Renewable Energies (EVER)","","2017","","","1","6","With the increase in the production of electric and hybrid vehicles, testing electric drivetrains for performance assessment has become a key factor in the automotive industry. An alternative to the installation of the drivetrain on the real vehicle, is represented by the emulation of performances with a real-time controlled test bench. The paper proposes a test rig for half a bus, which is able to reproduce the real operating conditions of driving during a driving cycle. The test rig is able to emulate slope, adhesion conditions, weather conditions by suitably commanding a load generator/motor drive. The paper explains the test rig architecture and the software implemented in the real time data acquisition and control platform. The drivetrain of an electric bus is tested using the proposed test bench. The results compare the performances of the selected drivetrain for the electric bus in different road/wheel adhesion conditions.","","978-1-5386-1692-5978-1-5386-1691-8978-1-5386-1693","10.1109/EVER.2017.7935902","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7935902","Electric Vehicle;Hybrid Vehicle;Powertrain;Electric Drive;Test Bench;Diagnostics","Load modeling;Production","automobiles;electric drives;hybrid electric vehicles;test equipment;traction motor drives","test equipment;hybrid electric vehicle drivetrain;electric vehicle drivetrain;electric drivetrain testing;automotive industry;driving cycle;weather conditions;adhesion conditions;load generator-motor drive;test rig architecture;real time data acquisition and control platform;electric bus drivetrain;road-wheel adhesion conditions","","2","","9","","","","","IEEE","IEEE Conferences"
"Battery concept to minimize the climate-related reduction of electric vehicles driving range","G. Mimberg; C. Massonet","ika RWTH Aachen University, Steinbachstr. 7, 52074, Germany; ika RWTH Aachen University, Steinbachstr. 7, 52074, Germany","2017 Twelfth International Conference on Ecological Vehicles and Renewable Energies (EVER)","","2017","","","1","4","The limited driving range of EVs can highly vary due to the influence of ambient conditions. Recent studies report driving range reductions up to 33 % in extreme heat and up to 60 % in extreme cold conditions. Furthermore, long recharging times of the battery limit the convenient operating range of EVs. Using a holistic energy management approach for electric vehicles, the EU-funded Horizon 2020 project “OPTEMUS” is aiming to develop battery modules that fit smoothly into the build-in volume of a state-of-the-art A-segment electric vehicle and addresses the target of counterbalancing ambient influences in order to increase driving range in extreme weather conditions and enhance battery lifetime. By using Phase Change Materials (PCM) in the battery, the amount of latent heat that can be stored in the battery is increased in order to increase the thermal stability of the battery. Advanced thermal management functions enable thermal charging and discharging of the battery as well as intelligent routing of thermal energy and usage of the stored thermal energy for passenger comfort.","","978-1-5386-1692-5978-1-5386-1691-8978-1-5386-1693","10.1109/EVER.2017.7935948","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7935948","electric vehicle;battery thermal management;phase change material;battery as thermal storage;heat pump system","Batteries;Phase change materials;Discharges (electric);Water heating;Thermal management;Heat pumps","battery powered vehicles;climate mitigation;phase change materials;thermal stability","thermal discharging;thermal charging;thermal management functions;thermal stability;battery lifetime;PCM;phase change materials;OPTEMUS;electric vehicles driving range;climate-related reduction;battery concept","","1","","1","","","","","IEEE","IEEE Conferences"
"Fault isolation in DC networks supplying electric vehicles","M. Brenna; D. Zaninelli; G. C. Lazaroiu; M. Roscia; E. Tironi","Politecnico di Milano, Via Lambruschini 4, 20156 Milan, Italy; Politecnico di Milano, Via Lambruschini 4, 20156 Milan, Italy; University POLITEHNICA of Bucharest, Splaiul Independentei 313, 060042, Romania; Universita di Bergamo, Via Marconi 6, 24044, Italy; Politecnico di Milano, Piazza Leonardo da Vinci 33, 20133 Milan, Italy","2017 Twelfth International Conference on Ecological Vehicles and Renewable Energies (EVER)","","2017","","","1","5","The DC grids supplying electric vehicles are starting to gain interest worldwide. The DC faults management represent an important design and exploitation issue in these networks. This paper proposes an electronic switch for DC networks supplying electric vehicles (EV). Tests of the proposed switch were carried on under DC faults occurrence in presence of EV. The control of the low voltage distribution system is very important for achieving the proper operation of the devices interconnected to it. The protection of the entire system is analyzed, thus disregarding the protections used by the manufacturers for shielding the DC power system devices or its components.","","978-1-5386-1692-5978-1-5386-1691-8978-1-5386-1693","10.1109/EVER.2017.7935912","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7935912","electric vehicles;electronic switch;DC network;faults","Relays;EMTP","electric vehicles;fault location;power distribution faults;power distribution protection","fault isolation;DC networks;electric vehicles;electronic switch;EV;DC faults;low voltage distribution system;DC power system devices","","","","10","","","","","IEEE","IEEE Conferences"
"Charging strategies of electric vehicles","T. Tran-Quoc; H. Clémot; V. L. Nguyen","CEA-INES, 50 avenue du Lac Léman, 73377 Le Bourget-du-lac, France; CEA-INES, 50 av. du Lac Léman, 73377 Le Bourget-du-lac, France; CEA-INES, 50 av. du Lac Léman, 73377 Le Bourget-du-lac, France","2017 Twelfth International Conference on Ecological Vehicles and Renewable Energies (EVER)","","2017","","","1","5","In order to reduce the charging costs of a charging station and congestion problems caused by EV integration into the network. The paper proposes EV charging strategies to reduce the charging costs and the peak charging consumption of a charging station. These strategies are based on the interruption (on/off) of EV charging. A binary linear programming combined with the bisection scheme is used to manage the charging plan of electric vehicles. These solutions are evaluated by demonstrations at CEA-INES and CEA-Grenoble.","","978-1-5386-1692-5978-1-5386-1691-8978-1-5386-1693","10.1109/EVER.2017.7935869","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7935869","Electric vehicle;network;impact;charging management;optimization;peak shaving","Europe","electric vehicles;linear programming","charging strategies;electric vehicles;charging costs;EV charging strategies;binary linear programming","","1","","5","","","","","IEEE","IEEE Conferences"
